Date/Time,WALL_S:Surface Outside Face Sunlit Area [m2](Hourly),WALL_S:Surface Outside Face Sunlit Fraction [](Hourly),WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_N:Surface Outside Face Sunlit Area [m2](Hourly),WALL_N:Surface Outside Face Sunlit Fraction [](Hourly),WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_W:Surface Outside Face Sunlit Area [m2](Hourly),WALL_W:Surface Outside Face Sunlit Fraction [](Hourly),WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_E:Surface Outside Face Sunlit Area [m2](Hourly),WALL_E:Surface Outside Face Sunlit Fraction [](Hourly),WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_S1:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_S1:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_S1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_S1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),WINDOW_S1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),WINDOW_S1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),WINDOW_S1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WINDOW_S1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),WINDOW_S1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),WINDOW_S2:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_S2:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_S2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_S2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),WINDOW_S2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),WINDOW_S2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),WINDOW_S2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WINDOW_S2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),WINDOW_S2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Air System Sensible Heating Energy [J](Hourly),ZONE1:Zone Air System Sensible Cooling Energy [J](Hourly) 
 04/29  10:00:00,9.600000000000002,1.0,173.56297178582907,0.0,0.0,140.406717456866,0.0,0.0,140.406717456866,16.200000000000004,1.0,197.5696405426964,48.0,1.0,311.72555419100368,6.0,1.0,173.56297178582907,656.4018333998317,31.59211576377131,624.8097176360604,2363046.6002393944,113731.61674957673,2249314.9834898177,6.0,1.0,173.56297178582907,656.4018333998317,31.59211576377131,624.8097176360604,2363046.6002393944,113731.61674957673,2249314.9834898177,20.0,730795.1123794679,0.0 
 04/29  11:00:00,9.600000000000002,1.0,199.68410410017703,0.0,0.0,154.91243578694904,0.0,0.0,154.91243578694904,16.200000000000004,1.0,192.16485900406736,48.0,1.0,349.7726027878606,6.0,1.0,199.68410410017703,761.0786017152507,47.72992820945383,713.3486735057968,2739882.9661749026,171827.74155403378,2568055.2246208686,6.0,1.0,199.68410410017703,761.0786017152507,47.72992820945383,713.3486735057968,2739882.9661749026,171827.74155403378,2568055.2246208686,20.0,101128.47947481768,63230.27228443826 
 04/29  12:00:00,9.600000000000002,1.0,204.40241010961734,0.0,0.0,157.00024324044694,4.050000000000001,0.25,157.31955095396394,12.150000000000003,0.75,166.986772476034,48.0,1.0,354.0568597985409,6.0,1.0,204.40241010961734,782.4346669091641,49.16165791031324,733.2730089988509,2816764.800872991,176981.96847712768,2639782.832395863,6.0,1.0,204.40241010961734,782.4346669091641,49.16165791031324,733.2730089988509,2816764.800872991,176981.96847712768,2639782.832395863,20.0,0.0,607051.0669765514 
 04/29  13:00:00,9.600000000000002,1.0,154.32044135123454,0.0,0.0,139.19533793535894,16.200000000000004,1.0,144.78424946780076,0.0,0.0,139.19533793535894,48.0,1.0,284.1983562357699,6.0,1.0,154.32044135123454,593.1859010059114,18.58428494136741,574.601616064544,2135469.2436212815,66903.42578892269,2068565.8178323585,6.0,1.0,154.32044135123454,593.1859010059114,18.58428494136741,574.601616064544,2135469.2436212815,66903.42578892269,2068565.8178323585,20.0,0.0,689767.1335866118 
 04/29  14:00:00,9.600000000000002,1.0,107.08161146815118,0.0,0.0,101.60135644185367,16.200000000000004,1.0,107.27867822236532,0.0,0.0,101.60135644185367,48.0,1.0,199.66264151304936,6.0,1.0,107.08161146815118,412.161417508269,5.520363538182606,406.6410539700864,1483781.1030297685,19873.308737457377,1463907.794292311,6.0,1.0,107.08161146815118,412.161417508269,5.520363538182606,406.6410539700864,1483781.1030297685,19873.308737457377,1463907.794292311,20.0,0.0,273272.2961187836 
 04/29  15:00:00,9.600000000000002,1.0,66.94658789298762,0.0,0.0,66.21470778112783,16.200000000000004,1.0,67.62849773151356,0.0,0.0,66.21470778112783,48.0,1.0,126.16393178238516,6.0,1.0,66.94658789298762,258.1230521800633,0.7984173770995171,257.32463480296379,929242.9878482279,2874.3025575582616,926368.6852906696,6.0,1.0,66.94658789298762,258.1230521800633,0.7984173770995171,257.32463480296379,929242.9878482279,2874.3025575582616,926368.6852906696,20.0,501255.7522976212,0.0 
 04/29  16:00:00,9.600000000000002,1.0,50.37474776333358,0.0,0.0,50.361404867356579,16.200000000000004,1.0,50.40749205995551,0.0,0.0,50.361404867356579,48.0,1.0,95.60255231335759,6.0,1.0,50.37474776333358,194.51922126182087,0.023414049686435385,194.49580721213443,700269.196542555,84.29057887116739,700184.9059636839,6.0,1.0,50.37474776333358,194.51922126182087,0.023414049686435385,194.49580721213443,700269.196542555,84.29057887116739,700184.9059636839,20.0,1216990.9839013534,0.0 
 04/29  17:00:00,7.200000000000001,0.75,33.32685818940981,5.4,0.25,33.32685818940981,16.200000000000004,1.0,33.32685818940981,0.0,0.0,33.32685818940981,48.0,1.0,63.8125,4.5,0.75,33.32685818940981,128.70836710107495,0.0,128.70836710107495,463350.1215638698,0.0,463350.1215638698,4.5,0.75,33.32685818940981,128.70836710107495,0.0,128.70836710107495,463350.1215638698,0.0,463350.1215638698,19.999999999999998,1575385.8942005346,0.0 
 04/29  18:00:00,0.0,0.0,16.263542734905906,21.6,1.0,16.263542734905906,16.200000000000004,1.0,16.263542734905906,0.0,0.0,16.263542734905906,48.0,1.0,31.4375,0.0,0.0,16.263542734905906,62.80982193975482,0.0,62.80982193975482,226115.35898311737,0.0,226115.35898311737,0.0,0.0,16.263542734905906,62.80982193975482,0.0,62.80982193975482,226115.35898311737,0.0,226115.35898311737,20.0,2224128.0679063776,0.0 
 04/29  19:00:00,0.0,0.0,2.7215496938466487,16.200000000000004,0.75,2.7215496938466487,12.150000000000003,0.75,2.7215496938466487,0.0,0.0,2.7215496938466487,36.0,0.75,5.3125,0.0,0.0,2.7215496938466487,10.510628247301817,0.0,10.510628247301817,37838.26169028654,0.0,37838.26169028654,0.0,0.0,2.7215496938466487,10.510628247301817,0.0,10.510628247301817,37838.26169028654,0.0,37838.26169028654,20.0,2807799.196531666,0.0 
 04/29  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3020144.652897782,0.0 
 04/29  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3239277.709160074,0.0 
 04/29  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3416700.1448209637,0.0 
 04/29  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3512928.6271150305,0.0 
 04/29  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3568974.4104419865,0.0 
 04/30  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3636188.5582842438,0.0 
 04/30  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3740640.845557746,0.0 
 04/30  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3891661.766674883,0.0 
 04/30  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4090120.6062396026,0.0 
 04/30  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4239928.499206308,0.0 
 04/30  06:00:00,0.0,0.0,29.96060392789547,21.6,1.0,64.04747702721677,0.0,0.0,29.96060392789547,16.200000000000004,1.0,187.80458846699657,48.0,1.0,70.26867805989503,0.0,0.0,29.96060392789547,115.70788902468002,0.0,115.70788902468002,416548.4004888481,0.0,416548.4004888481,0.0,0.0,29.96060392789547,115.70788902468002,0.0,115.70788902468002,416548.4004888481,0.0,416548.4004888481,20.0,4091385.366778942,0.0 
 04/30  07:00:00,0.0,0.0,91.10252557028682,21.6,1.0,142.83185156382394,0.0,0.0,91.10252557028682,16.200000000000004,1.0,728.8023666509561,48.0,1.0,301.0065504092829,0.0,0.0,91.10252557028682,351.8380652113667,0.0,351.8380652113667,1266617.0347609204,0.0,1266617.0347609204,0.0,0.0,91.10252557028682,351.8380652113667,0.0,351.8380652113667,1266617.0347609204,0.0,1266617.0347609204,20.0,3109705.0215929129,0.0 
 04/30  08:00:00,9.600000000000002,1.0,194.68056400043083,0.0,0.0,127.46337929629843,0.0,0.0,127.46337929629843,16.200000000000004,1.0,943.2935019493654,48.0,1.0,541.5505593293344,6.0,1.0,194.68056400043083,569.0154388165082,36.84305383790954,532.1723849785988,2048455.5797394296,132634.99381647435,1915820.5859229556,6.0,1.0,194.68056400043083,569.0154388165082,36.84305383790954,532.1723849785988,2048455.5797394296,132634.99381647435,1915820.5859229556,20.0,1694187.052008701,0.0 
 04/30  09:00:00,9.600000000000002,1.0,361.2326269527881,0.0,0.0,146.8555850469182,0.0,0.0,146.8555850469182,16.200000000000004,1.0,913.7381548424551,48.0,1.0,742.5872617955575,6.0,1.0,361.2326269527881,1006.0342609009987,317.0565883575979,688.9776725434008,3621723.3392435957,1141403.7180873524,2480319.621156243,6.0,1.0,361.2326269527881,1006.0342609009987,317.0565883575979,688.9776725434008,3621723.3392435957,1141403.7180873524,2480319.621156243,20.0,207515.0260316201,236184.89493357653 
 04/30  10:00:00,9.600000000000002,1.0,488.68739349347006,0.0,0.0,158.5477093844367,0.0,0.0,158.5477093844367,16.200000000000004,1.0,737.5900053928692,48.0,1.0,881.683100274503,6.0,1.0,488.68739349347006,1536.4754782798455,762.7774236491272,773.6980546307184,5531311.7218074449,2745998.7251368577,2785312.9966705858,6.0,1.0,488.68739349347006,1536.4754782798455,762.7774236491272,773.6980546307184,5531311.7218074449,2745998.7251368577,2785312.9966705858,20.0,0.0,2884960.485745084 
 04/30  11:00:00,9.600000000000002,1.0,561.9174901883657,0.0,0.0,155.75056273583193,0.0,0.0,155.75056273583193,16.200000000000004,1.0,499.34656754755437,48.0,1.0,959.1932117487354,6.0,1.0,561.9174901883657,1916.7854856981583,1135.5269258785748,781.2585598195836,6900427.74851337,4087896.933162869,2812530.8153505015,6.0,1.0,561.9174901883657,1916.7854856981583,1135.5269258785748,781.2585598195836,6900427.74851337,4087896.933162869,2812530.8153505015,20.0,0.0,6556043.208479132 
 04/30  12:00:00,9.600000000000002,1.0,577.508998928747,0.0,0.0,150.55208050237119,4.050000000000001,0.25,154.0110399321649,12.150000000000003,0.75,236.13310954160225,48.0,1.0,977.4730988366137,6.0,1.0,577.508998928747,2033.5367310397224,1313.0236670026305,720.513064037092,7320732.231743,4726885.201209469,2593847.0305335309,6.0,1.0,577.508998928747,2033.5367310397224,1313.0236670026305,720.513064037092,7320732.231743,4726885.201209469,2593847.0305335309,20.0,0.0,9270733.126274143 
 04/30  13:00:00,9.600000000000002,1.0,555.9373985858453,0.0,0.0,142.46176834298789,16.200000000000004,1.0,312.3970320275254,0.0,0.0,142.46176834298789,48.0,1.0,945.6821251822869,6.0,1.0,555.9373985858453,1938.054917486993,1270.342888466078,667.712029020915,6976997.702953175,4573234.39847788,2403763.3044752937,6.0,1.0,555.9373985858453,1938.054917486993,1270.342888466078,667.712029020915,6976997.702953175,4573234.39847788,2403763.3044752937,20.0,0.0,10519205.65596395 
 04/30  14:00:00,9.600000000000002,1.0,488.40777350213889,0.0,0.0,130.40162372691465,16.200000000000004,1.0,531.9693853501102,0.0,0.0,130.40162372691465,48.0,1.0,862.8787546353083,6.0,1.0,488.40777350213889,1601.8285109189843,1013.1171555140296,588.7113554049543,5766582.639308342,3647221.7598505069,2119360.8794578358,6.0,1.0,488.40777350213889,1601.8285109189843,1013.1171555140296,588.7113554049543,5766582.639308342,3647221.7598505069,2119360.8794578358,20.0,0.0,10092772.730273607 
 04/30  15:00:00,9.600000000000002,1.0,375.66029228310159,0.0,0.0,111.06832916965458,16.200000000000004,1.0,701.2224283358225,0.0,0.0,111.06832916965458,48.0,1.0,728.8639084205862,6.0,1.0,375.66029228310159,1074.6138603634868,594.7801378040516,479.83372255943507,3868609.8973085519,2141208.496094586,1727401.4012139664,6.0,1.0,375.66029228310159,1074.6138603634868,594.7801378040516,479.83372255943507,3868609.8973085519,2141208.496094586,1727401.4012139664,20.0,0.0,8178256.30190387 
 04/30  16:00:00,9.600000000000002,1.0,229.45679790958665,0.0,0.0,85.54044799757745,16.200000000000004,1.0,795.6689178994186,0.0,0.0,85.54044799757745,48.0,1.0,553.6481616889848,6.0,1.0,229.45679790958665,536.1635530276899,183.31754110090297,352.8460119267869,1930188.7908996836,659943.1479632506,1270245.6429364328,6.0,1.0,229.45679790958665,536.1635530276899,183.31754110090297,352.8460119267869,1930188.7908996836,659943.1479632506,1270245.6429364328,20.0,0.0,5423102.198752994 
 04/30  17:00:00,4.800000000000001,0.5,83.53156459213314,10.8,0.5,68.71854187181167,16.200000000000004,1.0,771.3690778379607,0.0,0.0,60.878094602105807,48.0,1.0,348.96048253525358,3.0,0.5,83.53156459213314,246.32547305655693,7.836131423840844,238.4893416327161,886771.7030036049,28210.073125827035,858561.629877778,3.0,0.5,83.53156459213314,246.32547305655693,7.836131423840844,238.4893416327161,886771.7030036049,28210.073125827035,858561.629877778,20.0,0.0,2976364.0598664369 
 04/30  18:00:00,0.0,0.0,41.538333507101629,21.6,1.0,111.74923789680374,16.200000000000004,1.0,553.964039667115,0.0,0.0,41.538333507101629,48.0,1.0,153.86369131332777,0.0,0.0,41.538333507101629,160.42109482428828,0.0,160.42109482428828,577515.9413674378,0.0,577515.9413674378,0.0,0.0,41.538333507101629,160.42109482428828,0.0,160.42109482428828,577515.9413674378,0.0,577515.9413674378,20.0,0.0,1532068.7176521274 
 04/30  19:00:00,0.0,0.0,12.553608105463342,16.200000000000004,0.75,41.21509638929248,12.150000000000003,0.75,115.73776752006022,0.0,0.0,12.553608105463342,36.0,0.75,26.794926998064275,0.0,0.0,12.553608105463342,48.48204986194709,0.0,48.48204986194709,174535.37950300953,0.0,174535.37950300953,0.0,0.0,12.553608105463342,48.48204986194709,0.0,48.48204986194709,174535.37950300953,0.0,174535.37950300953,20.0,0.0,592508.2157474203 
 04/30  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,90843.91948664552,45151.70317877656 
 04/30  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,742999.4483823956,0.0 
 04/30  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1595311.0681158195,0.0 
 04/30  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2419854.196509575,0.0 
 04/30  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3125777.4149484725,0.0 
 05/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3691638.5285811678,0.0 
 05/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4100880.776309107,0.0 
 05/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4397373.517919496,0.0 
 05/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4619240.85479861,0.0 
 05/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4807050.2881739609,0.0 
 05/01  06:00:00,0.0,0.0,31.702418572372623,21.6,1.0,68.74335641882617,0.0,0.0,31.702418572372623,16.200000000000004,1.0,198.9247213796588,48.0,1.0,74.84941241689059,0.0,0.0,31.702418572372623,122.434779312665,0.0,122.434779312665,440765.20552559409,0.0,440765.20552559409,0.0,0.0,31.702418572372623,122.434779312665,0.0,122.434779312665,440765.20552559409,0.0,440765.20552559409,20.0,4723655.971249818,0.0 
 05/01  07:00:00,0.0,0.0,93.24133852108928,21.6,1.0,149.26985588335584,0.0,0.0,93.24133852108928,16.200000000000004,1.0,748.1109773828657,48.0,1.0,311.0383567757564,0.0,0.0,93.24133852108928,360.0981634440857,0.0,360.0981634440857,1296353.3883987088,0.0,1296353.3883987088,0.0,0.0,93.24133852108928,360.0981634440857,0.0,360.0981634440857,1296353.3883987088,0.0,1296353.3883987088,20.0,3820532.7025936988,0.0 
 05/01  08:00:00,9.600000000000002,1.0,193.22207520560625,0.0,0.0,129.6963477698142,0.0,0.0,129.6963477698142,16.200000000000004,1.0,947.9758664479789,48.0,1.0,549.0155466351362,6.0,1.0,193.22207520560625,572.3827980361537,33.36430111572421,539.0184969204295,2060578.0729301535,120111.48401660717,1940466.5889135462,6.0,1.0,193.22207520560625,572.3827980361537,33.36430111572421,539.0184969204295,2060578.0729301535,120111.48401660717,1940466.5889135462,20.0,2468865.7592369189,0.0 
 05/01  09:00:00,9.600000000000002,1.0,358.81247053949945,0.0,0.0,150.25829658373017,0.0,0.0,150.25829658373017,16.200000000000004,1.0,910.5288215822725,48.0,1.0,746.2705487043958,6.0,1.0,358.81247053949945,1002.7788107755293,299.5310788325088,703.2477319430204,3610003.7187919055,1078311.8837970317,2531691.834994874,6.0,1.0,358.81247053949945,1002.7788107755293,299.5310788325088,703.2477319430204,3610003.7187919055,1078311.8837970317,2531691.834994874,20.0,681047.9560429696,16788.095991416783 
 05/01  10:00:00,9.600000000000002,1.0,489.4287005302907,0.0,0.0,162.4482098463699,0.0,0.0,162.4482098463699,16.200000000000004,1.0,743.472564664153,48.0,1.0,892.1899129507723,6.0,1.0,489.4287005302907,1536.8478386870234,737.2221270235823,799.6257116634414,5532652.219273285,2653999.657284896,2878652.561988389,6.0,1.0,489.4287005302907,1536.8478386870234,737.2221270235823,799.6257116634414,5532652.219273285,2653999.657284896,2878652.561988389,20.0,0.0,1803672.5482343587 
 05/01  11:00:00,9.600000000000002,1.0,571.1434129458291,0.0,0.0,162.42093264393473,0.0,0.0,162.42093264393473,16.200000000000004,1.0,510.1896640912004,48.0,1.0,979.7255530202439,6.0,1.0,571.1434129458291,1944.819023463081,1112.5714595694399,832.2475638936411,7001348.484467091,4005257.254449984,2996091.230017108,6.0,1.0,571.1434129458291,1944.819023463081,1112.5714595694399,832.2475638936411,7001348.484467091,4005257.254449984,2996091.230017108,20.0,0.0,5370676.4867621059 
 05/01  12:00:00,9.600000000000002,1.0,594.0231223103838,0.0,0.0,157.15373476372697,4.050000000000001,0.25,160.82011650007466,12.150000000000003,0.75,246.12732254188723,48.0,1.0,1006.4632341017901,6.0,1.0,594.0231223103838,2087.6788325451254,1297.0328714308742,790.6459611142511,7515643.797162451,4669318.3371511469,2846325.4600113045,6.0,1.0,594.0231223103838,2087.6788325451254,1297.0328714308742,790.6459611142511,7515643.797162451,4669318.3371511469,2846325.4600113045,19.999999999999998,0.0,8258732.711067673 
 05/01  13:00:00,9.600000000000002,1.0,567.3595607279176,0.0,0.0,150.8214522790643,16.200000000000004,1.0,324.3863445553809,0.0,0.0,150.8214522790643,48.0,1.0,975.4642162638531,6.0,1.0,567.3595607279176,1972.1720168671628,1255.1059969497956,717.0660199173673,7099819.260721787,4518381.589019265,2581437.6717025225,6.0,1.0,567.3595607279176,1972.1720168671628,1255.1059969497956,717.0660199173673,7099819.260721787,4518381.589019265,2581437.6717025225,20.0,0.0,9534441.522428286 
 05/01  14:00:00,9.600000000000002,1.0,499.53815905071698,0.0,0.0,139.7356372827471,16.200000000000004,1.0,548.7611370101729,0.0,0.0,139.7356372827471,48.0,1.0,890.4708249067107,6.0,1.0,499.53815905071698,1635.3793384511878,996.0389824502265,639.3403560009614,5887365.618424277,3585740.336820815,2301625.281603461,6.0,1.0,499.53815905071698,1635.3793384511878,996.0389824502265,639.3403560009614,5887365.618424277,3585740.336820815,2301625.281603461,20.0,0.0,9268025.823899243 
 05/01  15:00:00,9.600000000000002,1.0,385.1452987300348,0.0,0.0,120.72943740758802,16.200000000000004,1.0,720.3873677359903,0.0,0.0,120.72943740758802,48.0,1.0,752.2690361269572,6.0,1.0,385.1452987300348,1105.33689740657,578.0230754968632,527.3138219097068,3979212.830663651,2080883.0717887073,1898329.7588749445,6.0,1.0,385.1452987300348,1105.33689740657,578.0230754968632,527.3138219097068,3979212.830663651,2080883.0717887073,1898329.7588749445,20.0,0.0,7573256.756061966 
 05/01  16:00:00,9.600000000000002,1.0,234.12516452300583,0.0,0.0,93.04356186559095,16.200000000000004,1.0,809.7578377174814,0.0,0.0,93.04356186559095,48.0,1.0,568.0965359684818,6.0,1.0,234.12516452300583,558.3293061296324,172.30104091160738,386.0282652180251,2009985.5020666768,620283.7472817864,1389701.7547848903,6.0,1.0,234.12516452300583,558.3293061296324,172.30104091160738,386.0282652180251,2009985.5020666768,620283.7472817864,1389701.7547848903,20.0,0.0,4977904.892015455 
 05/01  17:00:00,4.800000000000001,0.5,85.23167361489367,10.8,0.5,73.90532641388153,16.200000000000004,1.0,780.2478636760691,0.0,0.0,64.30723724915673,48.0,1.0,356.79542113397567,3.0,0.5,85.23167361489367,258.44686952489459,6.5939646705312209,251.85290485436335,930408.7302896204,23738.272813912394,906670.457475708,3.0,0.5,85.23167361489367,258.44686952489459,6.5939646705312209,251.85290485436335,930408.7302896204,23738.272813912394,906670.457475708,20.0,0.0,2590717.692117385 
 05/01  18:00:00,0.0,0.0,43.851329114987688,21.6,1.0,116.82368659845098,16.200000000000004,1.0,557.9202060037279,0.0,0.0,43.851329114987688,48.0,1.0,158.46053655237695,0.0,0.0,43.851329114987688,169.35388669176687,0.0,169.35388669176687,609673.9920903606,0.0,609673.9920903606,0.0,0.0,43.851329114987688,169.35388669176687,0.0,169.35388669176687,609673.9920903606,0.0,609673.9920903606,20.0,0.0,1154501.5573834375 
 05/01  19:00:00,0.0,0.0,13.356708919086625,16.200000000000004,0.75,44.15882602154616,12.150000000000003,0.75,121.92633563403698,0.0,0.0,13.356708919086625,36.0,0.75,28.629106036701676,0.0,0.0,13.356708919086625,51.58362618670979,0.0,51.58362618670979,185701.05427215526,0.0,185701.05427215526,0.0,0.0,13.356708919086625,51.58362618670979,0.0,51.58362618670979,185701.05427215526,0.0,185701.05427215526,20.0,41174.89769233651,184191.56502039874 
 05/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,782566.345141605,0.0 
