Date/Time,WALL_S:Surface Outside Face Sunlit Area [m2](Hourly),WALL_S:Surface Outside Face Sunlit Fraction [](Hourly),WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_N:Surface Outside Face Sunlit Area [m2](Hourly),WALL_N:Surface Outside Face Sunlit Fraction [](Hourly),WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_W:Surface Outside Face Sunlit Area [m2](Hourly),WALL_W:Surface Outside Face Sunlit Fraction [](Hourly),WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_E:Surface Outside Face Sunlit Area [m2](Hourly),WALL_E:Surface Outside Face Sunlit Fraction [](Hourly),WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Air System Sensible Heating Energy [J](Hourly),ZONE1:Zone Air System Sensible Cooling Energy [J](Hourly) 
 05/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3171859.8488600619,0.0 
 05/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3294785.725740813,0.0 
 05/01  06:00:00,0.0,0.0,31.702418572372623,21.6,1.0,68.74335641882617,0.0,0.0,31.702418572372623,16.200000000000004,1.0,198.9247213796588,48.0,1.0,74.84941241689059,20.0,3411299.3636248509,0.0 
 05/01  07:00:00,0.0,0.0,93.24133852108928,21.6,1.0,149.26985588335584,0.0,0.0,93.24133852108928,16.200000000000004,1.0,748.1109773828657,48.0,1.0,311.0383567757564,20.0,3409249.8078780176,0.0 
 05/01  08:00:00,21.6,1.0,193.22207520560625,0.0,0.0,129.6963477698142,0.0,0.0,129.6963477698142,16.200000000000004,1.0,947.9758664479789,48.0,1.0,549.0155466351362,20.0,3145703.7351283489,0.0 
 05/01  09:00:00,21.6,1.0,358.81247053949945,0.0,0.0,150.25829658373017,0.0,0.0,150.25829658373017,16.200000000000004,1.0,910.5288215822725,48.0,1.0,746.2705487043958,20.0,2772436.919788729,0.0 
 05/01  10:00:00,21.6,1.0,489.4287005302907,0.0,0.0,162.4482098463699,0.0,0.0,162.4482098463699,16.200000000000004,1.0,743.472564664153,48.0,1.0,892.1899129507723,20.0,2380310.0825799189,0.0 
 05/01  11:00:00,21.6,1.0,571.1434129458291,0.0,0.0,162.42093264393473,0.0,0.0,162.42093264393473,16.200000000000004,1.0,510.1896640912004,48.0,1.0,979.7255530202439,20.0,2018608.7445354006,0.0 
 05/01  12:00:00,21.6,1.0,594.0231223103838,0.0,0.0,157.15373476372697,4.050000000000001,0.25,160.82011650007466,12.150000000000003,0.75,246.12732254188723,48.0,1.0,1006.4632341017901,20.0,1714227.9293368445,0.0 
 05/01  13:00:00,21.6,1.0,567.3595607279176,0.0,0.0,150.8214522790643,16.200000000000004,1.0,324.3863445553809,0.0,0.0,150.8214522790643,48.0,1.0,975.4642162638531,20.0,1458879.756656394,0.0 
 05/01  14:00:00,21.6,1.0,499.53815905071698,0.0,0.0,139.7356372827471,16.200000000000004,1.0,548.7611370101729,0.0,0.0,139.7356372827471,48.0,1.0,890.4708249067107,20.0,1237480.3463485686,0.0 
 05/01  15:00:00,21.6,1.0,385.1452987300348,0.0,0.0,120.72943740758802,16.200000000000004,1.0,720.3873677359903,0.0,0.0,120.72943740758802,48.0,1.0,752.2690361269572,20.0,1028458.8477822275,0.0 
 05/01  16:00:00,21.6,1.0,234.12516452300583,0.0,0.0,93.04356186559095,16.200000000000004,1.0,809.7578377174814,0.0,0.0,93.04356186559095,48.0,1.0,568.0965359684818,20.0,858553.5963081087,0.0 
 05/01  17:00:00,10.8,0.5,85.23167361489367,10.8,0.5,73.90532641388153,16.200000000000004,1.0,780.2478636760691,0.0,0.0,64.30723724915673,48.0,1.0,356.79542113397567,20.0,803460.4298748412,0.0 
 05/01  18:00:00,0.0,0.0,43.851329114987688,21.6,1.0,116.82368659845098,16.200000000000004,1.0,557.9202060037279,0.0,0.0,43.851329114987688,48.0,1.0,158.46053655237695,20.0,824988.2915588656,0.0 
 05/01  19:00:00,0.0,0.0,13.356708919086625,16.200000000000004,0.75,44.15882602154616,12.150000000000003,0.75,121.92633563403698,0.0,0.0,13.356708919086625,36.0,0.75,28.629106036701676,20.0,923152.7100809077,0.0 
 05/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1196727.4329539035,0.0 
 05/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1566316.9247149374,0.0 
 05/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1967928.3787110798,0.0 
 05/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,2364348.4246854737,0.0 
 05/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2755144.847097404,0.0 
 05/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3113245.604201705,0.0 
 05/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3344681.2303895999,0.0 
 05/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3491244.1364184308,0.0 
 05/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3609285.781412193,0.0 
 05/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3693905.413492954,0.0 
 05/02  06:00:00,0.0,0.0,32.49986944454811,21.6,1.0,70.332150775169,0.0,0.0,32.49986944454811,16.200000000000004,1.0,199.9734049315465,48.0,1.0,76.72090195087975,20.0,3741152.47917396,0.0 
 05/02  07:00:00,0.0,0.0,94.21130552238746,21.6,1.0,153.33885108451757,0.0,0.0,94.21130552238746,16.200000000000004,1.0,751.0001244636952,48.0,1.0,313.01274830353148,19.999999999999998,3620324.0233973867,0.0 
 05/02  08:00:00,21.6,1.0,189.5508056018572,0.0,0.0,129.81993758730105,0.0,0.0,129.81993758730105,16.200000000000004,1.0,946.0745682029228,48.0,1.0,551.1863105595966,20.0,3220902.8665539484,0.0 
 05/02  09:00:00,21.6,1.0,354.52292186655355,0.0,0.0,150.35654158698936,0.0,0.0,150.35654158698936,16.200000000000004,1.0,909.1562966746906,48.0,1.0,748.777840684413,20.0,2719188.976563543,0.0 
 05/02  10:00:00,21.6,1.0,484.69872051082657,0.0,0.0,162.4673129464898,0.0,0.0,162.4673129464898,16.200000000000004,1.0,742.1505840088082,48.0,1.0,894.4475766920712,20.0,2259575.0181111858,0.0 
 05/02  11:00:00,21.6,1.0,565.770552177104,0.0,0.0,162.31672278693459,0.0,0.0,162.31672278693459,16.200000000000004,1.0,508.7889554785197,48.0,1.0,981.1610279603485,20.0,1962315.9996417654,0.0 
 05/02  12:00:00,21.6,1.0,588.4948189042519,0.0,0.0,157.01041788753265,4.050000000000001,0.25,160.80480688150127,12.150000000000003,0.75,245.3635846290977,48.0,1.0,1007.6649343855754,20.000000000000005,1757823.4250028129,0.0 
 05/02  13:00:00,21.6,1.0,561.9148549288161,0.0,0.0,150.71297326940673,16.200000000000004,1.0,324.3928437897049,0.0,0.0,150.71297326940673,48.0,1.0,976.5852561528144,20.0,1574954.4336395639,0.0 
 05/02  14:00:00,21.6,1.0,494.48761387155238,0.0,0.0,139.8064556493463,16.200000000000004,1.0,548.4482972452473,0.0,0.0,139.8064556493463,48.0,1.0,891.9608042825998,20.0,1350125.6719384208,0.0 
 05/02  15:00:00,21.6,1.0,381.20407396137838,0.0,0.0,121.32215620709948,16.200000000000004,1.0,720.8036412356305,0.0,0.0,121.32215620709948,48.0,1.0,755.1577809434489,20.0,1111522.1009380678,0.0 
 05/02  16:00:00,21.6,1.0,230.7090517132916,0.0,0.0,93.80999716182468,16.200000000000004,1.0,810.2526397745199,0.0,0.0,93.80999716182468,48.0,1.0,571.1103245328047,20.0,906432.0726941596,0.0 
 05/02  17:00:00,10.8,0.5,84.1736122184609,10.8,0.5,76.45625223585685,16.200000000000004,1.0,781.2141708618553,0.0,0.0,65.15873818196633,48.0,1.0,359.8144637159309,20.0,846271.8210476053,0.0 
 05/02  18:00:00,0.0,0.0,44.7214643143119,21.6,1.0,120.48584763044555,16.200000000000004,1.0,560.8503440512425,0.0,0.0,44.7214643143119,48.0,1.0,161.3337929464453,20.0,862619.1949008331,0.0 
 05/02  19:00:00,0.0,0.0,14.055163176583488,16.200000000000004,0.75,46.655595875728767,12.150000000000003,0.75,126.74264295265192,0.0,0.0,14.055163176583488,36.0,0.75,30.252061006775798,20.0,928038.7478116016,0.0 
 05/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1170713.0502112932,0.0 
 05/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1493278.7744334685,0.0 
 05/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1809433.5159450989,0.0 
 05/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2084454.535811901,0.0 
 05/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2334607.7211755465,0.0 
 05/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2572050.8563685475,0.0 
 05/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2752465.2568513078,0.0 
 05/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2892016.555776489,0.0 
 05/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3010844.7206185928,0.0 
 05/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3107939.1516362766,0.0 
 05/03  06:00:00,0.0,0.0,33.614876620639687,21.6,1.0,72.97326337604435,0.0,0.0,33.614876620639687,16.200000000000004,1.0,204.04421867632596,48.0,1.0,79.42778443793663,20.0,3170385.21922688,0.0 
 05/03  07:00:00,0.0,0.0,94.58948964648741,21.6,1.0,156.5161090118227,0.0,0.0,94.58948964648741,16.200000000000004,1.0,752.2690444350378,48.0,1.0,315.73394278817747,20.0,3018872.0122122236,0.0 
 05/03  08:00:00,21.6,1.0,185.9950478126613,0.0,0.0,129.9818962196547,0.0,0.0,129.9818962196547,16.200000000000004,1.0,945.0436384312014,48.0,1.0,553.7277549798001,20.0,2544481.870369329,0.0 
 05/03  09:00:00,21.6,1.0,350.2808545206218,0.0,0.0,150.45494834781986,0.0,0.0,150.45494834781986,16.200000000000004,1.0,907.8518523873073,48.0,1.0,751.2552369696941,20.0,1957478.419150691,0.0 
 05/03  10:00:00,21.6,1.0,480.00995468201759,0.0,0.0,162.48402276141514,0.0,0.0,162.48402276141514,16.200000000000004,1.0,740.8543731709935,48.0,1.0,896.6393056849465,20.0,1402182.0636298345,0.0 
 05/03  11:00:00,21.6,1.0,560.5415668063362,0.0,0.0,162.226981481939,0.0,0.0,162.226981481939,16.200000000000004,1.0,507.48776561164916,48.0,1.0,982.6975356928974,20.0,971970.1590889926,0.0 
 05/03  12:00:00,21.6,1.0,581.8644804987332,0.0,0.0,156.49098119864187,4.050000000000001,0.25,160.3779205329795,12.150000000000003,0.75,244.28106298000339,48.0,1.0,1006.6884656473648,20.0,630570.1117299884,0.0 
 05/03  13:00:00,21.6,1.0,547.4939615407794,0.0,0.0,147.8659684218397,16.200000000000004,1.0,318.6271931045784,0.0,0.0,147.8659684218397,48.0,1.0,961.3164864940249,20.0,355283.77143375008,0.0 
 05/03  14:00:00,21.6,1.0,473.6464030174636,0.0,0.0,134.47110280539483,16.200000000000004,1.0,530.1048175504235,0.0,0.0,134.47110280539483,48.0,1.0,864.3880752427489,20.0,180937.960306409,0.0 
 05/03  15:00:00,21.6,1.0,358.12890624332649,0.0,0.0,114.02281388837122,16.200000000000004,1.0,686.4885059971646,0.0,0.0,114.02281388837122,48.0,1.0,720.9644680206388,20.0,81616.52576827572,0.0 
 05/03  16:00:00,21.6,1.0,216.49900630387004,0.0,0.0,91.03976023603328,16.200000000000004,1.0,765.6839374787827,0.0,0.0,91.03976023603328,48.0,1.0,543.0390764127103,20.0,15813.770323017703,0.0 
 05/03  17:00:00,10.8,0.5,86.30848269144723,10.8,0.5,82.17917953622583,16.200000000000004,1.0,738.2233059664125,0.0,0.0,70.21911496233564,48.0,1.0,345.88136114179408,20.0,1294.9511945835189,1406.0583111540837 
 05/03  18:00:00,0.0,0.0,48.18303315616555,21.6,1.0,118.4914971015683,16.200000000000004,1.0,513.2057436084749,0.0,0.0,48.18303315616555,48.0,1.0,158.38507256303087,20.0,32512.587726101996,0.0 
 05/03  19:00:00,0.0,0.0,14.424373317420294,16.200000000000004,0.75,43.38214387163799,12.150000000000003,0.75,112.13378187922118,0.0,0.0,14.424373317420294,36.0,0.75,31.011591378877399,20.0,136357.88180774079,0.0 
 05/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,384201.42241798518,0.0 
 05/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,744796.4431606036,0.0 
 05/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1133364.594739095,0.0 
 05/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1422747.0592534189,0.0 
 05/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1633119.0402343919,0.0 
 05/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1830811.0118846582,0.0 
 05/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2055075.3671791726,0.0 
 05/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2293799.5464023996,0.0 
 05/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2518213.827986981,0.0 
 05/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2638855.300059015,0.0 
 05/04  06:00:00,0.0,0.0,34.491363040461859,21.6,1.0,74.73076175565501,0.0,0.0,34.491363040461859,16.200000000000004,1.0,205.5915155058454,48.0,1.0,81.50451607197008,20.0,2670445.2799380749,0.0 
 05/04  07:00:00,0.0,0.0,95.23261640282641,21.6,1.0,159.83196844359078,0.0,0.0,95.23261640282641,16.200000000000004,1.0,752.7703799646413,48.0,1.0,318.6667062445886,20.0,2512106.643527197,0.0 
 05/04  08:00:00,16.200000000000004,0.75,184.22062875586816,5.4,0.25,131.91190074528658,0.0,0.0,131.65027284689928,16.200000000000004,1.0,945.6168509475899,48.0,1.0,556.1160534028644,20.0,2078644.4262498108,0.0 
 05/04  09:00:00,21.6,1.0,345.1157794447782,0.0,0.0,150.13633429591895,0.0,0.0,150.13633429591895,16.200000000000004,1.0,904.352533451781,48.0,1.0,751.5793220953221,19.999999999999998,1507629.023931483,0.0 
 05/04  10:00:00,21.6,1.0,470.0795368102554,0.0,0.0,160.3226407605821,0.0,0.0,160.3226407605821,16.200000000000004,1.0,731.8956278677075,48.0,1.0,888.5571794439575,20.0,892953.4759919546,0.0 
 05/04  11:00:00,21.6,1.0,544.5531094568464,0.0,0.0,158.25806078106883,0.0,0.0,158.25806078106883,16.200000000000004,1.0,496.49215621586088,48.0,1.0,964.6460959179166,20.0,511039.2286658927,0.0 
 05/04  12:00:00,21.6,1.0,558.2037558770843,0.0,0.0,152.13780394663406,4.050000000000001,0.25,156.0256629420985,12.150000000000003,0.75,236.3124954030872,48.0,1.0,980.1779166599255,20.0,321132.65427771655,0.0 
 05/04  13:00:00,21.6,1.0,526.4063944442868,0.0,0.0,142.84391097893099,16.200000000000004,1.0,308.8525271309416,0.0,0.0,142.84391097893099,48.0,1.0,933.5307105067689,20.0,140692.91126312858,0.0 
 05/04  14:00:00,21.6,1.0,453.8828931516706,0.0,0.0,130.0850388025068,16.200000000000004,1.0,512.6146082531009,0.0,0.0,130.0850388025068,48.0,1.0,837.5393859865399,20.0,8009.0100388466439,31719.214387740798 
 05/04  15:00:00,21.6,1.0,343.5988390559778,0.0,0.0,115.30094676169188,16.200000000000004,1.0,658.8477462773959,0.0,0.0,115.30094676169188,48.0,1.0,692.8280114200273,20.0,0.0,182826.54471001953 
 05/04  16:00:00,21.6,1.0,210.66082192865799,0.0,0.0,100.63106506234094,16.200000000000004,1.0,707.0512016353977,0.0,0.0,100.63106506234094,48.0,1.0,504.78566647686099,20.0,0.0,346345.3202037646 
 05/04  17:00:00,10.8,0.5,94.90216487202405,10.8,0.5,93.08291060329266,16.200000000000004,1.0,602.5249369370549,0.0,0.0,83.12359230401644,48.0,1.0,312.6827050220082,20.0,0.0,392606.1544092002 
 05/04  18:00:00,0.0,0.0,54.35346305524716,21.6,1.0,101.50045307561834,16.200000000000004,1.0,359.5050188882136,0.0,0.0,54.35346305524716,48.0,1.0,145.11431057862428,20.0,0.0,335362.2965154934 
 05/04  19:00:00,0.0,0.0,13.862435550049327,16.200000000000004,0.75,32.262229972632827,12.150000000000003,0.75,74.96146600404677,0.0,0.0,13.862435550049327,36.0,0.75,29.07673002803686,20.0,0.0,219094.99636839963 
 05/04  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10068.632149240604,47451.79884111668 
 05/04  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,186309.92588044183,0.0 
 05/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,512969.81092937456,0.0 
 05/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,821775.9388057913,0.0 
 05/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1080311.8374735763,0.0 
 05/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1308831.0600628956,0.0 
 05/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1461032.1902659583,0.0 
 05/05  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1555357.869105877,0.0 
 05/05  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1647043.0070209034,0.0 
 05/05  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1769151.0055867497,0.0 
 05/05  06:00:00,0.0,0.0,34.07634974459049,21.6,1.0,68.63625035401324,0.0,0.0,34.07634974459049,16.200000000000004,1.0,177.92204310652628,48.0,1.0,77.39385556575147,20.0,1892565.0021364168,0.0 
 05/05  07:00:00,0.0,0.0,91.13295458348634,21.6,1.0,143.81315622452696,0.0,0.0,91.13295458348634,16.200000000000004,1.0,603.3077407640919,48.0,1.0,277.10582904309629,20.0,1895949.1500513985,0.0 
 05/05  08:00:00,16.200000000000004,0.75,161.78074800087399,5.4,0.25,127.89329317258606,0.0,0.0,127.08748751388231,16.200000000000004,1.0,705.4782267689193,48.0,1.0,449.40342647744537,20.0,1753761.0930336738,0.0 
 05/05  09:00:00,21.6,1.0,274.8288032437899,0.0,0.0,148.55734531944959,0.0,0.0,148.55734531944959,16.200000000000004,1.0,648.4174880239772,48.0,1.0,571.8251508826422,20.0,1589183.4341072392,0.0 
 05/05  10:00:00,21.6,1.0,360.0377018177982,0.0,0.0,160.91712743125994,0.0,0.0,160.91712743125994,16.200000000000004,1.0,533.2349237186948,48.0,1.0,655.8835514747273,20.0,1421805.4562729507,0.0 
 05/05  11:00:00,21.6,1.0,406.1975800487632,0.0,0.0,165.70386721058299,0.0,0.0,165.70386721058299,16.200000000000004,1.0,378.9555755222819,48.0,1.0,690.7795471568279,20.0,1216273.8264463675,0.0 
 05/05  12:00:00,21.6,1.0,416.2055494630305,0.0,0.0,165.4065376705298,4.050000000000001,0.25,167.92668304314658,12.150000000000003,0.75,217.24328584048244,48.0,1.0,686.7220861067178,20.0,998785.4603807168,0.0 
 05/05  13:00:00,21.6,1.0,404.13415370453756,0.0,0.0,162.3980573214301,16.200000000000004,1.0,268.47914216372495,0.0,0.0,162.3980573214301,48.0,1.0,669.8179690642196,20.0,799328.0253181366,0.0 
 05/05  14:00:00,21.6,1.0,360.16823361863296,0.0,0.0,155.68819023410794,16.200000000000004,1.0,400.40944661358255,0.0,0.0,155.68819023410794,48.0,1.0,618.4102737979202,20.0,701018.4717179879,0.0 
 05/05  15:00:00,21.6,1.0,277.4697870437007,0.0,0.0,145.44131921064554,16.200000000000004,1.0,458.75937615593406,0.0,0.0,145.44131921064554,48.0,1.0,516.8564646004579,20.0,675808.6512365216,0.0 
 05/05  16:00:00,21.6,1.0,174.0016596888416,0.0,0.0,133.96899858766148,16.200000000000004,1.0,351.3949443746825,0.0,0.0,133.96899858766148,48.0,1.0,352.9823239142508,20.0,697912.858404334,0.0 
 05/05  17:00:00,10.8,0.5,92.20155203962881,10.8,0.5,91.76287922619312,16.200000000000004,1.0,190.98236325618394,0.0,0.0,89.90004351531195,48.0,1.0,200.89328125462274,20.0,785561.3362095583,0.0 
 05/05  18:00:00,0.0,0.0,41.86965874076057,21.6,1.0,45.477346817781519,16.200000000000004,1.0,67.20341836972799,0.0,0.0,41.86965874076057,48.0,1.0,84.23244257407822,20.0,912147.0206541139,0.0 
 05/05  19:00:00,0.0,0.0,8.667797060700249,16.200000000000004,0.75,9.384278691337274,12.150000000000003,0.75,10.963135559358298,0.0,0.0,8.667797060700249,36.0,0.75,16.86502843498758,20.0,1044944.3251294645,0.0 
 05/05  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1181072.7168599955,0.0 
 05/05  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1316329.7768832839,0.0 
 05/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1441338.5158174288,0.0 
 05/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1552068.3844635105,0.0 
 05/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1651244.78431196,0.0 
 05/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1743635.1670722804,0.0 
 05/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,1806785.9319607907,0.0 
 05/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1865039.8133860622,0.0 
 05/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1950137.0679334705,0.0 
 05/06  05:00:00,0.0,0.0,1.2730676736391467,5.4,0.25,1.5843854310448656,0.0,0.0,1.2730676736391467,4.050000000000001,0.25,2.0679589692205555,12.0,0.25,2.5001302348738259,20.0,1973616.6675058455,0.0 
 05/06  06:00:00,0.0,0.0,15.012862571984354,21.6,1.0,15.422216180978277,0.0,0.0,15.012862571984354,16.200000000000004,1.0,16.627272729839289,48.0,1.0,29.124397530050368,20.0,2002296.250656603,0.0 
 05/06  07:00:00,0.0,0.0,40.03766496455006,21.6,1.0,40.57092039342248,0.0,0.0,40.03766496455006,16.200000000000004,1.0,44.77619392497073,48.0,1.0,77.73088896186117,20.0,2036623.9426974217,0.0 
 05/06  08:00:00,16.200000000000004,0.75,53.993170754582667,5.4,0.25,53.92437093191858,0.0,0.0,53.916187328559889,16.200000000000004,1.0,56.05797753216079,48.0,1.0,103.3655552285862,20.0,2073865.4967744817,0.0 
 05/06  09:00:00,21.6,1.0,62.476299017421258,0.0,0.0,62.048424608591407,0.0,0.0,62.048424608591407,16.200000000000004,1.0,63.43351713739288,48.0,1.0,118.34904920378104,20.0,2148286.5250600066,0.0 
 05/06  10:00:00,21.6,1.0,106.28148516270628,0.0,0.0,101.67658849222483,0.0,0.0,101.67658849222483,16.200000000000004,1.0,109.83074210548333,48.0,1.0,200.3389249802375,20.0,2271132.107575244,0.0 
 05/06  11:00:00,21.6,1.0,159.37134140620723,0.0,0.0,140.8908056254241,0.0,0.0,140.8908056254241,16.200000000000004,1.0,155.5449705363248,48.0,1.0,293.42783599192219,20.0,2177441.5958007799,0.0 
 05/06  12:00:00,21.6,1.0,207.4769082064764,0.0,0.0,161.28863811766017,4.050000000000001,0.25,161.7842862658784,12.150000000000003,0.75,170.55282740636623,48.0,1.0,366.91914357172609,20.0,2045457.3808730529,0.0 
