Date/Time,Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1:Zone Other Equipment Total Heating Rate [W](Hourly),BLOCK1:ZONE1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),BLOCK1:ZONE1_WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_FLOOR:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_S_WIN_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_S_WIN_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1:Zone Mean Air Temperature [C](Hourly:ON),BLOCK1:ZONE1:Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE1:Zone Air System Sensible Heating Rate [W](Hourly),BLOCK1:ZONE1:Zone Air System Sensible Cooling Rate [W](Hourly),Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 01/01  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0000000000001,0.5383178681561716,1623.9531271907698,0.0,720000.0,0.0,5846231.257886601,0.0 
 01/01  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000008,0.5361432733354699,1613.0920554795155,0.0,720000.0,0.0,5807131.399726253,0.0 
 01/01  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.536282357411577,1622.822644498014,0.0,720000.0,0.0,5842161.520192849,0.0 
 01/01  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5363641917346731,1630.3758399965537,0.0,720000.0,0.0,5869353.023987593,0.0 
 01/01  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5364059715605432,1634.2227349781093,0.0,720000.0,0.0,5883201.845921192,0.0 
 01/01  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5367095158256342,1632.1581463575456,0.0,720000.0,0.0,5875769.326887166,0.0 
 01/01  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5316957221075137,1521.4376602108646,0.0,720000.0,0.0,5477175.576759116,0.0 
 01/01  08:00:00,27.0,17.0,200.0,293.6165568034735,47.052178383824337,13.909298301551564,13.909298301551564,37.71163472101395,5.723796515147173,28.695788991716026,37.71163472101395,37.71163472101395,20.0,0.5315507984266392,1371.84235786278,0.0,720000.0,0.0,4938632.488306009,0.0 
 01/01  09:00:00,93.5,55.0,200.0,948.5308474745341,124.78804348693612,48.22218566765694,48.22218566765694,119.65165013069975,20.89559176832603,104.84686701787368,119.65165013069975,119.65165013069975,20.0,0.5303682551961231,924.8574237806765,0.0,720000.0,0.0,3329486.7256104357,0.0 
 01/01  10:00:00,107.25,198.5,200.0,2242.4778027724807,191.3259661489743,64.082513831252,64.082513831252,269.91735773256019,35.54714547644487,179.9588274615157,269.91735773256019,269.91735773256019,20.0,0.5248006666618474,354.46789554932595,0.0,720000.0,0.0,1276084.4239775735,0.0 
 01/01  11:00:00,83.75,792.75,200.0,7172.736427336566,369.0494836334768,84.86411138004798,84.86411138004798,835.6376803120636,82.6159057782414,424.20850129505097,835.6376803120636,835.6376803120636,24.887896644247236,0.5302093773943122,0.0,176.1689562707891,720000.0,633305.9241682007,0.0,0.0 
 01/01  12:00:00,58.75,934.75,200.0,8231.01252875097,171.20108831545736,85.3382916504244,85.3382916504244,947.486550082446,96.37506166715426,498.2241755673791,947.486550082446,947.486550082446,26.973138966585489,0.5325666961980171,0.0,2635.4792430353229,720000.0,9434869.91917856,0.0,0.0 
 01/01  13:00:00,34.5,938.75,200.0,7948.310668076179,68.30690377704338,68.30690377704338,217.21021667860695,911.7720286689284,90.04695176530123,469.6152536561365,911.7720286689284,911.7720286689284,26.998846172609029,0.5315557254686388,0.0,4664.471274572911,720000.0,16789712.100885415,0.0,0.0 
 01/01  14:00:00,14.5,907.75,200.0,7034.739156981459,47.07108105004127,47.07108105004127,400.19375335154975,808.3229476853978,73.04500262116221,386.308029503095,808.3229476853978,808.3229476853978,26.99984889203421,0.5298050558702121,0.0,5102.154003336046,720000.0,18367429.026377605,0.0,0.0 
 01/01  15:00:00,3.0,787.25,200.0,5284.844488825608,25.236905946291885,25.236905946291885,489.720529700568,614.0365504221156,45.754209237438548,248.51795591968318,614.0365504221156,614.0365504221156,26.999981863532385,0.5301040905660188,0.0,4411.944589702498,720000.0,15882961.791520318,0.0,0.0 
 01/01  16:00:00,3.25,523.0,200.0,2912.841662076279,11.326331362780734,11.326331362780734,407.629459207478,350.86076377264797,17.29136359533488,100.08488480360853,350.86076377264797,350.86076377264797,26.999998446850556,0.5310663796126423,0.0,2935.5894892998237,720000.0,10568118.993509775,0.0,0.0 
 01/01  17:00:00,6.5,39.5,200.0,268.77759844089555,4.157798398130802,4.157798398130802,53.072573581186158,34.85186533936785,1.5189084032195557,8.631816110135056,34.85186533936785,34.85186533936785,26.999999958957838,0.5352657221227698,0.0,790.168072614037,720000.0,2844604.984583645,0.0,0.0 
 01/01  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.857968999240585,0.5355318903066222,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/01  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.114521017041527,0.5348206284406688,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/01  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.655432529584986,0.53258104744523,39.477573658391268,0.0,720000.0,0.0,141725.48248850436,0.0 
 01/01  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000028198189,0.5332203053754154,519.1235658957648,0.0,720000.0,0.0,1868844.4912068104,0.0 
 01/01  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000383278,0.5350604163187499,972.9394131033407,0.0,720000.0,0.0,3502581.88169723,0.0 
 01/01  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000091146,0.5362158132437718,1263.9365598452167,0.0,720000.0,0.0,4550171.615301795,0.0 
 01/01  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000002787,0.5427417815614566,1554.2887166618839,0.0,720000.0,0.0,5595439.379978269,0.0 
 01/02  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000108,0.5469674217207999,1802.446489214468,0.0,720000.0,0.0,6488807.361171901,0.0 
 01/02  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,0.5505027194023346,1997.1734509841525,0.0,720000.0,0.0,7189824.423542939,0.0 
 01/02  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.554095699339655,2170.7125407293294,0.0,720000.0,0.0,7814565.146625586,0.0 
 01/02  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5557426213957055,2295.4047005583909,0.0,720000.0,0.0,8263456.922010208,0.0 
 01/02  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5579699802029094,2401.067123176217,0.0,720000.0,0.0,8643841.643434383,0.0 
 01/02  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5604745306185688,2506.475247953158,0.0,720000.0,0.0,9023310.892631375,0.0 
 01/02  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.561795853350767,2594.1347750411125,0.0,720000.0,0.0,9338885.190148004,0.0 
 01/02  08:00:00,8.75,0.75,200.0,38.14413113037609,5.112347267302916,4.499594616217312,4.499594616217312,4.925548863807381,1.764256107916476,8.824814220222767,4.925548863807381,4.925548863807381,19.999999999999998,0.5620876226435685,2630.6851693195669,0.0,720000.0,0.0,9470466.609550443,0.0 
 01/02  09:00:00,31.25,3.25,200.0,143.58671544510509,18.53931724610141,16.228644688103029,16.228644688103029,18.39303757861272,6.386924602450737,31.95712321357491,18.39303757861272,18.39303757861272,20.0,0.5629833435763723,2609.8836323837815,0.0,720000.0,0.0,9395581.076581615,0.0 
 01/02  10:00:00,51.0,4.0,200.0,232.65284504012866,28.80980263743426,26.661707543980684,26.661707543980684,29.737701506217208,10.465144384721694,52.36565701431211,29.737701506217208,29.737701506217208,20.0,0.5633880170638697,2547.2425711171579,0.0,720000.0,0.0,9170073.256021772,0.0 
 01/02  11:00:00,65.25,4.0,200.0,294.08452584018678,35.53883715914723,34.24483123305551,34.24483123305551,37.61065494278592,13.382235085286459,66.96401571907345,37.61065494278592,37.61065494278592,20.0,0.5633713624060819,2465.8725632778975,0.0,720000.0,0.0,8877141.227800429,0.0 
 01/02  12:00:00,72.0,4.0,200.0,323.3416465561817,38.20913383915337,37.85740144584076,37.85740144584076,41.36179863695522,14.763054975077543,73.88057308216895,41.36179863695522,41.36179863695522,19.999999999999998,0.5651383920416433,2463.7354611193125,0.0,720000.0,0.0,8869447.660029524,0.0 
 01/02  13:00:00,69.75,4.0,200.0,313.8410267348809,36.655291643891889,36.655291643891889,37.269802764697377,40.137562496527738,14.30550372953796,71.6039784945527,40.137562496527738,40.137562496527738,20.0,0.5675026096553943,2522.980258502057,0.0,720000.0,0.0,9082728.930607409,0.0 
 01/02  14:00:00,59.0,4.0,200.0,267.75972828263846,30.91859379048615,30.91859379048615,32.457470508054488,34.21954635818255,12.110095953572213,60.63604433342114,34.21954635818255,34.21954635818255,20.0,0.5680607445328959,2578.894086757503,0.0,720000.0,0.0,9284018.712327011,0.0 
 01/02  15:00:00,41.75,3.75,200.0,192.26750622156187,21.76742519784688,21.76742519784688,23.96669878754855,24.560603052789554,8.567056483141604,42.92144773972274,24.560603052789554,24.560603052789554,20.000000000000005,0.5681071874114092,2644.631942082974,0.0,720000.0,0.0,9520674.991498709,0.0 
 01/02  16:00:00,20.25,2.5,200.0,94.10573070505464,10.471489556509756,10.471489556509756,12.339606016853205,12.062407408202015,4.129096910525265,20.704997477879034,12.062407408202015,12.062407408202015,20.000000000000005,0.5699398760064758,2766.0991509969619,0.0,720000.0,0.0,9957956.943589062,0.0 
 01/02  17:00:00,1.5,0.5,200.0,8.298735678872318,0.8102628127030387,0.8102628127030387,1.2334493904027338,1.0751871971439858,0.30300438235838947,1.5269850140523425,1.0751871971439858,1.0751871971439858,20.0,0.5723786260743324,2940.044877772922,0.0,720000.0,0.0,10584161.559982522,0.0 
 01/02  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5739626703588905,3075.7936982955736,0.0,720000.0,0.0,11072857.313864068,0.0 
 01/02  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,0.5743525152584887,3145.1530788999377,0.0,720000.0,0.0,11322551.084039782,0.0 
 01/02  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5751581716037655,3187.2642856856257,0.0,720000.0,0.0,11474151.428468252,0.0 
 01/02  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,0.5754577888103136,3217.068101787965,0.0,720000.0,0.0,11581445.166436678,0.0 
 01/02  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5764123090814224,3254.178165712342,0.0,720000.0,0.0,11715041.39656443,0.0 
 01/02  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5775761277039542,3298.0031200537507,0.0,720000.0,0.0,11872811.232193508,0.0 
 01/02  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5769445295364679,3310.367579237676,0.0,720000.0,0.0,11917323.285255636,0.0 
 01/03  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999994,0.5775028747286922,3325.367972536084,0.0,720000.0,0.0,11971324.701129903,0.0 
 01/03  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.576920531449994,3321.5411861888026,0.0,720000.0,0.0,11957548.270279693,0.0 
 01/03  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999994,0.5766403998975382,3302.045967404022,0.0,720000.0,0.0,11887365.482654483,0.0 
 01/03  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5774762021987305,3305.6038131389975,0.0,720000.0,0.0,11900173.727300395,0.0 
 01/03  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5787947207966984,3345.004239243166,0.0,720000.0,0.0,12042015.261275396,0.0 
 01/03  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5802124475173951,3406.9205171404757,0.0,720000.0,0.0,12264913.861705713,0.0 
 01/03  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5804985252701896,3451.10532526346,0.0,720000.0,0.0,12423979.170948459,0.0 
 01/03  08:00:00,24.5,8.25,200.0,212.98322947232163,33.23813889812584,12.72388047330857,12.72388047330857,27.4290382182546,5.056676217837098,25.322956422450426,27.4290382182546,27.4290382182546,19.999999999999998,0.5805192939775781,3374.3356483984127,0.0,720000.0,0.0,12147608.334234287,0.0 
 01/03  09:00:00,83.25,27.0,200.0,678.932051270326,89.41710512881848,43.19818671841929,43.19818671841929,86.35147491417493,17.731340722783544,88.83401511971887,86.35147491417493,86.35147491417493,20.0,0.5805171389099308,3074.8188777172415,0.0,720000.0,0.0,11069347.959782072,0.0 
 01/03  10:00:00,110.5,9.0,200.0,571.2194794390291,67.81224523967592,56.639417693175719,56.639417693175719,73.0928378194169,22.697487091724577,113.57272828220227,73.0928378194169,73.0928378194169,20.0,0.5813929727067937,2965.4783056246135,0.0,720000.0,0.0,10675721.900248606,0.0 
 01/03  11:00:00,118.0,235.75,200.0,2776.348882002005,154.5284979592908,74.0520840469583,74.0520840469583,331.02695265363,43.93035222152801,222.7157583993711,331.02695265363,331.02695265363,20.0,0.5835599454922682,2372.4914866826995,0.0,720000.0,0.0,8540969.35205772,0.0 
 01/03  12:00:00,57.75,909.25,200.0,8013.960991025916,167.9860568413659,83.73624034557548,83.73624034557548,922.6174416431999,94.3043215191702,485.19786266101115,922.6174416431999,922.6174416431999,21.260228651803947,0.5827502571371477,194.70655616352088,0.0,720000.0,0.0,700943.6021886751,0.0 
 01/03  13:00:00,54.5,780.0,200.0,6946.506643909721,72.52049227247464,72.52049227247464,196.52723692523,801.7222875419172,80.66012724670562,416.86952885537758,801.7222875419172,801.7222875419172,25.86574679264421,0.58851959390945,0.0,28.783408780347924,720000.0,103263.21316718572,0.0,0.0 
 01/03  14:00:00,92.75,452.0,200.0,4481.542084589933,71.30831796275483,71.30831796275483,285.60381556893858,529.2747662229905,53.7715558182624,277.6423938449313,529.2747662229905,529.2747662229905,26.94758498784366,0.5901878143818388,0.0,117.117321835256,720000.0,419443.46950724438,0.0,0.0 
 01/03  15:00:00,52.0,490.0,200.0,3974.0695415731927,47.98607698836874,47.98607698836874,385.5798560651072,471.35474896209089,38.5357348172909,202.8807729681858,471.35474896209089,471.35474896209089,26.999999129599688,0.5911532760547571,0.0,97.00006003937091,720000.0,349198.78099052116,0.0,0.0 
 01/03  16:00:00,6.5,473.25,200.0,2699.15649184825,13.701052410976775,13.701052410976775,377.4640750365071,325.6145288504447,16.838993134151776,94.34504331485803,325.6145288504447,325.6145288504447,26.067033977078589,0.5915773422122976,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/03  17:00:00,7.0,27.0,200.0,191.37675456296683,4.195975592716901,4.195975592716901,37.04520288344855,24.81405222113787,1.575266175224336,8.457190758826494,24.81405222113787,24.81405222113787,21.708375008966358,0.5835809311904151,38.30082929345039,0.0,720000.0,0.0,137791.7279230308,0.0 
 01/03  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00960864777882,0.58122360658125,1195.7416638997739,0.0,720000.0,0.0,4285298.20463377,0.0 
 01/03  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00010817996184,0.5825802248277172,2312.493970885513,0.0,720000.0,0.0,8324797.624389205,0.0 
 01/03  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000007956889634,0.5829254717539127,2889.697022986587,0.0,720000.0,0.0,10402895.135245463,0.0 
 01/03  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000654067536,0.5810342139276906,3178.8859792389478,0.0,720000.0,0.0,11443988.308687628,0.0 
 01/03  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000005642257,0.5803894076015935,3314.883642755504,0.0,720000.0,0.0,11933581.007042092,0.0 
 01/03  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000500072,0.5803505936812683,3395.821952652932,0.0,720000.0,0.0,12224959.019999482,0.0 
 01/03  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000454436,0.583206561118694,3487.265458457597,0.0,720000.0,0.0,12554155.649575029,0.0 
 01/04  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000042868,0.5861381931591303,3607.4466923558504,0.0,720000.0,0.0,12986808.092398314,0.0 
 01/04  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0000000000042,0.5887555540919877,3723.095948308119,0.0,720000.0,0.0,13403145.413901078,0.0 
 01/04  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000424,0.5874674166080844,3751.7035792922,0.0,720000.0,0.0,13506132.885451103,0.0 
 01/04  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000044,0.5867150948632145,3769.942163266965,0.0,720000.0,0.0,13571791.787760992,0.0 
 01/04  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000008,0.5867332721807923,3777.72322389764,0.0,720000.0,0.0,13599803.606031497,0.0 
 01/04  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5867555160780714,3771.132009385472,0.0,720000.0,0.0,13576075.2337877,0.0 
 01/04  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5867329822557508,3774.8426500040088,0.0,720000.0,0.0,13589433.54001443,0.0 
 01/04  08:00:00,41.75,93.5,200.0,956.576344716691,165.76492823465135,22.400706065349686,22.400706065349686,122.17175370246116,10.126099059591045,51.07683945443814,122.17175370246116,122.17175370246116,20.0,0.5877235479601958,3440.9923212026417,0.0,720000.0,0.0,12387572.356329509,0.0 
 01/04  09:00:00,104.75,417.25,200.0,3550.3534016221176,455.44588819324488,66.89386007393886,66.89386007393886,433.99153175031599,38.643549347204359,195.9349733236985,433.99153175031599,433.99153175031599,20.0,0.5860936795807156,2000.6141669751863,0.0,720000.0,0.0,7202211.001110671,0.0 
 01/04  10:00:00,110.0,643.25,200.0,5714.34087841834,489.7226846175454,85.07702628683816,85.07702628683816,676.9684766188568,65.2928061186739,332.2190580368295,676.9684766188568,676.9684766188568,20.0857155316932,0.5807625019948015,422.05497878057306,0.0,720000.0,0.0,1519397.9236100636,0.0 
 01/04  11:00:00,85.75,940.0,200.0,8292.776594348878,427.0073278415106,94.65969077359745,94.65969077359745,963.5413662143822,95.60734964191082,488.6740915816074,963.5413662143822,963.5413662143822,25.229008043073109,0.5833369253926546,0.0,123.34542744886501,720000.0,442964.3082461875,0.0,0.0 
 01/04  12:00:00,61.25,964.0,200.0,8492.980675591705,177.4948195346792,88.5739762388668,88.5739762388668,977.7072845064604,100.26115869096253,514.4681128027164,977.7072845064604,977.7072845064604,27.0,0.5840291171735808,0.0,1980.6998146235729,720000.0,7130519.332644862,0.0,0.0 
 01/04  13:00:00,37.5,957.5,200.0,8133.722251127252,71.68055339760947,71.68055339760947,223.31808478312093,933.4258327984417,93.25890254845561,481.34641585570457,933.4258327984417,933.4258327984417,27.0,0.5817716574290066,0.0,3351.1737949721766,720000.0,12064225.661899835,0.0,0.0 
 01/04  14:00:00,13.75,917.75,200.0,7102.428376669157,47.33513968527662,47.33513968527662,404.2439697816576,815.9896998491053,74.71415463127862,389.5124511582498,815.9896998491053,815.9896998491053,27.0,0.5756614721264026,0.0,3580.7597943220355,720000.0,12890735.259559326,0.0,0.0 
 01/04  15:00:00,0.75,813.25,200.0,5431.732117352525,24.537330936148729,24.537330936148729,502.5014325036711,630.7063090296238,47.889241914183909,254.48703568078668,630.7063090296238,630.7063090296238,27.0,0.5756138059773606,0.0,2856.553220767168,720000.0,10283591.594761808,0.0,0.0 
 01/04  16:00:00,2.75,540.5,200.0,2995.273722100579,11.494633115308524,11.494633115308524,419.85010979741039,360.81101571433507,18.422310494937248,102.38981820145429,360.81101571433507,360.81101571433507,27.0,0.5789090034526327,0.0,1278.7738221819537,720000.0,4603585.759855033,0.0,0.0 
 01/04  17:00:00,5.5,58.0,200.0,355.0947228981911,4.032131375700996,4.032131375700996,70.99644620374802,46.05165890463074,1.5053837380614517,8.630261630071728,46.05165890463074,46.05165890463074,24.852366042675486,0.5794532703378271,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/04  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.506373422914409,0.5780024781151997,323.96725333012378,0.0,720000.0,0.0,1165324.3855795898,0.0 
 01/04  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000005547036,0.5790725571918625,1627.612838657023,0.0,720000.0,0.0,5859406.137894195,0.0 
 01/04  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000003188768,0.57800614914411,2455.454114353723,0.0,720000.0,0.0,8839634.80640686,0.0 
 01/04  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000233507,0.5787281304650713,2914.87643140217,0.0,720000.0,0.0,10493555.152625421,0.0 
 01/04  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0000000000189,0.5780171687110854,3145.3202517520655,0.0,720000.0,0.0,11323152.90627214,0.0 
 01/04  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000158,0.5768086608840161,3219.347682143419,0.0,720000.0,0.0,11589651.655713316,0.0 
 01/04  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000136,0.5764065580114719,3265.2669417572867,0.0,720000.0,0.0,11754960.99032598,0.0 
 01/05  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000015,0.5745324685932236,3280.9578481823725,0.0,720000.0,0.0,11811448.253456518,0.0 
 01/05  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.574800540826512,3275.145007082176,0.0,720000.0,0.0,11790522.02549583,0.0 
 01/05  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5713981325824676,3233.0874500348197,0.0,720000.0,0.0,11639114.820125353,0.0 
 01/05  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5463038707382373,2640.5366869961378,0.0,720000.0,0.0,9505932.073186098,0.0 
 01/05  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5550056601471058,2517.121384019283,0.0,720000.0,0.0,9061636.98246942,0.0 
 01/05  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5568488186648752,2577.105740043079,0.0,720000.0,0.0,9277580.664155085,0.0 
 01/05  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5582692129954334,2608.449225576862,0.0,720000.0,0.0,9390417.212076705,0.0 
 01/05  08:00:00,43.25,154.5,200.0,1242.925233645084,216.9766313181238,24.543654967378296,24.543654967378296,158.14654150828583,11.58893248314455,58.661729365889758,158.14654150828583,158.14654150828583,20.0,0.5504684496539377,2101.4415484101475,0.0,720000.0,0.0,7565189.574276531,0.0 
 01/05  09:00:00,106.5,663.75,200.0,4961.383603556147,636.3696037040484,75.6914696131623,75.6914696131623,601.7737773245447,49.333918408233277,250.72538698840558,601.7737773245447,601.7737773245447,20.399678127426279,0.5423233085123768,343.90095399345867,0.0,720000.0,0.0,1238043.4343764515,0.0 
 01/05  10:00:00,99.75,808.0,200.0,6785.670668082551,582.8975319822473,87.34193882103814,87.34193882103814,800.3287978402877,73.84797354185747,375.80212339452086,800.3287978402877,800.3287978402877,25.155807281315128,0.5427075346588018,0.0,122.47477101353073,720000.0,440368.7263780167,0.0,0.0 
