Date/Time,Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1:Zone Other Equipment Total Heating Rate [W](Hourly),BLOCK1:ZONE1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),BLOCK1:ZONE1_WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_FLOOR:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_S_WIN_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1_WALL_S_WIN_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),BLOCK1:ZONE1:Zone Mean Air Temperature [C](Hourly:ON),BLOCK1:ZONE1:Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE1:Zone Air System Sensible Heating Rate [W](Hourly),BLOCK1:ZONE1:Zone Air System Sensible Cooling Rate [W](Hourly),Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 01/11  14:00:00,9.75,888.25,200.0,6839.340048111001,44.41025995986236,44.41025995986236,388.4899785933966,785.2640778571979,74.6391612729116,373.3981637784125,785.2640778571979,785.2640778571979,26.999999999989976,0.5208998837855834,0.0,4841.086979374857,720000.0,17427913.125728318,0.0,0.0 
 01/11  15:00:00,0.0,803.75,200.0,5366.207598784067,25.045023640644709,25.045023640644709,497.46774411907338,623.1641615218912,50.090047281289418,250.41684779539498,623.1641615218912,623.1641615218912,26.99999999999877,0.5212513411847164,0.0,4649.629863213838,720000.0,16738667.507567175,0.0,0.0 
 01/11  16:00:00,2.0,580.25,200.0,3194.549503884051,12.498323732516795,12.498323732516795,449.21684989222976,384.92966776733507,21.656174937125678,108.12558167353518,384.92966776733507,384.92966776733507,26.999999999999884,0.5224902512084424,0.0,3421.9175406636916,720000.0,12318903.146389036,0.0,0.0 
 01/11  17:00:00,4.0,95.5,200.0,492.97640013525116,3.643257774107012,3.643257774107012,99.92582317215298,63.951911415486517,1.8389516409723346,9.154137683997414,63.951911415486517,63.951911415486517,26.999999999999994,0.5287448040208345,0.0,1281.1980501435169,720000.0,4612312.980516652,0.0,0.0 
 01/11  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.423888427083896,0.5345679463838314,0.0,18.22402029687328,720000.0,65606.47306874379,0.0,0.0 
 01/11  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.90047999892388,0.5332197964628809,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/11  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.427863039553828,0.5304391594503383,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/11  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06452446590032,0.531992510673039,303.8297328276865,0.0,720000.0,0.0,1090054.5908768592,0.0 
 01/11  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000001127626576,0.5346873648185285,850.0980424041969,0.0,720000.0,0.0,3060351.3287251826,0.0 
 01/11  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000024980026,0.5371288943210892,1212.011317181926,0.0,720000.0,0.0,4363240.704013024,0.0 
 01/11  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000706267,0.5368926255720172,1413.8782444084866,0.0,720000.0,0.0,5089961.678727714,0.0 
 01/12  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000021904,0.5357179526060211,1503.4132379481999,0.0,720000.0,0.0,5412287.656577087,0.0 
 01/12  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000071,0.5364088823922293,1564.1850080920784,0.0,720000.0,0.0,5631066.029130286,0.0 
 01/12  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000003,0.5378052643137776,1628.722799719706,0.0,720000.0,0.0,5863402.078990901,0.0 
 01/12  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5381029871043017,1678.0329774648963,0.0,720000.0,0.0,6040918.718873625,0.0 
 01/12  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5381199774436927,1703.3554993647024,0.0,720000.0,0.0,6132079.797712929,0.0 
 01/12  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5380824545636146,1712.2670489858465,0.0,720000.0,0.0,6164161.376349047,0.0 
 01/12  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5404004309330566,1765.7062093752682,0.0,720000.0,0.0,6356542.3537509669,0.0 
 01/12  08:00:00,55.5,178.25,200.0,1501.7503333248822,269.9199977763726,29.794189837111188,29.794189837111188,191.23110431856689,14.633970894440664,73.28084633961068,191.23110431856689,191.23110431856689,20.0,0.5393818653457592,1334.1285349325268,0.0,720000.0,0.0,4802862.725757096,0.0 
 01/12  09:00:00,118.75,747.25,200.0,5479.476261118858,707.238546187955,83.94402479183944,83.94402479183944,663.9498365379027,56.05886735075454,280.4982766230587,663.9498365379027,663.9498365379027,21.525005557317834,0.5352266522452925,22.76488283974822,0.0,720000.0,0.0,81953.5782230936,0.0 
 01/12  10:00:00,110.0,867.5,200.0,7265.338931161178,626.5539855495175,95.71148439958381,95.71148439958381,856.604832043819,81.37528900136735,406.650381237624,856.604832043819,856.604832043819,26.63142595958999,0.5383724714576044,0.0,719.0365872156142,720000.0,2560490.5817391357,0.0,0.0 
 01/12  11:00:00,88.25,927.0,200.0,8208.33097742071,426.39854877016355,96.49198985656558,96.49198985656558,954.134899608381,97.27607969899613,485.58724079470036,954.134899608381,954.134899608381,26.99978727736917,0.5329978344093613,0.0,3822.9821589334694,720000.0,13762325.377151199,0.0,0.0 
 01/12  12:00:00,61.0,949.75,200.0,8374.472205691523,177.21284179248529,88.98591768452033,88.98591768452033,964.1639939042774,101.78474042951774,507.52632462551267,964.1639939042774,964.1639939042774,26.999971942043986,0.5304448141630386,0.0,5594.030271982347,720000.0,20138448.140156047,0.0,0.0 
 01/12  13:00:00,33.5,947.5,200.0,8014.4677258507749,69.88433056752817,69.88433056752817,218.93049916938129,919.2331442826854,94.93501993979008,472.71921019196136,919.2331442826854,919.2331442826854,26.999995598058825,0.5268544515513627,0.0,6260.963371779206,720000.0,22539458.257082415,0.0,0.0 
 01/12  14:00:00,10.5,907.0,200.0,6991.765606522498,46.02723964553697,46.02723964553697,397.5322650509155,802.8836383250953,76.83505761056697,381.8219676334097,802.8836383250953,802.8836383250953,26.999999304386845,0.5260668682661175,0.0,6052.699041739761,720000.0,21789714.982237404,0.0,0.0 
 01/12  15:00:00,0.0,818.5,200.0,5467.306143780934,25.756850985946323,25.756850985946323,506.72397965278187,634.9185105203847,51.51370197189265,255.09187757232236,634.9185105203847,634.9185105203847,26.9999999030288,0.5244755431891817,0.0,5156.756737177509,720000.0,18564324.039399819,0.0,0.0 
 01/12  16:00:00,0.75,595.25,200.0,3250.2608725079728,11.744319207872696,11.744319207872696,457.86110640232928,391.5839886386232,22.21782354456587,109.11150290930965,391.5839886386232,391.5839886386232,26.999999989957006,0.5261411899949906,0.0,3600.0582097581698,720000.0,12960209.533886765,0.0,0.0 
 01/12  17:00:00,1.5,118.0,200.0,518.4534091601405,2.1085458767895219,2.1085458767895219,106.20321248807547,67.27875708532474,1.655586637727501,7.868463316352825,67.27875708532474,67.27875708532474,26.999999999564467,0.5306441275897149,0.0,1350.8194229721112,720000.0,4862949.92185367,0.0,0.0 
 01/12  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.39144322330396,0.5364499749984386,0.0,24.841098270213317,720000.0,89427.95377231998,0.0,0.0 
 01/12  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.736065736030178,0.5364755599095168,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/12  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.974137455440677,0.5333908286224558,7.699453148359597,0.0,720000.0,0.0,27626.99644737295,0.0 
 01/12  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000002703008,0.5340981116595309,478.61056709606086,0.0,720000.0,0.0,1722998.004569522,0.0 
 01/12  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000323135,0.5361564536272978,950.0455058482453,0.0,720000.0,0.0,3420163.820582194,0.0 
 01/12  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000007718,0.5375927676096391,1269.745199882662,0.0,720000.0,0.0,4571082.71956569,0.0 
 01/12  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000229,0.5379451367562922,1464.0354898504889,0.0,720000.0,0.0,5270527.763461389,0.0 
 01/13  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000008,0.5363838240144707,1534.316486264464,0.0,720000.0,0.0,5523539.350552059,0.0 
 01/13  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5358007390868803,1559.4432439592936,0.0,720000.0,0.0,5613995.678253456,0.0 
 01/13  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5351138018608881,1563.1402009844892,0.0,720000.0,0.0,5627304.723544162,0.0 
 01/13  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5350828937284663,1564.496625534141,0.0,720000.0,0.0,5632187.851922909,0.0 
 01/13  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5350406352736423,1567.7679198980407,0.0,720000.0,0.0,5643964.511632947,0.0 
 01/13  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,0.5349286810978305,1571.3839637573076,0.0,720000.0,0.0,5656982.269526307,0.0 
 01/13  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5356087486288028,1584.167773711452,0.0,720000.0,0.0,5703003.98536123,0.0 
 01/13  08:00:00,55.75,174.5,200.0,1492.2343283876617,269.19115799080898,29.884899349802738,29.884899349802738,190.06674219962449,14.64516091206886,73.15677523849684,190.06674219962449,190.06674219962449,20.0,0.5357257041046398,1179.2414501061103,0.0,720000.0,0.0,4245269.220381998,0.0 
 01/13  09:00:00,117.5,736.5,200.0,5413.787832095119,698.9824347623712,83.2795738540155,83.2795738540155,656.043319905722,55.56758037411106,277.0919601280789,656.043319905722,656.043319905722,21.544623866559989,0.5331824121178415,13.092787501594107,0.0,720000.0,0.0,47134.03500573879,0.0 
 01/13  10:00:00,110.0,862.0,200.0,7223.211764547407,624.0435416645343,95.6140960769937,95.6140960769937,851.7329949950952,81.24332801966114,404.56966730350879,851.7329949950952,851.7329949950952,26.629304592416874,0.5357884132184525,0.0,709.316600199882,720000.0,2525704.3411700569,0.0,0.0 
 01/13  11:00:00,85.25,898.75,200.0,7963.72591322286,413.97851584229718,93.61254133930864,93.61254133930864,925.7755788825957,94.61309429623302,470.4779298537645,925.7755788825957,925.7755788825957,26.999795100075056,0.5307744305712272,0.0,3676.6566085569095,720000.0,13235572.098325784,0.0,0.0 
 01/13  12:00:00,58.75,928.5,200.0,8180.2110727065469,172.5385645147054,86.77027794240044,86.77027794240044,941.6918281592318,99.77821816987862,495.3201167363069,941.6918281592318,941.6918281592318,26.99997396355742,0.5240639791897348,0.0,5412.684228717497,720000.0,19485607.38499598,0.0,0.0 
 01/13  13:00:00,33.5,956.0,200.0,8083.266784414035,70.50349962158906,70.50349962158906,221.1919280007698,927.089729669878,96.2281679013619,476.6086007707354,927.089729669878,927.089729669878,26.999995952414844,0.5198823497797045,0.0,6217.702135063261,720000.0,22383718.673207269,0.0,0.0 
 01/13  14:00:00,10.5,928.75,200.0,7158.966512358738,47.19370743911139,47.19370743911139,406.69445284120317,822.0515260966843,79.19020839431575,390.83910974852827,822.0515260966843,822.0515260966843,26.999999346838928,0.5181095866039346,0.0,6206.375331986471,720000.0,22342949.72538714,0.0,0.0 
 01/13  15:00:00,0.0,817.0,200.0,5460.470699113264,25.973389118459879,25.973389118459879,505.84555284221008,634.1314694002978,51.94677823691976,254.75994959546976,634.1314694002978,634.1314694002978,26.999999905050119,0.5172641114383401,0.0,5370.894790415738,720000.0,19335221.034919908,0.0,0.0 
 01/13  16:00:00,1.25,578.25,200.0,3169.791308106296,12.09633620550321,12.09633620550321,446.16275909103157,381.92626841964616,22.08980342667128,106.72274649127826,381.92626841964616,381.92626841964616,26.999999989689174,0.5205523021573721,0.0,3734.0748434084728,720000.0,13442669.414371804,0.0,0.0 
 01/13  17:00:00,2.5,106.5,200.0,491.2746387406872,2.977852577603708,2.977852577603708,100.04848644012921,63.74521814984836,1.7896260839297454,8.247807993148948,63.74521814984836,63.74521814984836,26.999999999533583,0.5289126659408304,0.0,1392.9554159336308,720000.0,5014639.49645366,0.0,0.0 
 01/13  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.686023729701075,0.5309522968443159,0.0,78.96448100995946,720000.0,284272.13163431329,0.0,0.0 
 01/13  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.737969753056868,0.5287158292056764,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/13  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.404743523673447,0.5282066875451819,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/13  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39746793566829,0.5280178686572676,71.6517766352097,0.0,720000.0,0.0,255224.50155513106,0.0 
 01/13  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000005300778775,0.5295665862775987,503.00407600052167,0.0,720000.0,0.0,1810808.4501601053,0.0 
 01/13  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000063803289,0.5288700687379624,820.6143138231569,0.0,720000.0,0.0,2954211.4437382977,0.0 
 01/13  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000103956,0.5261408423323375,937.1199094110274,0.0,720000.0,0.0,3373631.672311387,0.0 
 01/14  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000001871,0.5292235541393486,1073.33874824683,0.0,720000.0,0.0,3864019.4936595538,0.0 
 01/14  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000424,0.5322310735574356,1229.9740114533025,0.0,720000.0,0.0,4427906.441231216,0.0 
 01/14  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000001,0.5342847678561798,1364.1961519747527,0.0,720000.0,0.0,4911106.147109091,0.0 
 01/14  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5347796725290572,1439.37294723602,0.0,720000.0,0.0,5181742.610049672,0.0 
 01/14  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5357566202778037,1490.9074754940753,0.0,720000.0,0.0,5367266.911778671,0.0 
 01/14  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5361598118840394,1532.8821887369118,0.0,720000.0,0.0,5518375.879452883,0.0 
 01/14  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,0.5381910955193785,1597.022812581065,0.0,720000.0,0.0,5749282.125291835,0.0 
 01/14  08:00:00,28.5,2.5,200.0,172.2310549512926,26.310468056641935,14.406337548650399,14.406337548650399,22.256216014770759,5.750638673341999,28.749380734075886,22.256216014770759,22.256216014770759,20.0,0.5389333037507605,1580.2938855016874,0.0,720000.0,0.0,5689057.987806074,0.0 
 01/14  09:00:00,84.75,12.25,200.0,495.0315195849222,64.96836734370308,43.00053449715291,43.00053449715291,63.33244736551509,17.498472970327826,87.4623515109953,63.33244736551509,63.33244736551509,20.0,0.5382011466964944,1367.9215458919646,0.0,720000.0,0.0,4924517.5652110739,0.0 
 01/14  10:00:00,132.0,20.75,200.0,782.7357198707957,89.73908594762783,67.10591157228115,67.10591157228115,99.33119349813504,27.841684779490575,139.13169738761253,99.33119349813504,99.33119349813504,20.0,0.5368292078037931,1079.6582549513094,0.0,720000.0,0.0,3886769.7178247135,0.0 
 01/14  11:00:00,174.0,53.0,200.0,1350.8361736589725,117.25613586181889,89.16378323809183,89.16378323809183,168.60061950323473,39.485060138579957,197.15080017551794,168.60061950323473,168.60061950323473,20.0,0.5355102057485319,722.0931391512613,0.0,720000.0,0.0,2599535.300944541,0.0 
 01/14  12:00:00,200.75,207.0,200.0,3198.9167473385475,134.42266995324847,110.430018668653,110.430018668653,387.941367995636,59.94484717000425,298.39308571406527,387.941367995636,387.941367995636,20.352439622716575,0.5347014885980542,138.23905150258728,0.0,720000.0,0.0,497660.58540931399,0.0 
 01/14  13:00:00,157.0,351.75,200.0,4244.506005001713,98.85581801826544,98.85581801826544,164.8789184732612,505.4772213694996,64.64614803142215,320.60897138313956,505.4772213694996,505.4772213694996,23.691770799751155,0.5388994115462791,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/14  14:00:00,178.75,124.25,200.0,2201.5132878546776,95.49288936546815,95.49288936546815,176.45448137988019,271.01965476662078,46.14351518550066,229.6617019065214,271.01965476662078,271.01965476662078,25.131790680587124,0.5402816057381268,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/14  15:00:00,130.25,101.5,200.0,1614.5353676661776,70.7112322133936,70.7112322133936,172.2216298252044,199.97105697615099,32.58894380950096,162.00867721450903,199.97105697615099,199.97105697615099,25.17634126801714,0.5419128996790044,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/14  16:00:00,68.0,58.0,200.0,783.1075020878604,37.1808721248269,37.1808721248269,107.82741294922789,98.46160642202871,15.87150881564937,78.79917281307039,98.46160642202871,98.46160642202871,23.964938186898185,0.5395870337619981,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/14  17:00:00,7.0,2.0,200.0,36.13060637428948,3.621177247389485,3.621177247389485,5.313923558188267,4.680874785153273,1.4254842382184395,7.10794005620937,4.680874785153273,4.680874785153273,21.547199363540373,0.5365057777571753,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/14  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.055230390559893,0.5368977982175103,321.2554479670441,0.0,720000.0,0.0,1152550.554884513,0.0 
 01/14  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000001275795257,0.5395562814200268,908.3954048032169,0.0,720000.0,0.0,3270221.6323689755,0.0 
 01/14  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000032775014,0.5436481771771942,1349.2595988404306,0.0,720000.0,0.0,4857334.505898066,0.0 
 01/14  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000001147187,0.5476689349233521,1681.7055998544223,0.0,720000.0,0.0,6054140.157591703,0.0 
 01/14  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000048148,0.5492708830440636,1892.6904969993794,0.0,720000.0,0.0,6813685.789115613,0.0 
 01/14  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000002204,0.549414864838359,2006.2963553872283,0.0,720000.0,0.0,7222666.879390182,0.0 
 01/14  24:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000108,0.5493240255027243,2064.6478459498409,0.0,720000.0,0.0,7432732.245419244,0.0 
 01/15  01:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000008,0.5493295501203367,2094.329901869496,0.0,720000.0,0.0,7539587.646730177,0.0 
 01/15  02:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5493275285660615,2109.117713579685,0.0,720000.0,0.0,7592823.768886865,0.0 
 01/15  03:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5502616172220578,2133.8966321876589,0.0,720000.0,0.0,7682027.875875573,0.0 
 01/15  04:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5513013427882849,2188.6719096007,0.0,720000.0,0.0,7879218.8745625209,0.0 
 01/15  05:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5544387149148622,2291.9892364002578,0.0,720000.0,0.0,8251161.251040928,0.0 
 01/15  06:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5580446036500963,2423.302787184629,0.0,720000.0,0.0,8723890.033864666,0.0 
 01/15  07:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5588577645229675,2507.9790554896865,0.0,720000.0,0.0,9028724.599762872,0.0 
 01/15  08:00:00,59.25,177.25,200.0,1554.3135650008324,283.3262516759433,31.3260042219094,31.3260042219094,198.0553689141628,15.484260079675965,76.93109404598032,198.0553689141628,198.0553689141628,20.0,0.5625713014597121,2107.654637376294,0.0,720000.0,0.0,7587556.694554659,0.0 
 01/15  09:00:00,120.25,751.75,200.0,5511.628972209128,712.2741059545629,85.2841419836789,85.2841419836789,667.7403277728212,57.24368866917785,283.2706843796078,667.7403277728212,667.7403277728212,20.407562110674748,0.558496601731477,373.46813857239177,0.0,720000.0,0.0,1344485.29886061,0.0 
 01/15  10:00:00,116.0,897.5,200.0,7509.895062152305,649.2688895734434,100.45799825522318,100.45799825522318,885.3652302211276,85.57492660787617,422.89280884496488,885.3652302211276,885.3652302211276,25.353936798851764,0.5599898612509697,0.0,202.90124569819626,720000.0,730155.3866143602,0.0,0.0 
 01/15  11:00:00,94.75,954.75,200.0,8474.249417794452,442.6142500141858,102.02892155000716,102.02892155000716,985.3217323076325,102.17249635033109,503.9415505209562,985.3217323076325,985.3217323076325,26.983309472516639,0.5593322897701327,0.0,2556.4307573743637,720000.0,9167891.505033877,0.0,0.0 
 01/15  12:00:00,69.75,968.75,200.0,8613.67363199528,186.68674279612606,95.89186923489396,95.89186923489396,992.7343312281595,106.76353646917763,525.2001857052173,992.7343312281595,992.7343312281595,26.999375077064138,0.5577712752653689,0.0,4478.893309984796,720000.0,16122715.595760879,0.0,0.0 
 01/15  13:00:00,41.75,964.5,200.0,8241.401324624838,77.11607233060014,77.11607233060014,229.69100956834536,946.4983686831058,99.76490021137741,488.8176565032562,946.4983686831058,946.4983686831058,26.999921443515988,0.5575842863605103,0.0,5061.449951678629,720000.0,18221049.232129396,0.0,0.0 
 01/15  14:00:00,10.5,936.5,200.0,7219.867632789254,48.047871815968949,48.047871815968949,410.84989787849215,829.0921732398285,80.94520389508156,393.8781025082193,829.0921732398285,829.0921732398285,26.999990176153326,0.5575698680530716,0.0,4809.009145688595,720000.0,17312411.555855745,0.0,0.0 
 01/15  15:00:00,0.0,845.25,200.0,5652.99002860306,27.403748279607158,27.403748279607158,523.9436016867991,656.5510417286791,54.80749655921432,263.52148146936409,656.5510417286791,656.5510417286791,26.99999896947565,0.5592441858439982,0.0,3844.1192597721158,720000.0,13838827.15197492,0.0,0.0 
 01/15  16:00:00,0.5,612.5,200.0,3341.272567011486,12.387264832445919,12.387264832445919,471.13373838357486,402.61227470687376,23.928083126356098,111.74635271197897,402.61227470687376,402.61227470687376,26.99999993517234,0.5614253452997793,0.0,2205.7140663218194,720000.0,7940570.50638417,0.0,0.0 
 01/15  17:00:00,1.0,131.5,200.0,564.9032859275982,1.8434431084102155,1.8434431084102155,116.0174993149006,73.31010932679762,1.9603244257839963,8.097058695766073,73.31010932679762,73.31010932679762,26.477347548167495,0.5627028588228874,0.0,283.8784160119413,720000.0,1021962.2964531053,0.0,0.0 
 01/15  18:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.987411608422208,0.5580928114530409,0.0,0.0,720000.0,0.0,0.0,0.0 
 01/15  19:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16076025183212,0.5553644328263463,374.4595822507671,0.0,720000.0,0.0,1338863.1564009104,0.0 
 01/15  20:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00015014107658,0.5605575117670734,1398.0428301763064,0.0,720000.0,0.0,5032723.597423209,0.0 
 01/15  21:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000006757625266,0.5611628876675598,2001.274758431695,0.0,720000.0,0.0,7204578.162996974,0.0 
 01/15  22:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000371164906,0.5598420561663062,2298.2903563630918,0.0,720000.0,0.0,8273844.633901001,0.0 
 01/15  23:00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000022067199,0.5595129828213667,2457.1936161603964,0.0,720000.0,0.0,8845896.978558962,0.0 
