Date/Time,SOUTH WALL OVERHANG:Surface Outside Face Sunlit Area [m2](Hourly),SOUTH WALL OVERHANG:Surface Outside Face Sunlit Fraction [](Hourly),SOUTH WALL OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-SOUTH WALL OVERHANG:Surface Outside Face Sunlit Area [m2](Hourly),Mir-SOUTH WALL OVERHANG:Surface Outside Face Sunlit Fraction [](Hourly),Mir-SOUTH WALL OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5983986.047023047,0.0 
 01/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5813774.706734718,0.0 
 01/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5799913.709631891,0.0 
 01/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5805022.9870508019,0.0 
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5809321.946714278,0.0 
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5795935.585936787,0.0 
 01/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5453258.305058336,0.0 
 01/01  08:00:00,0.0,0.0,0.0,6.0,0.75,21.28967788716912,0.0,0.0,10.47787655404598,12.150000000000003,0.75,34.96870340881286,6.686821809237501,0.6965439384622396,22.538969283461605,0.0,0.0,10.47787655404598,36.0,0.75,21.28967788716912,4.5,0.75,26.123403388206904,101.85715562911897,29.431577222826513,72.42557840629246,366685.7602648283,105953.67800217544,260732.08226265288,4.5,0.75,26.123403377540073,101.85715558792366,29.431577222826513,72.42557836509715,366685.76011652519,105953.67800217544,260732.08211434974,20.0,4959834.588771591,0.0 
 01/01  09:00:00,0.0,0.0,0.0,8.0,1.0,96.95523105932236,0.0,0.0,44.793975807424249,16.200000000000004,1.0,121.41203021419807,7.494400133800001,0.7806666806041667,85.44519952243062,0.0,0.0,44.793975807424249,48.0,1.0,96.95523105932236,6.0,1.0,107.925120338973,428.77009260707339,150.75308141246576,278.0170111946076,1543572.3333854643,542711.0930848767,1000861.2403005875,6.0,1.0,107.92512029477789,428.7700924363917,150.75308141246576,278.017011023926,1543572.3327710103,542711.0930848767,1000861.2396861335,20.0,3523126.344750557,0.0 
 01/01  10:00:00,0.0,0.0,0.0,8.0,1.0,160.78952649948583,0.0,0.0,61.965361361569247,16.200000000000004,1.0,170.09457502782943,6.470635641000002,0.6740245459375,156.9012334758694,0.0,0.0,61.965361361569247,48.0,1.0,160.78952649948583,6.0,1.0,224.7239748828171,931.5843767460967,543.9586151595722,387.6257615865245,3353703.7562859479,1958251.0145744598,1395452.7417114883,6.0,1.0,224.72397483286916,931.5843765531977,543.9586151595722,387.6257613936255,3353703.7555915119,1958251.0145744598,1395452.7410170518,20.0,1862216.2121848809,0.0 
 01/01  11:00:00,0.0,0.0,0.0,8.0,1.0,387.31353899532987,0.0,0.0,83.91926025643756,16.200000000000004,1.0,357.2042066410488,5.864970751112501,0.6109344532408855,504.12369044883408,0.0,0.0,83.91926025643756,48.0,1.0,387.31353899532987,6.0,1.0,789.1987298500653,3395.0647223917496,2762.024208186727,633.040514205023,12222233.0006103,9943287.149472218,2278945.851138083,6.0,1.0,789.198729823503,3395.0647222891659,2762.024208186727,633.040514102439,12222233.000240997,9943287.149472218,2278945.850768781,23.80180685174681,0.0,307964.14897561378 
 01/01  12:00:00,0.0,0.0,0.0,8.0,1.0,477.27341316434549,0.0,0.0,85.35121578415792,16.200000000000004,1.0,184.04226536728127,5.611495763437501,0.5845308086914063,581.8128041866462,0.0,0.0,85.35121578415792,48.0,1.0,477.27341316434549,5.97372,0.9956200000000001,944.4242787918311,4115.616432306564,3606.936707989553,508.67972431701107,14816219.15630363,12984972.14876239,1831247.0075412398,5.97372,0.9956200000000001,944.4242787709804,4115.616432226039,3606.936707989553,508.67972423648618,14816219.156013743,12984972.14876239,1831247.0072513505,26.9953859311763,0.0,9186864.924670998 
 01/01  13:00:00,0.0,0.0,0.0,8.0,1.0,456.3795957600951,0.0,0.0,70.6686357813885,0.0,0.0,70.6686357813885,5.629591627987501,0.5864157945820312,565.9447238797948,16.200000000000004,1.0,204.65765628609533,48.0,1.0,456.3795957600951,5.9799675,0.99666125,921.2560639551334,4031.573111484273,3658.522403749827,373.05070773444586,14513663.201343382,13170680.653499376,1342982.547844005,5.9799675,0.99666125,921.2560639419139,4031.5731114332186,3658.522403749827,373.0507076833916,14513663.201159586,13170680.653499376,1342982.5476602098,26.999993891235826,0.0,16535418.511357055 
 01/01  14:00:00,0.0,0.0,0.0,8.0,1.0,378.6222976521789,0.0,0.0,49.90819747636143,0.0,0.0,49.90819747636143,5.938256542637502,0.618568389858073,529.5611187410725,16.200000000000004,1.0,391.23893443145007,48.0,1.0,378.6222976521789,6.0,1.0,830.0981625059088,3626.25508864017,3385.81514356048,240.4399450796903,13054518.319104614,12188934.516817727,865583.8022868851,6.0,1.0,830.0981624999503,3626.255088617158,3385.81514356048,240.43994505667829,13054518.319021769,12188934.516817727,865583.8022040417,26.99999992962825,0.0,18415240.270734129 
 01/01  15:00:00,0.0,0.0,0.0,8.0,1.0,246.3125574545871,0.0,0.0,27.82905689339292,0.0,0.0,27.82905689339292,6.599127536850001,0.6874091184218751,448.64840425237056,16.200000000000004,1.0,489.2005116043913,48.0,1.0,246.3125574545871,6.0,1.0,642.815215950377,2772.8096250245387,2652.134583894543,120.67504112999532,9982114.65008834,9547684.502020356,434430.1480679832,6.0,1.0,642.815215948869,2772.8096250187147,2652.134583894543,120.67504112417135,9982114.650067375,9547684.502020356,434430.1480470168,26.99999999916936,0.0,16223299.758767706 
 01/01  16:00:00,0.0,0.0,0.0,8.0,1.0,103.15812776007532,0.0,0.0,12.540144485157799,0.0,0.0,12.540144485157799,7.707108413637502,0.8028237930872397,311.6107714267877,16.200000000000004,1.0,433.6234424380048,48.0,1.0,103.15812776007532,6.0,1.0,390.63653841795897,1627.0522355851509,1563.7428784398454,63.309357145305529,5857388.048106543,5629474.362383444,227913.68572309993,6.0,1.0,390.63653841689668,1627.052235581048,1563.7428784398454,63.30935714120285,5857388.048091774,5629474.362383444,227913.68570833026,26.99999999999398,0.0,11189499.315256006 
 01/01  17:00:00,0.0,0.0,0.0,4.0,0.5,10.185882741086554,0.0,0.0,4.365064676294259,0.0,0.0,4.365064676294259,4.483388246925,0.4670196090546874,53.24380861855252,8.100000000000002,0.5,84.55450249589438,24.0,0.5,10.185882741086554,3.0,0.5,58.02220237157452,227.30860656679699,168.41517677147037,58.893429795326657,818310.9836404692,606294.6363772933,212016.34726317595,3.0,0.5,58.02220236933607,227.30860655815213,168.41517677147037,58.89342978668175,818310.9836093476,606294.6363772933,212016.3472320543,26.99999999999999,0.0,3331296.246645651 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86451516579777,0.0,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89588459337713,0.0,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.405899917575025,334179.15014615908,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000264926756,2307761.3222661495,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000001188,3722474.3719947796,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4680885.720619965,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5596469.865418055,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6515316.4727696529,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7189483.29790786,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7792994.604675188,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8248203.738353122,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8601045.902327322,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8965800.266243086,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,9281810.4595647,0.0 
 01/02  08:00:00,0.0,0.0,0.0,6.0,0.75,6.608246470101442,0.0,0.0,3.3726307274917048,12.150000000000003,0.75,3.829830057031921,6.687931373087501,0.696659518029948,2.4553238242618957,0.0,0.0,3.3726307274917048,36.0,0.75,6.608246470101442,4.5,0.75,3.0553294408247755,11.840522117057092,1.2924295692909349,10.548092547766157,42625.87962140553,4652.746449447366,37973.133171958165,4.5,0.75,3.055329437067864,11.840522102547894,1.2924295692909349,10.54809253325696,42625.87956917242,4652.746449447366,37973.133119725055,20.0,9442596.43356743,0.0 
 01/02  09:00:00,0.0,0.0,0.0,8.0,1.0,29.08783526432979,0.0,0.0,14.785904403523654,16.200000000000004,1.0,16.92079151725587,7.489798259637501,0.7801873187122397,11.0878296439857,0.0,0.0,14.785904403523654,48.0,1.0,29.08783526432979,6.0,1.0,14.014969954735362,54.81840035292099,8.472583439735188,46.34581691318581,197346.24127051558,30501.300383046677,166844.9408874689,6.0,1.0,14.014969938419633,54.81840028990963,8.472583439735188,46.345816850174447,197346.24104367468,30501.300383046677,166844.940660628,20.0,9404881.54750901,0.0 
 01/02  10:00:00,0.0,0.0,0.0,8.0,1.0,49.94112909948026,0.0,0.0,25.435861081416264,16.200000000000004,1.0,27.57834168876662,6.4622275348625008,0.673148701548177,18.483137502019539,0.0,0.0,25.435861081416264,48.0,1.0,49.94112909948026,6.0,1.0,23.722514911533108,93.10397280638193,13.247896181567495,79.85607662481442,335174.3021029749,47692.42625364298,287481.87584933199,6.0,1.0,23.722514883660403,93.1039726987375,13.247896181567495,79.85607651717001,335174.30171545498,47692.42625364298,287481.875461812,20.0,9252168.386526902,0.0 
 01/02  11:00:00,0.0,0.0,0.0,8.0,1.0,65.31489918499227,0.0,0.0,33.41140331419004,16.200000000000004,1.0,34.753558686043607,5.854056117275001,0.6097975122161459,23.684969366530188,0.0,0.0,33.41140331419004,48.0,1.0,65.31489918499227,6.0,1.0,30.574761161653656,119.95326886280523,14.957515599089945,104.99575326371529,431831.76790609888,53847.0561567238,377984.71174937507,6.0,1.0,30.574761125193729,119.95326872199695,14.957515599089945,104.995753122907,431831.76739918909,53847.0561567238,377984.7112424652,20.0,9008800.090943339,0.0 
 01/02  12:00:00,0.0,0.0,0.0,8.0,1.0,73.24241099810065,0.0,0.0,37.556505001200509,16.200000000000004,1.0,37.968327883744979,5.608731841187502,0.584242900123698,26.383814260168934,0.0,0.0,37.556505001200509,48.0,1.0,73.24241099810065,5.96856,0.99476,34.09152320887773,133.68617805281367,15.607355045905056,118.07882300690858,481270.2409901291,56186.478165258195,425083.7628248709,5.96856,0.99476,34.09152316798106,133.6861778948707,15.607355045905056,118.07882284896563,481270.2404215345,56186.478165258195,425083.76225627629,20.0,8989634.583101102,0.0 
 01/02  13:00:00,0.0,0.0,0.0,8.0,1.0,72.10377341080339,0.0,0.0,36.95679200635735,0.0,0.0,36.95679200635735,5.622884558875002,0.5857171415494793,25.99253922497386,16.200000000000004,1.0,37.503366661997898,48.0,1.0,72.10377341080339,5.9752875,0.99588125,33.59440064423235,131.75661319324673,15.569240010626676,116.18737318262005,474323.80749568829,56049.264038256035,418274.5434574322,5.9752875,0.99588125,33.594400603979739,131.75661303779106,15.569240010626676,116.18737302716439,474323.8069360478,56049.264038256035,418274.5428977918,20.0,9220842.217309714,0.0 
 01/02  14:00:00,0.0,0.0,0.0,8.0,1.0,62.14991580213761,0.0,0.0,31.751424147839715,0.0,0.0,31.751424147839715,5.920072735750001,0.6166742433072916,22.609767996440657,16.200000000000004,1.0,33.2191481821407,48.0,1.0,62.14991580213761,6.0,1.0,29.186943245651777,114.55523594870633,14.790765248834504,99.76447069987182,412398.8494153428,53246.75489580421,359152.0945195386,6.0,1.0,29.18694321098085,114.55523581480716,14.790765248834504,99.76447056597267,412398.8489333058,53246.75489580421,359152.0940375016,20.0,9434201.777229503,0.0 
 01/02  15:00:00,0.0,0.0,0.0,8.0,1.0,45.21952162125167,0.0,0.0,22.991498656203679,0.0,0.0,22.991498656203679,6.577963064212501,0.6852044858554688,16.833719161688675,16.200000000000004,1.0,25.162845795856314,48.0,1.0,45.21952162125167,6.0,1.0,21.586246093886385,84.74334429752529,12.58166023126688,72.1616840662584,305076.039471091,45293.97683256077,259782.06263853026,6.0,1.0,21.586246068661408,84.74334420010639,12.58166023126688,72.16168396883951,305076.03912038306,45293.97683256077,259782.06228782226,20.0,9628662.355110536,0.0 
 01/02  16:00:00,0.0,0.0,0.0,8.0,1.0,23.474428876854608,0.0,0.0,11.90837822592866,0.0,0.0,11.90837822592866,7.681499757787501,0.8001562247695313,9.064255129635157,16.200000000000004,1.0,13.874210787721602,48.0,1.0,23.474428876854608,6.0,1.0,11.421736174274555,44.66245410954264,7.353650538085659,37.308803571456987,160784.8347943535,26473.14193710837,134311.69285724514,6.0,1.0,11.421736161107477,44.66245405869136,7.353650538085659,37.3088035206057,160784.8346112889,26473.14193710837,134311.69267418056,20.0,9980743.217842706,0.0 
 01/02  17:00:00,0.0,0.0,0.0,4.0,0.5,2.97198948942724,0.0,0.0,1.5280669908331955,0.0,0.0,1.5280669908331955,4.4681558392875,0.4654328999257812,1.305895037967936,8.100000000000002,0.5,2.046755563473768,24.0,0.5,2.97198948942724,3.0,0.5,1.5874636272981544,6.151766492308121,1.3591371142083096,4.792629378099812,22146.359372309234,4892.893611149914,17253.46576115932,3.0,0.5,1.5874636256164892,6.151766485813528,1.3591371142083096,4.792629371605218,22146.3593489287,4892.893611149914,17253.465737778788,20.0,10537466.058686993,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,11020280.814954849,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11268301.18909042,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11401424.34454656,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,11501116.380805895,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11615481.7215385,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11769832.08853277,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11838133.093977495,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11905519.012250327,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11916552.948987384,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11823525.099328068,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11787489.97700189,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11912922.533213634,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12128301.11637037,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12309433.399897876,0.0 
