Date/Time,SOUTH WALL OVERHANG:Surface Outside Face Sunlit Area [m2](Hourly),SOUTH WALL OVERHANG:Surface Outside Face Sunlit Fraction [](Hourly),SOUTH WALL OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-SOUTH WALL OVERHANG:Surface Outside Face Sunlit Area [m2](Hourly),Mir-SOUTH WALL OVERHANG:Surface Outside Face Sunlit Fraction [](Hourly),Mir-SOUTH WALL OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/26  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4863405.191945327,0.0 
 01/26  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5222844.787902995,0.0 
 01/26  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5353841.4931192169,0.0 
 01/26  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5378898.577264709,0.0 
 01/26  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5447896.279042717,0.0 
 01/26  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5537570.3280811109,0.0 
 01/26  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5619233.518261205,0.0 
 01/26  08:00:00,0.0,0.0,0.0,6.0,0.75,12.24883263064019,0.0,0.0,6.292503951508694,12.150000000000003,0.75,6.771475431740283,6.344040058400002,0.6608375060833335,4.2893097777715269,0.0,0.0,6.292503951508694,36.0,0.75,12.24883263064019,4.5,0.75,5.389394662868426,20.78884497711874,1.08736905349005,19.70147592362869,74839.84191762746,3914.5285925641799,70925.31332506328,4.5,0.75,5.389394655891305,20.788844950173094,1.08736905349005,19.701475896683044,74839.84182062312,3914.5285925641799,70925.31322805895,20.0,5662130.965826418,0.0 
 01/26  09:00:00,0.0,0.0,0.0,8.0,1.0,38.43930470683797,0.0,0.0,19.637738759431124,16.200000000000004,1.0,21.897778415218118,6.906475932250001,0.7194245762760416,13.975291986007712,0.0,0.0,19.637738759431124,48.0,1.0,38.43930470683797,6.0,1.0,17.78575049577445,69.09262894685409,7.500482240483942,61.59214670637015,248733.46420867474,27001.736065742192,221731.72814293253,6.0,1.0,17.78575047416327,69.09262886339167,7.500482240483942,61.59214662290773,248733.46390821,27001.736065742192,221731.72784246779,20.0,5611635.024771534,0.0 
 01/26  10:00:00,0.0,0.0,0.0,8.0,1.0,61.16947275535122,0.0,0.0,31.296392934812255,16.200000000000004,1.0,33.60945034794487,5.882390015600001,0.6127489599583333,21.97668643723111,0.0,0.0,31.296392934812255,48.0,1.0,61.16947275535122,5.9664975,0.99441625,28.279939996015153,110.41385502419587,12.100025701395279,98.3138293228006,397489.87808710525,43560.09252502301,353929.78556208216,5.9685858404625,0.9947643067437499,28.280981536777447,110.41835707161633,12.10452788091849,98.31382919069782,397506.0854578187,43576.30037130656,353929.7850865122,20.0,5458139.682928262,0.0 
 01/26  11:00:00,0.0,0.0,0.0,8.0,1.0,77.54511334026535,0.0,0.0,39.79608769854851,16.200000000000004,1.0,41.36501788041107,5.592918178075001,0.5825956435494792,27.73384143879867,0.0,0.0,39.79608769854851,48.0,1.0,77.54511334026535,5.7894,0.9649,35.64709283630249,139.34824088414329,14.200760991532383,125.14747989261089,501653.66718291587,51122.739569516576,450530.9276133992,5.790262005975,0.9650436676624999,35.64753959172444,139.35018691329268,14.202707187882974,125.14747972540971,501660.6728878536,51129.745876378714,450530.92701147499,20.0,5177289.789066612,0.0 
 01/26  12:00:00,0.0,0.0,0.0,8.0,1.0,85.956627697193,0.0,0.0,44.04933669260251,16.200000000000004,1.0,44.73968918423444,5.4441114537500019,0.5670949430989585,30.93445509246695,0.0,0.0,44.04933669260251,48.0,1.0,85.956627697193,5.6907675,0.94846125,39.85522680178195,156.10921005142604,17.484605318936084,138.62460473248997,561993.1561851337,62944.5791481699,499048.57703696386,5.6907675,0.94846125,39.855226754015507,156.10920986695198,17.484605318936084,138.6246045480159,561993.155521027,62944.5791481699,499048.5763728572,20.0,4835343.021196379,0.0 
 01/26  13:00:00,0.0,0.0,0.0,8.0,1.0,144.01485347371313,0.0,0.0,50.31098470466128,0.0,0.0,50.31098470466128,5.427126309425,0.5653256572317706,112.25963321176516,16.200000000000004,1.0,77.68509522780971,48.0,1.0,144.01485347371313,5.6843699999999999,0.947395,169.46244673809188,708.7590751467353,434.9718894298886,273.7871857168467,2551532.670528247,1565898.8019475989,985633.868580648,5.6843699999999999,0.947395,169.4624467011485,708.7590750040599,434.9718894298886,273.7871855741713,2551532.6700146158,1565898.8019475989,985633.8680670168,20.0,3831861.087691156,0.0 
 01/26  14:00:00,0.0,0.0,0.0,8.0,1.0,351.05406082937159,0.0,0.0,68.04636348481977,0.0,0.0,68.04636348481977,5.568013409537501,0.5800013968268231,383.04996591753567,16.200000000000004,1.0,309.3723206110268,48.0,1.0,351.05406082937159,5.7689074578375,0.96148457630625,601.3002189143851,2578.041076837716,2144.258605434097,433.78247140361909,9280947.876615778,7719330.979562749,1561616.8970530288,5.76864,0.96144,601.2737592413953,2577.926086417239,2144.1477929390296,433.77829347820957,9280533.91110206,7718932.054580505,1561601.8565215546,21.389145051075148,179205.4784495089,0.0 
 01/26  15:00:00,0.0,0.0,0.0,8.0,1.0,295.27273149448765,0.0,0.0,32.69447883607546,0.0,0.0,32.69447883607546,5.803389818375002,0.6045197727473959,375.97302522609,16.200000000000004,1.0,465.62078631082,48.0,1.0,295.27273149448765,5.9499628582,0.9916604763666667,597.3396764670515,2555.7710817214558,2418.688139449501,137.08294227195467,9200775.894197239,8707277.302018203,493498.59217903678,5.9474175,0.99123625,597.0849832232206,2554.6692032861158,2417.5953952378056,137.0738080483104,9196809.131830018,8703343.4228561,493465.70897391749,26.339298038653106,0.0,897979.1927553889 
 01/26  16:00:00,0.0,0.0,0.0,8.0,1.0,153.86060474244725,0.0,0.0,15.386122735338012,0.0,0.0,15.386122735338012,6.710423445987502,0.6990024422903647,283.7519810602516,16.200000000000004,1.0,466.40654419631559,48.0,1.0,153.86060474244725,6.0,1.0,402.75552913249347,1655.683277815836,1596.2620529878873,59.4212248279486,5960459.80013701,5746543.390756395,213916.40938061497,6.0,1.0,402.75552913249347,1655.683277815836,1596.2620529878873,59.4212248279486,5960459.80013701,5746543.390756395,213916.40938061497,26.99997970890007,0.0,3360655.391670034 
 01/26  17:00:00,0.0,0.0,0.0,8.0,1.0,31.420823730351793,0.0,0.0,3.1421137199976796,0.0,0.0,3.1421137199976796,8.436640347825002,0.8788167028984375,141.01392150881726,16.200000000000004,1.0,278.03380466253159,48.0,1.0,31.420823730351793,6.0,1.0,164.533096784464,615.4910389599379,603.3561919291037,12.134847030834005,2215767.740255776,2172082.2909447739,43685.44931100241,6.0,1.0,164.533096784464,615.4910389599379,603.3561919291037,12.134847030834005,2215767.740255776,2172082.2909447739,43685.44931100241,26.87134381758618,0.0,846317.0326168208 
 01/26  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.002469260933134,0.0,0.0 
 01/26  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74014609157713,467590.9980248385,0.0 
 01/26  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000121586,2933860.1827343294,0.0 
 01/26  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5083618.086079442,0.0 
 01/26  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6373002.182868642,0.0 
 01/26  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7089393.862949171,0.0 
 01/26  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7494701.250174863,0.0 
 01/27  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7734777.21419509,0.0 
 01/27  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7984381.543321864,0.0 
 01/27  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8116106.610309432,0.0 
 01/27  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8019974.303709958,0.0 
 01/27  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7977041.84514372,0.0 
 01/27  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7992458.858095345,0.0 
 01/27  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7822352.140855923,0.0 
 01/27  08:00:00,0.0,0.0,0.0,6.0,0.75,81.99939663319339,0.0,0.0,31.03568513223823,12.150000000000003,0.75,323.5652576802937,6.312126594200001,0.6575131868958334,165.34710959162988,0.0,0.0,31.03568513223823,36.0,0.75,81.99939663319339,4.5,0.75,192.91806273800399,737.8676566119713,271.3160187858941,466.55163782607726,2656323.563803097,976737.6676292187,1679585.896173878,4.5,0.75,192.91806271102659,737.8676565077847,271.3160187858941,466.5516377218906,2656323.5634280249,976737.6676292187,1679585.895798806,20.0,5983667.345552465,0.0 
 01/27  09:00:00,0.0,0.0,0.0,8.0,1.0,307.59353585842339,0.0,0.0,91.94432017716913,16.200000000000004,1.0,753.8135607595983,6.860734867075001,0.7146598819869792,445.9811219212108,0.0,0.0,91.94432017716913,48.0,1.0,307.59353585842339,6.0,1.0,612.3911503030711,2459.266130778559,1824.684510521271,634.5816202572877,8853358.070802812,6568864.237876575,2284493.832926236,6.0,1.0,612.3911502421333,2459.2661305432177,1824.684510521271,634.5816200219464,8853358.069955584,6568864.237876575,2284493.832079007,20.559093995317697,898889.2735907221,0.0 
 01/27  10:00:00,0.0,0.0,0.0,8.0,1.0,447.11545939414307,0.0,0.0,109.29125835355649,16.200000000000004,1.0,698.9057596181815,5.854188461275001,0.6098112980494792,525.6576453199506,0.0,0.0,109.29125835355649,48.0,1.0,447.11545939414307,5.9571825,0.99286375,811.829138756217,3394.2618680760308,2649.910805289268,744.3510627867627,12219342.72507371,9539678.899041366,2679663.8260323458,5.95993416815,0.9933223613583333,812.1641709336725,3395.68799590423,2651.165135212289,744.5228606919409,12224476.785255228,9544194.486764241,2680282.298490987,25.54027175064568,0.0,1196842.9720916148 
 01/27  11:00:00,0.0,0.0,0.0,8.0,1.0,454.3907111194301,0.0,0.0,104.93082074091288,16.200000000000004,1.0,429.8872821266042,5.583011218587502,0.5815636686028647,480.43568922015279,0.0,0.0,104.93082074091288,48.0,1.0,454.3907111194301,5.7711524999999999,0.96185875,747.3253712007303,3168.0594655081565,2403.9729787693188,764.0864867388377,11405014.075829363,8654302.723569548,2750711.3522598159,5.7721416317625,0.96202360529375,747.444152329375,3168.5686358495079,2404.419965401548,764.1486704479598,11406847.089058228,8655911.87544557,2750935.213612655,26.999891282066394,0.0,8275736.367723146 
 01/27  12:00:00,0.0,0.0,0.0,8.0,1.0,399.74752072714548,0.0,0.0,110.90957186944522,16.200000000000004,1.0,196.46848461719589,5.4331227320125,0.5659502845846354,369.8614788152585,0.0,0.0,110.90957186944522,48.0,1.0,399.74752072714548,5.672715,0.9454524999999999,571.267701847803,2404.568959011223,1589.9506333661578,814.6183256450652,8656448.252440403,5723822.280118167,2932625.972322235,5.672715,0.9454524999999999,571.2677017921699,2404.568958796368,1589.9506333661578,814.6183254302102,8656448.251666926,5723822.280118167,2932625.9715487577,26.999999748052237,0.0,9961384.309337978 
 01/27  13:00:00,0.0,0.0,0.0,8.0,1.0,365.1183412536049,0.0,0.0,106.94516731065115,0.0,0.0,106.94516731065115,5.4151184639125,0.5640748399908855,326.6200208834814,16.200000000000004,1.0,155.5623405874901,48.0,1.0,365.1183412536049,5.6660325,0.94433875,503.22436861576207,2111.892658047192,1343.6430798556156,768.2495781915765,7602813.568969891,4837115.087480215,2765698.481489675,5.6660325,0.94433875,503.2243685574553,2111.892657822011,1343.6430798556156,768.2495779663955,7602813.56815924,4837115.087480215,2765698.480679024,26.999999999318776,0.0,9681063.16898857 
 01/27  14:00:00,0.0,0.0,0.0,8.0,1.0,268.2101821938004,0.0,0.0,106.06602464460997,0.0,0.0,106.06602464460997,5.556806835175001,0.5788340453307292,188.03223292581093,16.200000000000004,1.0,186.85826832102823,48.0,1.0,268.2101821938004,5.7497702840375,0.9582950473395834,277.43315212626438,1132.4788962701487,509.343254431909,623.13564183824,4076924.0265725359,1833635.7159548724,2243288.310617664,5.749485,0.9582475,277.425208986703,1132.4458827710699,509.32295163502166,623.1229311360481,4076805.177975851,1833562.6258860778,2243242.5520897738,26.999999999998758,0.0,5969351.943840278 
 01/27  15:00:00,0.0,0.0,0.0,8.0,1.0,207.43148945834074,0.0,0.0,80.90714502515074,0.0,0.0,80.90714502515074,5.781229232687501,0.602211378404948,170.86470051181198,16.200000000000004,1.0,227.5412525933022,48.0,1.0,207.43148945834074,5.9356641885125,0.9892773647520834,254.5420684762219,1036.1527251174594,533.2197253954532,502.93299972200625,3730149.8104228537,1919591.0114236316,1810558.7989992225,5.9321175,0.98868625,254.44647487734773,1035.756957902961,532.9684363848982,502.7885215180627,3728725.048450659,1918686.3709856333,1810038.6774650259,27.0,0.0,2951375.775758645 
 01/27  16:00:00,0.0,0.0,0.0,8.0,1.0,138.56329035838838,0.0,0.0,36.868739310066498,0.0,0.0,36.868739310066498,6.6551195177750019,0.6932416164348958,227.14634020900386,16.200000000000004,1.0,373.8648772693437,48.0,1.0,138.56329035838838,6.0,1.0,319.05077215422008,1290.7189524754616,990.3510174809177,300.367934994544,4646588.2289116629,3565263.6629313037,1081324.5659803586,6.0,1.0,319.0507721400533,1290.7189524207495,990.3510174809177,300.3679349398319,4646588.228714699,3565263.6629313037,1081324.565783395,27.0,0.0,2712937.6028038526 
 01/27  17:00:00,0.0,0.0,0.0,8.0,1.0,31.682799355319028,0.0,0.0,5.316177066796873,0.0,0.0,5.316177066796873,8.377649879700002,0.8726718624687501,130.88371899399218,16.200000000000004,1.0,260.28892888367445,48.0,1.0,31.682799355319028,6.0,1.0,153.5431260261623,572.612569048763,541.3309879135985,31.281581135164605,2061405.248575547,1948791.5564889545,112613.69208659255,6.0,1.0,153.54312602509868,572.6125690446554,541.3309879135985,31.281581131056915,2061405.2485607593,1948791.5564889545,112613.69207180488,26.976162544080024,0.0,1065560.0109385579 
 01/27  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.94793672348554,0.0,0.0 
 01/27  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.633938782909135,0.0,0.0 
 01/27  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.02374138476448,1532148.3126776163,0.0 
 01/27  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000946249,3668955.236507889,0.0 
 01/27  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000019,4989529.357875182,0.0 
 01/27  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5807805.19491347,0.0 
 01/27  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6153140.242890334,0.0 
 01/28  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5774028.2452310719,0.0 
 01/28  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5465007.9455384,0.0 
 01/28  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,5443828.193732299,0.0 
 01/28  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5556822.497454297,0.0 
 01/28  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5876495.350183386,0.0 
 01/28  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5583956.673441021,0.0 
