Date/Time,WALL_S:Surface Outside Face Sunlit Area [m2](Hourly),WALL_S:Surface Outside Face Sunlit Fraction [](Hourly),WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_N:Surface Outside Face Sunlit Area [m2](Hourly),WALL_N:Surface Outside Face Sunlit Fraction [](Hourly),WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_W:Surface Outside Face Sunlit Area [m2](Hourly),WALL_W:Surface Outside Face Sunlit Fraction [](Hourly),WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_E:Surface Outside Face Sunlit Area [m2](Hourly),WALL_E:Surface Outside Face Sunlit Fraction [](Hourly),WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_E1:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_E1:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_E1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_E1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),WINDOW_E1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),WINDOW_E1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),WINDOW_E1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WINDOW_E1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),WINDOW_E1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),WINDOW_W1:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_W1:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_W1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_W1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),WINDOW_W1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),WINDOW_W1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),WINDOW_W1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WINDOW_W1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),WINDOW_W1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Air System Sensible Heating Energy [J](Hourly),ZONE1:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6195953.638674262,0.0 
 01/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,5937818.211780832,0.0 
 01/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5876190.684180869,0.0 
 01/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5860076.8529639099,0.0 
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5841077.545696137,0.0 
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5823468.051766514,0.0 
 01/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5490260.210647296,0.0 
 01/01  08:00:00,16.200000000000004,0.75,27.94454161096552,0.0,0.0,10.47787655404598,0.0,0.0,10.477876554045978,7.6499999999999999,0.7499999999999998,34.96870340881284,36.0,0.75,21.28967788716912,4.5,0.75,34.96870340881286,140.48877268915539,45.394689711253139,95.09408297790225,505759.5816809594,163420.8829605113,342338.69872044809,0.0,0.0,10.47787655404598,40.46557207083008,0.0,40.46557207083008,145676.05945498829,0.0,145676.05945498829,20.0,4998202.732543455,0.0 
 01/01  09:00:00,21.6,1.0,115.47058895630183,0.0,0.0,44.793975807424249,0.0,0.0,44.79397580742423,10.2,0.9999999999999997,121.41203021419804,48.0,1.0,96.95523105932236,6.0,1.0,121.41203021419807,485.25358515131208,166.49555298730614,318.7580321640059,1746912.9065447234,599383.990754302,1147528.9157904215,0.0,0.0,44.793975807424249,172.99438937123314,0.0,172.99438937123314,622779.8017364392,0.0,622779.8017364392,20.0,3795909.762601395,0.0 
 01/01  10:00:00,21.6,1.0,233.25254668363696,0.0,0.0,61.965361361569247,0.0,0.0,61.96536136156924,10.2,0.9999999999999997,170.09457502782937,48.0,1.0,160.78952649948583,6.0,1.0,170.09457502782943,644.8899822374314,286.4641559219724,358.42582631545897,2321603.936054753,1031270.9613191008,1290332.9747356524,0.0,0.0,61.965361361569247,239.310301389585,0.0,239.310301389585,861517.085002506,0.0,861517.085002506,20.0,2582060.429341396,0.0 
 01/01  11:00:00,21.6,1.0,793.7373053793676,0.0,0.0,83.91926025643756,0.0,0.0,83.91926025643753,10.2,0.9999999999999997,357.2042066410487,48.0,1.0,387.31353899532987,6.0,1.0,357.2042066410488,1118.0541262810787,662.4950285001021,455.5590977809767,4024994.8546118836,2384982.1026003675,1640012.7520115162,0.0,0.0,83.91926025643756,324.09628578095177,0.0,324.09628578095177,1166746.6288114265,0.0,1166746.6288114265,20.0,811523.5339749284,0.0 
 01/01  12:00:00,21.6,1.0,951.8006129584787,0.0,0.0,85.35121578415792,0.0,0.0,85.35121578415792,10.2,0.9999999999999997,184.04226536728124,48.0,1.0,477.27341316434549,6.0,1.0,184.04226536728127,456.6558362270433,101.53681811521393,355.1190181118294,1643961.0104173562,365532.5452147702,1278428.4652025859,0.0,0.0,85.35121578415792,329.6264997809265,0.0,329.6264997809265,1186655.3992113353,0.0,1186655.3992113353,20.0,217933.4360772451,0.0 
 01/01  13:00:00,21.6,1.0,926.3979173590676,0.0,0.0,70.6686357813885,10.2,0.9999999999999997,204.65765628609524,0.0,0.0,70.6686357813885,48.0,1.0,456.3795957600951,0.0,0.0,70.6686357813885,272.92235784690356,0.0,272.92235784690356,982520.4882488528,0.0,982520.4882488528,6.0,1.0,204.65765628609533,463.78392461350708,174.98643483006289,288.7974897834441,1669622.1286086254,629951.1653882265,1039670.9632203989,20.024524962641818,56074.028327157066,0.0 
 01/01  14:00:00,21.6,1.0,831.1165547845192,0.0,0.0,49.90819747636143,10.2,0.9999999999999997,391.2389344314499,0.0,0.0,49.90819747636143,48.0,1.0,378.6222976521789,0.0,0.0,49.90819747636143,192.74551971363693,0.0,192.74551971363693,693883.8709690929,0.0,693883.8709690929,6.0,1.0,391.23893443145007,1237.9533240312886,1023.5227185396636,214.43060549162477,4456631.966512638,3684681.7867427889,771950.1797698492,20.797937134219564,0.0,0.0 
 01/01  15:00:00,21.6,1.0,643.0729778599909,0.0,0.0,27.82905689339292,10.2,0.9999999999999997,489.2005116043911,0.0,0.0,27.82905689339292,48.0,1.0,246.3125574545871,0.0,0.0,27.82905689339292,107.47585176960087,0.0,107.47585176960087,386913.0663705631,0.0,386913.0663705631,6.0,1.0,489.2005116043913,1938.082629724976,1820.424230684008,117.65839904096805,6977097.467009914,6553527.23046243,423570.2365474849,22.591895333803345,0.0,0.0 
 01/01  16:00:00,21.6,1.0,390.81811274778456,0.0,0.0,12.540144485157799,10.2,0.9999999999999997,433.6234424380046,0.0,0.0,12.540144485157797,48.0,1.0,103.15812776007532,0.0,0.0,12.540144485157799,48.43005334385508,0.0,48.43005334385508,174348.1920378783,0.0,174348.1920378783,6.0,1.0,433.6234424380048,1855.7181418334686,1787.6514144256249,68.06672740784339,6680585.310600487,6435545.09193225,245040.21866823617,24.29499090278749,0.0,0.0 
 01/01  17:00:00,10.8,0.5,58.40460647557919,0.0,0.0,4.365064676294259,5.1,0.49999999999999986,84.55450249589436,0.0,0.0,4.365064676294258,24.0,0.5,10.185882741086554,0.0,0.0,4.365064676294259,16.85788512026449,0.0,16.85788512026449,60688.38643295217,0.0,60688.38643295217,3.0,0.5,84.55450249589438,360.5850293233743,278.2423832141511,82.34264610922316,1298106.1055641475,1001672.5795709442,296433.5259932033,23.582230939051397,0.0,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.131305824690665,114.2867377686346,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000007617549,1388331.3911716147,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000008,3063381.4534376475,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4104138.0537420276,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4801480.122982438,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5319525.696468084,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,5976742.262115454,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6748421.453945266,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7340532.36364308,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7897523.535926933,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8326181.209431088,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8664786.547986597,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9021351.021660377,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9334960.10130486,0.0 
 01/02  08:00:00,16.200000000000004,0.75,3.6967097265164376,0.0,0.0,3.3726307274917048,0.0,0.0,3.372630727491704,7.6499999999999999,0.7499999999999998,3.829830057031919,36.0,0.75,6.608246470101442,4.5,0.75,3.829830057031921,15.03173210145811,2.0066281056573249,13.025103995800786,54114.2355652492,7223.861180366368,46890.37438488283,0.0,0.0,3.3726307274917048,13.025103995800786,0.0,13.025103995800786,46890.37438488283,0.0,46890.37438488283,20.0,9492448.180493797,0.0 
 01/02  09:00:00,21.6,1.0,16.80040770075611,0.0,0.0,14.785904403523654,0.0,0.0,14.785904403523653,10.2,0.9999999999999997,16.92079151725586,48.0,1.0,29.08783526432979,6.0,1.0,16.92079151725587,66.22044874792127,9.117267851773758,57.10318089614751,238393.61549251656,32822.16426638553,205571.451226131,0.0,0.0,14.785904403523654,57.10318089614751,0.0,57.10318089614751,205571.451226131,0.0,205571.451226131,20.0,9436359.868083012,0.0 
 01/02  10:00:00,21.6,1.0,28.480993463903159,0.0,0.0,25.435861081416264,0.0,0.0,25.43586108141626,10.2,0.9999999999999997,27.578341688766615,48.0,1.0,49.94112909948026,6.0,1.0,27.57834168876662,106.55865187624659,8.325325260442773,98.23332661580382,383611.14675448767,29971.170937593983,353639.97581689376,0.0,0.0,25.435861081416264,98.23332661580382,0.0,98.23332661580382,353639.97581689376,0.0,353639.97581689376,20.0,9250440.521273883,0.0 
 01/02  11:00:00,21.6,1.0,36.79928720964243,0.0,0.0,33.41140331419004,0.0,0.0,33.41140331419003,10.2,0.9999999999999997,34.75355868604359,48.0,1.0,65.31489918499227,6.0,1.0,34.753558686043607,132.85190738841485,3.8170269120023336,129.0348804764125,478266.8665982934,13741.2968832084,464525.56971508506,0.0,0.0,33.41140331419004,129.0348804764125,0.0,129.0348804764125,464525.56971508506,0.0,464525.56971508506,20.0,8992559.835362237,0.0 
 01/02  12:00:00,21.6,1.0,41.09207633281337,0.0,0.0,37.556505001200509,0.0,0.0,37.556505001200509,10.2,0.9999999999999997,37.968327883744958,48.0,1.0,73.24241099810065,6.0,1.0,37.968327883744979,145.5061649879653,0.4628967250148768,145.0432682629504,523822.193956675,1666.4282100535566,522155.7657466214,0.0,0.0,37.556505001200509,145.0432682629504,0.0,145.0432682629504,522155.7657466214,0.0,522155.7657466214,20.0,8975074.815323227,0.0 
 01/02  13:00:00,21.6,1.0,40.4810170491341,0.0,0.0,36.95679200635735,10.2,0.9999999999999997,37.50336666199789,0.0,0.0,36.95679200635733,48.0,1.0,72.10377341080339,0.0,0.0,36.95679200635735,142.72717594315032,0.0,142.72717594315032,513817.8333953412,0.0,513817.8333953412,6.0,1.0,37.503366661997898,143.4573400927593,0.7301641496089639,142.72717594315032,516446.4243339335,2628.5909385922707,513817.8333953412,20.0,9211152.63775438,0.0 
 01/02  14:00:00,21.6,1.0,35.106042407617369,0.0,0.0,31.751424147839715,10.2,0.9999999999999997,33.219148182140688,0.0,0.0,31.7514241478397,48.0,1.0,62.14991580213761,0.0,0.0,31.751424147839715,122.62403890507452,0.0,122.62403890507452,441446.54005826826,0.0,441446.54005826826,6.0,1.0,33.2191481821407,127.09931332568252,4.475274420608003,122.62403890507452,457557.52797245708,16110.987914188812,441446.54005826826,20.0,9427683.931456378,0.0 
 01/02  15:00:00,21.6,1.0,25.892695240475847,0.0,0.0,22.991498656203679,10.2,0.9999999999999997,25.16284579585631,0.0,0.0,22.991498656203669,48.0,1.0,45.21952162125167,0.0,0.0,22.991498656203679,88.7931959390901,0.0,88.7931959390901,319655.5053807243,0.0,319655.5053807243,6.0,1.0,25.162845795856314,97.40226191529328,8.609065976203177,88.7931959390901,350648.1428950558,30992.637514331436,319655.5053807243,20.0,9631027.084879756,0.0 
 01/02  16:00:00,21.6,1.0,13.669629741377113,0.0,0.0,11.90837822592866,10.2,0.9999999999999997,13.874210787721602,0.0,0.0,11.908378225928657,48.0,1.0,23.474428876854608,0.0,0.0,11.90837822592866,45.99017127778095,0.0,45.99017127778095,165564.61660001143,0.0,165564.61660001143,6.0,1.0,13.874210787721602,54.44092929246623,8.450758014685283,45.99017127778095,195987.34545287846,30422.728852867018,165564.61660001143,20.0,9994431.125922587,0.0 
 01/02  17:00:00,10.8,0.5,1.8745601728074593,0.0,0.0,1.5280669908331955,5.1,0.49999999999999986,2.0467555634737675,0.0,0.0,1.5280669908331948,24.0,0.5,2.97198948942724,0.0,0.0,1.5280669908331955,5.901396588103548,0.0,5.901396588103548,21245.027717172772,0.0,21245.027717172772,3.0,0.5,2.046755563473768,8.185063576514225,2.2836669884106755,5.901396588103548,29466.228875451205,8221.20115827843,21245.027717172772,20.0,10570445.97840714,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11069234.869038865,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11322780.317638426,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11455284.657934612,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11553617.319310278,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11669812.141862572,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11824752.685788375,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11880308.65696769,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11890783.60535043,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11890057.945694127,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11817849.260242658,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11813581.31694829,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11948728.195482247,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12176930.21471174,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12350562.789144706,0.0 
 01/03  08:00:00,16.200000000000004,0.75,20.292317857601835,0.0,0.0,9.586076850131973,0.0,0.0,9.58607685013197,7.6499999999999999,0.7499999999999998,24.74830926824618,36.0,0.75,18.877538392859046,4.5,0.75,24.74830926824619,98.2387268983943,22.11700712819659,76.12171977019773,353659.41683421956,79621.22566150772,274038.1911727118,0.0,0.0,9.586076850131973,37.02144052324639,0.0,37.02144052324639,133277.18588368703,0.0,133277.18588368703,20.0,12210575.271410462,0.0 
 01/03  09:00:00,21.6,1.0,82.53380387023391,0.0,0.0,40.11582076466563,0.0,0.0,40.115820764665617,10.2,0.9999999999999997,86.52227425458686,48.0,1.0,82.26052208373814,6.0,1.0,86.5222742545869,342.26515810184829,81.90480106067463,260.36035704117367,1232154.5691666539,294857.28381842866,937297.285348225,0.0,0.0,40.11582076466563,154.92734887263448,0.0,154.92734887263448,557738.4559414841,0.0,557738.4559414841,20.0,11427494.567728933,0.0 
 01/03  10:00:00,21.6,1.0,72.35569243507894,0.0,0.0,54.75871108341754,0.0,0.0,54.75871108341753,10.2,0.9999999999999997,67.39801910618188,48.0,1.0,110.08945032493704,6.0,1.0,67.39801910618189,260.67523363523517,22.98268559420831,237.69254804102685,938430.8410868466,82737.66813914992,855693.1729476967,0.0,0.0,54.75871108341754,211.4782091984237,0.0,211.4782091984237,761321.5531143253,0.0,761321.5531143253,20.0,11057597.529774016,0.0 
 01/03  11:00:00,21.6,1.0,272.26082958672319,0.0,0.0,71.55567526082106,0.0,0.0,71.55567526082104,10.2,0.9999999999999997,136.6100776090363,48.0,1.0,196.67069949197259,6.0,1.0,136.61007760903636,452.44906113181357,115.17829261273109,337.2707685190825,1628816.6200745288,414641.8534058319,1214174.766668697,0.0,0.0,71.55567526082106,276.348105401716,0.0,276.348105401716,994853.1794461777,0.0,994853.1794461777,20.0,10650113.500608406,0.0 
 01/03  12:00:00,21.6,1.0,890.6258185187188,0.0,0.0,82.55830872203642,0.0,0.0,82.5583087220364,10.2,0.9999999999999997,175.0426958281628,48.0,1.0,450.83086234364199,6.0,1.0,175.0426958281629,439.9618572008301,91.64811391025988,348.31374329057038,1583862.6859229888,329933.2100769356,1253929.475846053,0.0,0.0,82.55830872203642,318.84028929004537,0.0,318.84028929004537,1147825.0414441634,0.0,1147825.0414441634,20.0,9330047.018699903,0.0 
 01/03  13:00:00,21.6,1.0,829.9386822853122,0.0,0.0,73.88574847200649,10.2,0.9999999999999997,184.86827179396648,0.0,0.0,73.88574847200647,48.0,1.0,416.4407640462932,0.0,0.0,73.88574847200649,285.3468509940302,0.0,285.3468509940302,1027248.6635785089,0.0,1027248.6635785089,6.0,1.0,184.86827179396654,445.4162644813525,130.45651824727208,314.95974623408048,1603498.5521328692,469643.4656901795,1133855.0864426897,20.0,8375487.521983527,0.0 
 01/03  14:00:00,21.6,1.0,562.9416234547352,0.0,0.0,72.55551730737793,10.2,0.9999999999999997,283.9321537378129,0.0,0.0,72.5555173073779,48.0,1.0,282.88009593912809,0.0,0.0,72.55551730737793,280.2094966087702,0.0,280.2094966087702,1008754.1877915728,0.0,1008754.1877915728,6.0,1.0,283.93215373781296,949.1750451741413,520.4639719862493,428.71107318789208,3417030.1626269088,1873670.2991504973,1543359.8634764115,20.0,7384574.010462007,0.0 
 01/03  15:00:00,21.6,1.0,481.11363731468267,0.0,0.0,51.34371771446463,10.2,0.9999999999999997,375.7833415043358,0.0,0.0,51.343717714464627,48.0,1.0,202.93894178919045,0.0,0.0,51.34371771446463,198.28950062947136,0.0,198.28950062947136,713842.2022660968,0.0,713842.2022660968,6.0,1.0,375.7833415043359,1483.6854229157755,1097.6047594795437,386.0806634362318,5341267.522496792,3951377.134126357,1389890.3883704344,20.0,6454441.890795917,0.0 
 01/03  16:00:00,21.6,1.0,356.07200040454878,0.0,0.0,17.683204751513825,10.2,0.9999999999999997,394.60945927778598,0.0,0.0,17.68320475151382,48.0,1.0,99.28490947767325,0.0,0.0,17.683204751513825,68.29255838477283,0.0,68.29255838477283,245853.21018518223,0.0,245853.21018518223,6.0,1.0,394.6094592777861,1682.335658507443,1562.8255253189073,119.51013318853573,6056408.370626794,5626171.891148066,430236.4794787286,20.0,5807330.918323687,0.0 
 01/03  17:00:00,10.8,0.5,49.86594755004798,0.0,0.0,4.675862374126925,5.1,0.49999999999999986,71.2871785227731,0.0,0.0,4.675862374126924,24.0,0.5,10.414197879736877,0.0,0.0,4.675862374126925,18.058186209538105,0.0,18.058186209538105,65009.47035433717,0.0,65009.47035433717,3.0,0.5,71.28717852277313,302.7501580568112,224.77321749155017,77.97694056526099,1089900.5690045204,809183.5829695806,280716.9860349396,20.0,7679780.9593369909,0.0 
