Time,1F:01XCORRIDOR:WINTER DESIGN DAY:Des Heat Load [W],1F:01XCORRIDOR:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:01XCORRIDOR:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:01XCORRIDOR:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:02XLOBBY:WINTER DESIGN DAY:Des Heat Load [W],1F:02XLOBBY:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:02XLOBBY:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:02XLOBBY:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:03XEVHALL:WINTER DESIGN DAY:Des Heat Load [W],1F:03XEVHALL:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:03XEVHALL:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:03XEVHALL:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:04XCNTRLMNTRNGRM:WINTER DESIGN DAY:Des Heat Load [W],1F:04XCNTRLMNTRNGRM:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:04XCNTRLMNTRNGRM:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:04XCNTRLMNTRNGRM:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:05XDRESSING1:WINTER DESIGN DAY:Des Heat Load [W],1F:05XDRESSING1:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:05XDRESSING1:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:05XDRESSING1:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:06XDRESSING2:WINTER DESIGN DAY:Des Heat Load [W],1F:06XDRESSING2:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:06XDRESSING2:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:06XDRESSING2:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:07XBREAKROOM:WINTER DESIGN DAY:Des Heat Load [W],1F:07XBREAKROOM:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:07XBREAKROOM:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:07XBREAKROOM:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:08XVENDING:WINTER DESIGN DAY:Des Heat Load [W],1F:08XVENDING:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:08XVENDING:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:08XVENDING:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:09XOFFICE1:WINTER DESIGN DAY:Des Heat Load [W],1F:09XOFFICE1:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:09XOFFICE1:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:09XOFFICE1:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],1F:10XOFFICE2:WINTER DESIGN DAY:Des Heat Load [W],1F:10XOFFICE2:SUMMER DESIGN DAY:Des Sens Cool Load [W],1F:10XOFFICE2:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],1F:10XOFFICE2:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:01XCORRIDOR:WINTER DESIGN DAY:Des Heat Load [W],2X6F:01XCORRIDOR:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:01XCORRIDOR:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:01XCORRIDOR:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:02XVENDING:WINTER DESIGN DAY:Des Heat Load [W],2X6F:02XVENDING:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:02XVENDING:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:02XVENDING:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:03XEVHALL:WINTER DESIGN DAY:Des Heat Load [W],2X6F:03XEVHALL:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:03XEVHALL:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:03XEVHALL:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:04X1XOFFICENP:WINTER DESIGN DAY:Des Heat Load [W],2X6F:04X1XOFFICENP:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:04X1XOFFICENP:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:04X1XOFFICENP:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:04X2XOFFICENEP:WINTER DESIGN DAY:Des Heat Load [W],2X6F:04X2XOFFICENEP:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:04X2XOFFICENEP:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:04X2XOFFICENEP:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:04X3XOFFICENWP:WINTER DESIGN DAY:Des Heat Load [W],2X6F:04X3XOFFICENWP:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:04X3XOFFICENWP:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:04X3XOFFICENWP:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:04X4XOFFICENI:WINTER DESIGN DAY:Des Heat Load [W],2X6F:04X4XOFFICENI:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:04X4XOFFICENI:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:04X4XOFFICENI:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:05X1XOFFICESP:WINTER DESIGN DAY:Des Heat Load [W],2X6F:05X1XOFFICESP:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:05X1XOFFICESP:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:05X1XOFFICESP:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:05X2XOFFICESWP:WINTER DESIGN DAY:Des Heat Load [W],2X6F:05X2XOFFICESWP:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:05X2XOFFICESWP:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:05X2XOFFICESWP:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],2X6F:05X3XOFFICESI:WINTER DESIGN DAY:Des Heat Load [W],2X6F:05X3XOFFICESI:SUMMER DESIGN DAY:Des Sens Cool Load [W],2X6F:05X3XOFFICESI:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],2X6F:05X3XOFFICESI:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],7F:01XCORRIDOR:WINTER DESIGN DAY:Des Heat Load [W],7F:01XCORRIDOR:SUMMER DESIGN DAY:Des Sens Cool Load [W],7F:01XCORRIDOR:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],7F:01XCORRIDOR:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],7F:02XVENDING:WINTER DESIGN DAY:Des Heat Load [W],7F:02XVENDING:SUMMER DESIGN DAY:Des Sens Cool Load [W],7F:02XVENDING:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],7F:02XVENDING:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],7F:03XEVHALL:WINTER DESIGN DAY:Des Heat Load [W],7F:03XEVHALL:SUMMER DESIGN DAY:Des Sens Cool Load [W],7F:03XEVHALL:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],7F:03XEVHALL:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],7F:04XOFFICE1:WINTER DESIGN DAY:Des Heat Load [W],7F:04XOFFICE1:SUMMER DESIGN DAY:Des Sens Cool Load [W],7F:04XOFFICE1:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],7F:04XOFFICE1:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],7F:05XOFFICE2:WINTER DESIGN DAY:Des Heat Load [W],7F:05XOFFICE2:SUMMER DESIGN DAY:Des Sens Cool Load [W],7F:05XOFFICE2:WINTER DESIGN DAY:Des Heat Mass Flow [kg/s],7F:05XOFFICE2:SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s]
07:45:00,8.144171E+03,1.141670E+03,2.813383E-01,1.018385E-01,4.035420E+03,8.206372E+02,1.394030E-01,7.320197E-02,1.053046E+03,1.276972E+02,3.637717E-02,1.139075E-02,3.901689E+02,2.305824E+03,1.347857E-02,2.056875E-01,4.152772E+02,1.045464E+02,1.434572E-02,9.325662E-03,5.654974E+02,1.542323E+02,1.953507E-02,1.375771E-02,6.450658E+02,2.443451E+02,2.228376E-02,2.179588E-02,1.371069E+03,2.675347E+02,4.736321E-02,2.386454E-02,1.145133E+04,5.353017E+03,3.955853E-01,4.774957E-01,8.357061E+03,4.366323E+03,2.886931E-01,3.894823E-01,1.774490E+04,1.931309E+03,6.129932E-01,1.722750E-01,3.853257E+03,7.188786E+02,1.331094E-01,6.412532E-02,3.021618E+03,2.584592E+02,1.043805E-01,2.305488E-02,1.509014E+04,1.289304E+04,5.212779E-01,1.150085E+00,7.559330E+03,1.279750E+04,2.611271E-01,1.141591E+00,7.559504E+03,4.575348E+03,2.611331E-01,4.081307E-01,6.252230E+03,9.362971E+03,2.159832E-01,8.351888E-01,1.347571E+04,9.187175E+03,4.655055E-01,8.195125E-01,7.424708E+03,4.664327E+03,2.564745E-01,4.160686E-01,2.657389E+03,7.649125E+03,9.179983E-02,6.823114E-01,5.125597E+03,1.511649E+03,1.770624E-01,1.348415E-01,1.025313E+03,3.323404E+02,3.541908E-02,2.964536E-02,7.817237E+02,1.748284E+02,2.700435E-02,1.559496E-02,1.254761E+04,1.291606E+04,4.334532E-01,1.152136E+00,9.143159E+03,8.962076E+03,3.158476E-01,7.994326E-01
08:00:00,8.145614E+03,1.162619E+03,2.813882E-01,1.037072E-01,4.036474E+03,8.394033E+02,1.394394E-01,7.487595E-02,1.053164E+03,1.304394E+02,3.638126E-02,1.163536E-02,3.596459E+02,2.345991E+03,1.242413E-02,2.092710E-01,4.154168E+02,1.048606E+02,1.435054E-02,9.353690E-03,5.654457E+02,1.558209E+02,1.953328E-02,1.389941E-02,6.451952E+02,2.459400E+02,2.228823E-02,2.193814E-02,1.371258E+03,2.697090E+02,4.736975E-02,2.405850E-02,1.145733E+04,5.331910E+03,3.957925E-01,4.756129E-01,8.361633E+03,4.384333E+03,2.888510E-01,3.910889E-01,1.774897E+04,1.997914E+03,6.131338E-01,1.782164E-01,3.853854E+03,7.291222E+02,1.331300E-01,6.503910E-02,3.022012E+03,2.693766E+02,1.043941E-01,2.402874E-02,1.510121E+04,1.263138E+04,5.216604E-01,1.126743E+00,7.562257E+03,1.331260E+04,2.612283E-01,1.187541E+00,7.562430E+03,4.631343E+03,2.612343E-01,4.131256E-01,6.262153E+03,9.284102E+03,2.163260E-01,8.281535E-01,1.348541E+04,9.327467E+03,4.658405E-01,8.320270E-01,7.427764E+03,4.725324E+03,2.565802E-01,4.215098E-01,2.669101E+03,7.687686E+03,9.220442E-02,6.857511E-01,5.126349E+03,1.528206E+03,1.770884E-01,1.363184E-01,1.025425E+03,3.346701E+02,3.542295E-02,2.985318E-02,7.817934E+02,1.776172E+02,2.700676E-02,1.584372E-02,1.255443E+04,1.297209E+04,4.336889E-01,1.157134E+00,9.149272E+03,9.001490E+03,3.160588E-01,8.029484E-01
08:15:00,7.989759E+03,1.337616E+03,2.760042E-01,1.193172E-01,3.944019E+03,9.505487E+02,1.362456E-01,8.479030E-02,1.041135E+03,1.452374E+02,3.596571E-02,1.295536E-02,3.285944E+02,2.387455E+03,1.135144E-02,2.129702E-01,3.806187E+02,1.395829E+02,1.314845E-02,1.245096E-02,5.304551E+02,1.920827E+02,1.832453E-02,1.713401E-02,5.761126E+02,3.161426E+02,1.990177E-02,2.820030E-02,1.350010E+03,2.931072E+02,4.663573E-02,2.614566E-02,1.073290E+04,6.037112E+03,3.707672E-01,5.385177E-01,7.825885E+03,4.940182E+03,2.703437E-01,4.406714E-01,1.703960E+04,2.745708E+03,5.886287E-01,2.449206E-01,3.742260E+03,8.477962E+02,1.292750E-01,7.562508E-02,2.959046E+03,3.408440E+02,1.022190E-01,3.040375E-02,1.321844E+04,1.438898E+04,4.566215E-01,1.283524E+00,6.922504E+03,1.431290E+04,2.391290E-01,1.276772E+00,6.922690E+03,5.323457E+03,2.391354E-01,4.748636E-01,5.483792E+03,1.223256E+04,1.894376E-01,1.091160E+00,1.180401E+04,1.125154E+04,4.077582E-01,1.003658E+00,6.798025E+03,5.414959E+03,2.348270E-01,4.830270E-01,2.340640E+03,1.054792E+04,8.085770E-02,9.408879E-01,4.980185E+03,1.688305E+03,1.720391E-01,1.505995E-01,1.002606E+03,3.595760E+02,3.463467E-02,3.207483E-02,7.689377E+02,1.930621E+02,2.656266E-02,1.722143E-02,1.130133E+04,1.425967E+04,3.904008E-01,1.271988E+00,8.108842E+03,1.008817E+04,2.801175E-01,8.998819E-01
08:30:00,7.821744E+03,1.524794E+03,2.702002E-01,1.360140E-01,3.845621E+03,1.067927E+03,1.328464E-01,9.526082E-02,1.027932E+03,1.613565E+02,3.550961E-02,1.439323E-02,2.970685E+02,2.430859E+03,1.026236E-02,2.168427E-01,3.439662E+02,1.758874E+02,1.188229E-02,1.568944E-02,4.938186E+02,2.298852E+02,1.705893E-02,2.050611E-02,5.038859E+02,3.890136E+02,1.740671E-02,3.470063E-02,1.326971E+03,3.185036E+02,4.583986E-02,2.841111E-02,9.993962E+03,6.760301E+03,3.452408E-01,6.030280E-01,7.279238E+03,5.506241E+03,2.514600E-01,4.911657E-01,1.626733E+04,3.550251E+03,5.619510E-01,3.166891E-01,3.620664E+03,9.765855E+02,1.250746E-01,8.711374E-02,2.889679E+03,4.186270E+02,9.982276E-02,3.734227E-02,1.133431E+04,1.624829E+04,3.915355E-01,1.449382E+00,6.251770E+03,1.522609E+04,2.159597E-01,1.358236E+00,6.251965E+03,6.038804E+03,2.159664E-01,5.386760E-01,4.704204E+03,1.527191E+04,1.625067E-01,1.362280E+00,1.012141E+04,1.323897E+04,3.496346E-01,1.180947E+00,6.139179E+03,6.124176E+03,2.120686E-01,5.462933E-01,2.010706E+03,1.346394E+04,6.946010E-02,1.201008E+00,4.820607E+03,1.862082E+03,1.665266E-01,1.661010E-01,9.777060E+02,3.867875E+02,3.377453E-02,3.450219E-02,7.547772E+02,2.098968E+02,2.607350E-02,1.872314E-02,1.001376E+04,1.556635E+04,3.459221E-01,1.388548E+00,7.041613E+03,1.119969E+04,2.432504E-01,9.990342E-01
08:45:00,7.642805E+03,1.726342E+03,2.640189E-01,1.539927E-01,3.742044E+03,1.193428E+03,1.292684E-01,1.064558E-01,1.013644E+03,1.790675E+02,3.501606E-02,1.597310E-02,2.649887E+02,2.477272E+03,9.154147E-03,2.209835E-01,3.055271E+02,2.140405E+02,1.055442E-02,1.909286E-02,4.556034E+02,2.694527E+02,1.573880E-02,2.403569E-02,4.287947E+02,4.649371E+02,1.481269E-02,4.147333E-02,1.302293E+03,3.461988E+02,4.498739E-02,3.088162E-02,9.244010E+03,7.502940E+03,3.193339E-01,6.692737E-01,6.725754E+03,6.084083E+03,2.323402E-01,5.427112E-01,1.543898E+04,4.423783E+03,5.333361E-01,3.946115E-01,3.490214E+03,1.117188E+03,1.205683E-01,9.965614E-02,2.814483E+03,5.042267E+02,9.722519E-02,4.497808E-02,9.448823E+03,1.821708E+04,3.264029E-01,1.625007E+00,5.566985E+03,1.602746E+04,1.923050E-01,1.429725E+00,5.567187E+03,6.775120E+03,1.923120E-01,6.043592E-01,3.923428E+03,1.841000E+04,1.355348E-01,1.642209E+00,8.437629E+03,1.529982E+04,2.914700E-01,1.364785E+00,5.468901E+03,6.852119E+03,1.889153E-01,6.112303E-01,1.679319E+03,1.644353E+04,5.801228E-02,1.466799E+00,4.648983E+03,2.050940E+03,1.605980E-01,1.829477E-01,9.509548E+02,4.165148E+02,3.285043E-02,3.715397E-02,7.394279E+02,2.283487E+02,2.554327E-02,2.036911E-02,8.708768E+03,1.688544E+04,3.008419E-01,1.506217E+00,5.960946E+03,1.233703E+04,2.059191E-01,1.100490E+00
09:00:00,7.457167E+03,1.938929E+03,2.576062E-01,1.729560E-01,3.635153E+03,1.326434E+03,1.255759E-01,1.183204E-01,9.986863E+02,1.980712E+02,3.449936E-02,1.766828E-02,2.324739E+02,2.527350E+03,8.030904E-03,2.254512E-01,2.658518E+02,2.535209E+02,9.183843E-03,2.261473E-02,4.163182E+02,3.103231E+02,1.438171E-02,2.768156E-02,3.517415E+02,5.429881E+02,1.215089E-02,4.843590E-02,1.276601E+03,3.756882E+02,4.409986E-02,3.351217E-02,8.487342E+03,8.262178E+03,2.931950E-01,7.370004E-01,6.167613E+03,6.672290E+03,2.130594E-01,5.951817E-01,1.457521E+04,5.347307E+03,5.034977E-01,4.769932E-01,3.354345E+03,1.266518E+03,1.158748E-01,1.129771E-01,2.735592E+03,5.959904E+02,9.449997E-02,5.316374E-02,7.562003E+03,2.028577E+04,2.612241E-01,1.809544E+00,4.871940E+03,1.669680E+04,1.682959E-01,1.489437E+00,4.872144E+03,7.526993E+03,1.683029E-01,6.714302E-01,3.141451E+03,2.161814E+04,1.085214E-01,1.928386E+00,6.752672E+03,1.742868E+04,2.332648E-01,1.554691E+00,4.789451E+03,7.593484E+03,1.654451E-01,6.773647E-01,1.346495E+03,1.946258E+04,4.651483E-02,1.736111E+00,4.470107E+03,2.250490E+03,1.544188E-01,2.007481E-01,9.231092E+02,4.480778E+02,3.188853E-02,3.996949E-02,7.233537E+02,2.480476E+02,2.498800E-02,2.212631E-02,7.393302E+03,1.820734E+04,2.553997E-01,1.624138E+00,4.871696E+03,1.349471E+04,1.682914E-01,1.203762E+00
09:15:00,7.267350E+03,2.159603E+03,2.510490E-01,1.926408E-01,3.526163E+03,1.465777E+03,1.218109E-01,1.307502E-01,9.833067E+02,2.180475E+02,3.396808E-02,1.945022E-02,2.285987E+02,2.551133E+03,7.897033E-03,2.275734E-01,2.398284E+02,2.795267E+02,8.284879E-03,2.493462E-02,3.908844E+02,3.376416E+02,1.350312E-02,3.011858E-02,3.022425E+02,5.937062E+02,1.044096E-02,5.296033E-02,1.250289E+03,4.065136E+02,4.319091E-02,3.626189E-02,7.726275E+03,9.033378E+03,2.669042E-01,8.057946E-01,5.606528E+03,7.268618E+03,1.936770E-01,6.483768E-01,1.368849E+04,6.306806E+03,4.728664E-01,5.625840E-01,3.215046E+03,1.422298E+03,1.110628E-01,1.268734E-01,2.654320E+03,6.924034E+02,9.169250E-02,6.176412E-02,5.673604E+03,2.243025E+04,1.959907E-01,2.000842E+00,4.170967E+03,1.724699E+04,1.440820E-01,1.538519E+00,4.171173E+03,8.286412E+03,1.440891E-01,7.391745E-01,2.358024E+03,2.486612E+04,8.145793E-02,2.218118E+00,5.066344E+03,1.961701E+04,1.750122E-01,1.749902E+00,4.104813E+03,8.341025E+03,1.417957E-01,7.440501E-01,1.012054E+03,2.250805E+04,3.496152E-02,2.007780E+00,4.286728E+03,2.457444E+03,1.480841E-01,2.192090E-01,8.945907E+02,4.809613E+02,3.090337E-02,4.290279E-02,7.068282E+02,2.686485E+02,2.441714E-02,2.396396E-02,6.071609E+03,1.952491E+04,2.097423E-01,1.741674E+00,3.777374E+03,1.466765E+04,1.304884E-01,1.308394E+00
09:30:00,7.074855E+03,2.386887E+03,2.443994E-01,2.129152E-01,3.415817E+03,1.611057E+03,1.179990E-01,1.437095E-01,9.676548E+02,2.388412E+02,3.342739E-02,2.130506E-02,2.255800E+02,2.577176E+03,7.792748E-03,2.298971E-01,2.137921E+02,3.057376E+02,7.385472E-03,2.727279E-02,3.656080E+02,3.651317E+02,1.262999E-02,3.257088E-02,2.528336E+02,6.446750E+02,8.734150E-03,5.750705E-02,1.223601E+03,4.384163E+02,4.226901E-02,3.910771E-02,6.961916E+03,9.811715E+03,2.404997E-01,8.752256E-01,5.043324E+03,7.870609E+03,1.742214E-01,7.020773E-01,1.278651E+04,7.294628E+03,4.417078E-01,6.507010E-01,3.073516E+03,1.583304E+03,1.061737E-01,1.412358E-01,2.571493E+03,7.926755E+02,8.883128E-02,7.070873E-02,3.783728E+03,2.461959E+04,1.307063E-01,2.196142E+00,3.466147E+03,1.768733E+04,1.197351E-01,1.577803E+00,3.466353E+03,9.045346E+03,1.197422E-01,8.068757E-01,1.573241E+03,2.813292E+04,5.434763E-02,2.509529E+00,3.378724E+03,2.185429E+04,1.167149E-01,1.949480E+00,3.416850E+03,9.087817E+03,1.180314E-01,8.106687E-01,6.760948E+02,2.557316E+04,2.335578E-02,2.281200E+00,4.100484E+03,2.670093E+03,1.416504E-01,2.381778E-01,8.656463E+02,5.148957E+02,2.990351E-02,4.592984E-02,6.900174E+02,2.899839E+02,2.383642E-02,2.586713E-02,4.745487E+03,2.083463E+04,1.639320E-01,1.858511E+00,2.679543E+03,1.585185E+04,9.256416E-02,1.414033E+00
09:45:00,6.880511E+03,2.618550E+03,2.376859E-01,2.335801E-01,3.304494E+03,1.762103E+03,1.141534E-01,1.571832E-01,9.518163E+02,2.601629E+02,3.288026E-02,2.320701E-02,2.230112E+02,2.605886E+03,7.704009E-03,2.324586E-01,1.877235E+02,3.321150E+02,6.484950E-03,2.962580E-02,3.404380E+02,3.927416E+02,1.176053E-02,3.503386E-02,2.033998E+02,6.959093E+02,7.026479E-03,6.207745E-02,1.196664E+03,4.710870E+02,4.133847E-02,4.202203E-02,6.194870E+03,1.059659E+04,2.140024E-01,9.452397E-01,4.478454E+03,8.479420E+03,1.547083E-01,7.563862E-01,1.187387E+04,8.301610E+03,4.101814E-01,7.405271E-01,2.930438E+03,1.748040E+03,1.012312E-01,1.559309E-01,2.487582E+03,8.955150E+02,8.593263E-02,7.988235E-02,1.892456E+03,2.684935E+04,6.537359E-02,2.395048E+00,2.758519E+03,1.801812E+04,9.529124E-02,1.607313E+00,2.758724E+03,9.804850E+03,9.529831E-02,8.746278E-01,7.871747E+02,3.141391E+04,2.719295E-02,2.802206E+00,1.689883E+03,2.414550E+04,5.837545E-02,2.153868E+00,2.726482E+03,9.834995E+03,9.418406E-02,8.773218E-01,3.386777E+02,2.865331E+04,1.169967E-02,2.555962E+00,3.912317E+03,2.886364E+03,1.351503E-01,2.574697E-01,8.364140E+02,5.495555E+02,2.889370E-02,4.902158E-02,6.730136E+02,3.117684E+02,2.324904E-02,2.781035E-02,3.415851E+03,2.213390E+04,1.180003E-01,1.974415E+00,1.579030E+03,1.704862E+04,5.454728E-02,1.520792E+00
10:00:00,6.684827E+03,2.853627E+03,2.309261E-01,2.545496E-01,3.192418E+03,1.919317E+03,1.102818E-01,1.712072E-01,9.358466E+02,2.818790E+02,3.232859E-02,2.514414E-02,2.206331E+02,2.637414E+03,7.621857E-03,2.352712E-01,1.616053E+02,3.586740E+02,5.582715E-03,3.199500E-02,3.153046E+02,4.205114E+02,1.089234E-02,3.751109E-02,1.538858E+02,7.475174E+02,5.316038E-03,6.668118E-02,1.169546E+03,5.043733E+02,4.040170E-02,4.499125E-02,5.425567E+03,1.138572E+04,1.874271E-01,1.015634E+00,3.912241E+03,9.094751E+03,1.351487E-01,8.112768E-01,1.095377E+04,9.323052E+03,3.783969E-01,8.316428E-01,2.786277E+03,1.915711E+03,9.625127E-02,1.708877E-01,2.402913E+03,1.000280E+03,8.300782E-02,8.922767E-02,0.000000E+00,2.910300E+04,0.000000E+00,2.596084E+00,2.048808E+03,1.824857E+04,7.077542E-02,1.627873E+00,2.049012E+03,1.056468E+04,7.078245E-02,9.424088E-01,0.000000E+00,3.470588E+04,0.000000E+00,3.095862E+00,0.000000E+00,2.648975E+04,0.000000E+00,2.362989E+00,2.034351E+03,1.058254E+04,7.027574E-02,9.440079E-01,0.000000E+00,3.174588E+04,0.000000E+00,2.831832E+00,3.722833E+03,3.105298E+03,1.286046E-01,2.769990E-01,8.069838E+02,5.847777E+02,2.787705E-02,5.216348E-02,6.558777E+02,3.338746E+02,2.265709E-02,2.978228E-02,2.083370E+03,2.342043E+04,7.197027E-02,2.089182E+00,4.764346E+02,1.825744E+04,1.645850E-02,1.628627E+00
10:15:00,6.645357E+03,2.941712E+03,2.295626E-01,2.624071E-01,3.173197E+03,1.991236E+03,1.096178E-01,1.776225E-01,9.319224E+02,2.924416E+02,3.219304E-02,2.608635E-02,2.187308E+02,2.670392E+03,7.556139E-03,2.382131E-01,1.703629E+02,3.511217E+02,5.885259E-03,3.132143E-02,3.250870E+02,4.140642E+02,1.123030E-02,3.693611E-02,1.734568E+02,7.309946E+02,5.992131E-03,6.520753E-02,1.163720E+03,5.177043E+02,4.020044E-02,4.618043E-02,5.383932E+03,1.145368E+04,1.859891E-01,1.021698E+00,3.884470E+03,9.178503E+03,1.341896E-01,8.187497E-01,1.074139E+04,9.688616E+03,3.710605E-01,8.642532E-01,2.753471E+03,1.980335E+03,9.511800E-02,1.766526E-01,2.381023E+03,1.048296E+03,8.225165E-02,9.351092E-02,0.000000E+00,2.934422E+04,0.000000E+00,2.617609E+00,1.979761E+03,1.777319E+04,6.839051E-02,1.585469E+00,1.979950E+03,1.068476E+04,6.839705E-02,9.531231E-01,0.000000E+00,3.499262E+04,0.000000E+00,3.121449E+00,0.000000E+00,2.709366E+04,0.000000E+00,2.416868E+00,1.973181E+03,1.069931E+04,6.816300E-02,9.544271E-01,0.000000E+00,3.203316E+04,0.000000E+00,2.857468E+00,3.679265E+03,3.185819E+03,1.270996E-01,2.841818E-01,8.003332E+02,5.985238E+02,2.764731E-02,5.338966E-02,6.515673E+02,3.439853E+02,2.250819E-02,3.068417E-02,2.007164E+03,2.344110E+04,6.933791E-02,2.091033E+00,4.174626E+02,1.843000E+04,1.442135E-02,1.644026E+00
10:30:00,6.617134E+03,3.023924E+03,2.285877E-01,2.697404E-01,3.159342E+03,2.064594E+03,1.091392E-01,1.841662E-01,9.290884E+02,3.024855E+02,3.209513E-02,2.698229E-02,2.172523E+02,2.704021E+03,7.505065E-03,2.412130E-01,1.809112E+02,3.422648E+02,6.249662E-03,3.053139E-02,3.364802E+02,4.064970E+02,1.162391E-02,3.626115E-02,1.960431E+02,7.122822E+02,6.772390E-03,6.353840E-02,1.159561E+03,5.301938E+02,4.005678E-02,4.729449E-02,5.353978E+03,1.151237E+04,1.849545E-01,1.026935E+00,3.865596E+03,9.258061E+03,1.335377E-01,8.258478E-01,1.058737E+04,1.001964E+04,3.657398E-01,8.937804E-01,2.729995E+03,2.039698E+03,9.430701E-02,1.819477E-01,2.365069E+03,1.093362E+03,8.170049E-02,9.753092E-02,0.000000E+00,2.952580E+04,0.000000E+00,2.633808E+00,1.939787E+03,1.718619E+04,6.700962E-02,1.533105E+00,1.939965E+03,1.077905E+04,6.701576E-02,9.615352E-01,0.000000E+00,3.522280E+04,0.000000E+00,3.141983E+00,0.000000E+00,2.767631E+04,0.000000E+00,2.468845E+00,1.939325E+03,1.079461E+04,6.699347E-02,9.629287E-01,0.000000E+00,3.228100E+04,0.000000E+00,2.879576E+00,3.648315E+03,3.257076E+03,1.260305E-01,2.905378E-01,7.956415E+02,6.109515E+02,2.748523E-02,5.449820E-02,6.484818E+02,3.532867E+02,2.240159E-02,3.151386E-02,1.961637E+03,2.341895E+04,6.776520E-02,2.089061E+00,3.821787E+02,1.858867E+04,1.320247E-02,1.658182E+00
