Date/Time,EAST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-EAST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-EAST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-EAST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-WEST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-WEST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-WEST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 03/01  15:00:00,0.0,310.5009278185523,25.391654313391159,91.10302642514162,25.39165124022197,53.86287084525963,0.0,310.5009278185523,196.28747168844837,53.86287084525963,25.391651240221966,261.9988701296133,107.22865104668223,85.40206647102055,315.36465033103596,197.4416783215024,310.5009278185523,78.36771200093465,302.6561996261862,0.0,302.6561996261862,1089562.3186542704,0.0,1089562.3186542704,172.2166024163583,672.5169396277231,255.34247789151349,417.17446173620967,2421060.982659803,919232.9204094487,1501828.0622503549,20.0,2066520.6827230994,0.0 
 03/01  16:00:00,0.0,137.46847151057535,16.06748637770362,39.447858645203279,16.067485254756418,36.73073404856234,0.0,137.46847151057535,38.85595566246188,36.73073404856234,16.067485254756414,62.236327929961507,64.79856108920925,49.81154449973272,90.30415497060845,73.94315712574478,137.46847151057535,43.68209042549922,168.70028666590816,0.0,168.70028666590816,607321.0319972695,0.0,607321.0319972695,69.91701438642521,277.74788210578898,74.08311964284457,203.6647624629444,999892.3755808403,266699.23071424048,733193.1448665999,20.0,2951480.082565128,0.0 
 03/01  17:00:00,0.0,32.43530532584403,4.152420812165917,9.665017817077017,4.152420560640847,9.617173140956402,0.0,32.43530532584403,4.948199340320142,9.617173140956402,4.152420560640846,10.460796345231238,16.571175916726746,12.64264857487133,17.414799121001584,14.098838594221338,32.43530532584403,10.979567298413983,42.403102339370288,0.0,42.403102339370288,152651.16842173303,0.0,152651.16842173303,12.562560156940802,49.421529031509368,7.018426692139074,42.40310233937029,177917.50451343374,25266.33609170067,152651.16842173306,20.0,4489907.340980711,0.0 
 03/01  18:00:00,0.0,3.756263741580611,0.478137641808006,1.1139330015494089,0.4781376147801985,1.113617676973727,0.0,3.756263741580611,0.4941353341769663,1.113617676973727,0.4781376147801984,1.1299306939183687,1.9169634520039399,1.4618391396921009,1.9332764689485822,1.5148171420502595,3.756263741580611,1.266389923486429,4.890799433862866,0.0,4.890799433862866,17606.87796190632,0.0,17606.87796190632,1.3209597511607814,5.13468479470107,0.24388536083820443,4.890799433862866,18484.865260923856,877.9872990175359,17606.87796190632,20.0,5765648.475599066,0.0 
 03/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6649647.870085098,0.0 
 03/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7325740.739123762,0.0 
 03/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7796401.118164201,0.0 
 03/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8014343.246212784,0.0 
 03/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8113223.946076531,0.0 
 03/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8162269.421349239,0.0 
 03/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8239453.3433752809,0.0 
 03/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8351144.122066885,0.0 
 03/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8494699.347042142,0.0 
 03/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8669879.863843173,0.0 
 03/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8866415.108044366,0.0 
 03/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,9002940.010059074,0.0 
 03/02  07:00:00,0.0,24.769844113192084,2.76306829245387,21.600566638087576,17.972843076614024,6.2198369699488229,0.0,24.769844113192084,2.7630682924538689,6.2198369699488229,2.7630680693525768,6.390791630826126,11.152253564517233,71.91480405056275,26.532983232655988,8.617893403837492,24.769844113192084,71.96211930335773,285.04352068844318,52.12677987086984,232.91674081757334,1026156.6744783954,187656.4075351314,838500.266943264,7.625086982787561,29.44809525639925,0.0,29.44809525639925,106013.14292303729,0.0,106013.14292303729,20.0,8693422.970779544,0.0 
 03/02  08:00:00,0.0,141.15679565121602,14.691971034796947,109.10203745556847,87.83985024113712,32.62978165073043,0.0,141.15679565121602,14.691971034796943,32.62978165073043,14.691969711067263,35.954156925498619,59.76821615394307,215.56701258422886,136.24047195878115,46.48895577149554,141.15679565121602,221.53135575922614,904.2753327145307,369.1437136757862,535.1316190387445,3255391.1977723108,1328917.3692328302,1926473.82853948,41.49063931025011,160.23689977769647,0.0,160.23689977769647,576852.8391997074,0.0,576852.8391997074,20.0,6754213.077285698,0.0 
 03/02  09:00:00,0.0,314.6410755013179,25.165401015374614,278.7944858177125,229.60977349138273,54.07375581408519,0.0,314.6410755013179,25.165401015374614,54.07375581408519,25.165398184040293,74.35018020754855,107.7069328245419,345.0209512404875,332.4276628281692,85.76806272206894,314.6410755013179,367.9487686619391,1522.3832010540467,882.4787986584371,639.9044023956094,5480579.523794567,3176923.675170373,2303655.848624194,78.35840630331076,302.62026101057776,0.0,302.62026101057776,1089432.9396380797,0.0,1089432.9396380797,20.0,4108463.5948162528,0.0 
 03/02  10:00:00,0.0,513.1867807110386,27.41743933648732,523.596418061431,420.766647548718,55.643320138041747,0.0,513.1867807110386,27.417439336487314,55.643320138041747,27.417435236855377,130.2472057495684,130.8680824460748,403.56202946803429,598.8211803694642,108.41775997813392,513.1867807110386,371.5578366741333,1484.0436957477419,876.9320087978246,607.1116869499174,5342557.304691872,3156955.231672168,2185602.073019703,102.417832461529,395.5377942689986,0.0,395.5377942689986,1423936.0593683948,0.0,1423936.0593683948,20.0,2122338.9753164069,0.0 
 03/02  11:00:00,0.0,674.7044365369584,23.21824487615305,717.9572618463762,494.4195077126378,45.086373259267599,0.0,674.7044365369584,23.218244876153045,45.0863732592676,23.21824077277871,287.5314269871658,132.64789889818005,320.84977436204999,805.5187874852886,114.53956797946072,674.7044365369584,196.75741290525199,727.1263171305382,252.93845544062598,474.1878616899121,2617654.741669937,910578.4395862535,1707076.3020836835,110.74858365322257,427.71116556353408,0.0,427.71116556353408,1539760.1960287227,0.0,1539760.1960287227,20.0,1355698.4467480914,0.0 
 03/02  12:00:00,0.0,705.3064084364121,19.376792562274518,749.3664114788327,232.74514778872143,37.059523979721699,0.0,705.3064084364121,19.376792562274514,37.059523979721699,19.376788961691948,586.9509003314006,124.31437231447299,181.98307249058349,836.6212598135841,109.45398542703504,705.3064084364121,106.64989527164845,411.8820260193754,0.0,411.8820260193754,1482775.2936697517,0.0,1482775.2936697517,106.64989527164843,411.8820260193754,0.0,411.8820260193754,1482775.2936697517,0.0,1482775.2936697517,20.0,1385168.0771882833,0.0 
 03/02  13:00:00,0.0,670.46963055417,16.821796084175394,592.3964590187434,16.821793140405786,32.759346999172,0.0,670.46963055417,164.8784773573409,32.759346999172,16.82179314040578,705.1984006891983,114.36960751215529,101.20827488518487,786.8086612021816,151.61740767660647,670.46963055417,98.40213033894045,380.02914775857138,0.0,380.02914775857138,1368104.9319308568,0.0,1368104.9319308568,98.40213033894045,380.0291477585713,0.0,380.0291477585713,1368104.9319308568,0.0,1368104.9319308568,20.0,1475403.6800079013,0.0 
 03/02  14:00:00,0.0,582.9447052568805,13.037791803925972,275.50081102260637,13.037789455583138,25.17517339646343,0.0,582.9447052568805,412.9239026793886,25.17517339646343,13.037789455583133,628.381287487177,94.74076943260809,84.63553827037365,697.9468835233216,248.423101614494,582.9447052568805,82.59698057616756,318.98964003801276,0.0,318.98964003801276,1148362.7041368457,0.0,1148362.7041368457,134.97107963046643,493.5642953919609,165.3183286208428,328.24596677111819,1776831.4634110598,595145.983035034,1181685.4803760255,20.0,1557103.9223171129,0.0 
 03/02  15:00:00,0.0,459.36025827480526,7.762707809211179,101.62365704445699,7.762706367368426,14.848734930248943,0.0,459.36025827480526,427.3637250429171,14.848734930248945,7.762706367368423,521.2248861677156,67.4850516474289,61.53081634717475,573.8612028848954,355.51752375630726,459.36025827480526,60.40618208275312,233.2887491072272,0.0,233.2887491072272,839839.496786018,0.0,839839.496786018,315.78258400271155,1262.8109631742762,1000.022131644387,262.7888315298893,4546119.467427394,3600079.6739197929,946039.7935076017,20.0,1018079.1410200195,0.0 
 03/02  16:00:00,0.0,296.2369419610814,3.912730052883568,42.448106300779759,3.9127293117701327,7.438111721932897,0.0,296.2369419610814,330.95040170887958,7.438111721932897,3.912729311770131,369.4859737082917,40.435610213601069,37.45497414623706,402.48347219995989,427.3396251164442,296.2369419610814,36.917448018033777,142.57522941210949,0.0,142.57522941210949,513270.8258835942,0.0,513270.8258835942,468.67361149239158,2015.822163786454,1840.774104365985,175.04805942046898,7256959.7896312349,6626786.775717546,630173.0139136883,20.14632457123685,81883.4345672278,0.0 
 03/02  17:00:00,0.0,121.15955370942808,2.785402474901514,14.141754129709567,2.7854019459090995,5.2905259768339729,0.0,121.15955370942808,172.54609530119039,5.290525976833973,2.785401945909098,183.9024469559984,19.807875140420017,17.688026437880067,198.41979611958448,374.4263874867752,121.15955370942808,17.308244837049484,66.84446273636877,0.0,66.84446273636877,240640.06585092759,0.0,240640.06585092759,400.7298582941644,1763.8283084519717,1648.914791710924,114.91351674104813,6349781.910427099,5936093.250159326,413688.66026777328,20.559849498422446,0.0,0.0 
 03/02  18:00:00,0.0,14.88197204527108,1.7642847401338209,3.938001311867222,1.7642844854705984,3.6100482540340987,0.0,14.88197204527108,21.44573991176021,3.6100482540340996,1.7642844854705977,23.619456483493616,6.638803949667906,5.181067750917274,26.648212179127424,78.68918973074213,14.88197204527108,4.776303331316403,18.446089309087843,0.0,18.446089309087843,66405.92151271623,0.0,66405.92151271623,80.03443470787602,341.30426031771227,236.39011032011593,104.91414999759627,1228695.337143764,851004.3971524173,377690.9399913466,20.017592241981249,1435545.5477730847,0.0 
 03/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000353269,4118828.9718248259,0.0 
 03/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000001,5803384.030997688,0.0 
 03/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6810658.143504811,0.0 
 03/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,7452171.804361802,0.0 
 03/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,7919956.17594688,0.0 
 03/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8178354.219237516,0.0 
 03/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8258024.780663813,0.0 
 03/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8287721.075971685,0.0 
 03/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8292551.872056983,0.0 
 03/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8283372.080607781,0.0 
 03/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8268703.34429111,0.0 
 03/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,8072771.996936406,0.0 
 03/03  07:00:00,0.0,42.96090562575647,4.2882381897978318,53.435757243243198,47.68172764485816,9.496571993751303,0.0,42.96090562575647,4.28823818979783,9.496571993751303,4.288237794961626,10.042267393346658,17.5916582593429,196.80812203136834,61.530843508834788,13.727874408733243,42.96090562575647,198.75783893621239,825.592266352935,424.0830688549555,401.50919749797949,2972132.1588705659,1526699.0478778398,1445433.110992726,12.286284671449366,47.44964643272962,0.0,47.44964643272962,170818.72715782666,0.0,170818.72715782666,20.0,6994166.920440877,0.0 
 03/03  08:00:00,0.0,266.13999165493899,20.04422386262027,285.3483492818067,251.48513677380255,43.52336071758777,0.0,266.13999165493899,20.044223862620265,43.52336071758777,20.044221748289556,53.90743425629377,87.8293725333721,626.8905567769871,329.65436109759107,70.15362827931114,266.13999165493899,656.385070849411,2802.574393346207,2016.4041411615672,786.1702521846404,10089267.816046346,7259054.908181641,2830212.907864705,63.9642300260844,247.02993461744817,0.0,247.02993461744817,889307.7646228134,0.0,889307.7646228134,20.0,2625036.4307141678,0.0 
 03/03  09:00:00,0.0,461.20243506102215,25.84509489251244,486.57831552893586,420.17269706064737,53.536715844015088,0.0,461.20243506102215,25.845094892512429,53.536715844015088,25.845091364626677,92.25070983291517,122.27404544761456,617.9471499464821,555.3156451325352,100.62964993240576,461.20243506102215,671.8800232241101,2839.4663868879936,2099.8321348200049,739.6342520679884,10222078.992796779,7559395.685352018,2662683.3074447589,94.28627762933658,364.1337195585623,0.0,364.1337195585623,1310881.3904108243,0.0,1310881.3904108243,20.67086527990033,116233.36026562554,0.0 
 03/03  10:00:00,0.0,610.5552078463579,25.84440569346923,648.4313201977514,528.1031107392828,51.21183553029027,0.0,610.5552078463579,25.844405693469225,51.21183553029028,25.844401444420705,146.17261090288936,134.70836253318078,500.48830753242216,731.9278472006419,114.09630071153465,610.5552078463579,462.7538108166892,1860.4324874479217,1238.9418456601243,621.4906417877971,6697556.954812517,4460190.644376447,2237366.31043607,109.22614727606214,421.83151441232345,0.0,421.83151441232345,1518593.4518843645,0.0,1518593.4518843645,22.745890740975218,0.0,0.0 
 03/03  11:00:00,0.0,702.207269282598,22.45546971021432,740.3526524596605,508.9757525578751,43.514931664634087,0.0,702.207269282598,22.455469710214318,43.514931664634087,22.45546571363117,294.0011846538334,133.1599131524395,332.03908473746449,829.9976339474658,115.6865591664623,702.207269282598,202.03520753103468,745.8758492355909,270.6129047516223,475.26294448396859,2685153.057248127,974206.4571058402,1710946.6001422869,112.07733290040156,432.84279678179078,0.0,432.84279678179078,1558234.0684144467,0.0,1558234.0684144467,23.723637009099137,0.0,0.0 
 03/03  12:00:00,0.0,728.3618778056157,18.570788755887276,760.6515367838443,234.0795659447638,35.867895941276248,0.0,728.3618778056157,18.570788755887265,35.86789594127625,18.57078541369733,595.1380177191973,124.75908573228667,184.8282383440883,849.5427265748548,110.3614537632846,728.3618778056157,107.4521616957617,414.9803799308296,0.0,414.9803799308296,1493929.3677509865,0.0,1493929.3677509865,107.4521616957617,414.98037993082957,0.0,414.98037993082957,1493929.3677509865,0.0,1493929.3677509865,23.948584011493439,0.0,0.0 
 03/03  13:00:00,0.0,695.2613864481755,14.57542019675872,608.5294243986032,14.575417605320267,28.25331283635006,0.0,695.2613864481755,168.8727364318197,28.253312836350064,14.575417605320262,727.1262303411586,110.38810199105467,99.04266222224176,809.2610194958631,152.43886315463238,695.2613864481755,96.69453286042574,373.4344042073961,0.0,373.4344042073961,1344363.855146626,0.0,1344363.855146626,96.69453286042573,373.4344042073961,0.0,373.4344042073961,1344363.855146626,0.0,1344363.855146626,23.98242009916131,0.0,0.0 
 03/03  14:00:00,0.0,603.6035552105298,10.531747090132616,279.2522858418039,10.531745165872778,20.24820764369437,0.0,603.6035552105298,424.27930868972057,20.248207643694376,10.531745165872773,646.049772443901,89.70664023779399,81.582829094323,715.5082050380006,253.7708408635142,603.6035552105298,79.99186860703448,308.9286944260099,0.0,308.9286944260099,1112143.2999336357,0.0,1112143.2999336357,134.8327361069715,491.6105818092426,175.25100082416345,316.35958098507919,1769798.094513273,630903.6029669885,1138894.4915462849,23.938698440442577,0.0,0.0 
 03/03  15:00:00,0.0,466.6860705000335,7.146919401686882,101.43233025894424,7.146918069481307,13.655570132896355,0.0,466.6860705000335,427.72006938562768,13.655570132896357,7.146918069481305,522.005462655292,66.49182718744042,61.016699861448518,574.8417197098362,360.04466870343097,466.6860705000335,59.99095784689523,231.68515260034008,0.0,231.68515260034008,834066.5493612243,0.0,834066.5493612243,318.73171024570697,1275.1803934243756,1015.8306760192802,259.3497174050955,4590649.416327752,3656990.433669409,933658.9826583437,24.47454592036022,0.0,0.0 
 03/03  16:00:00,0.0,297.22051118405576,5.382813860472509,44.54926601251835,5.382812847460041,10.253848077688419,0.0,297.22051118405576,322.1320605806885,10.253848077688419,5.382812847460039,361.29851273273439,44.618825965893069,40.5089399006644,395.66349062093897,423.4557280496526,297.22051118405576,39.75607658074124,153.53801639419133,0.0,153.53801639419133,552736.8590190887,0.0,552736.8590190887,463.6303204955641,1991.122883649919,1791.6113612981918,199.5115223517273,7168042.381139709,6449800.90067349,718241.4804662183,25.905634434000118,0.0,0.0 
 03/03  17:00:00,0.0,123.31495702961112,4.574503878691468,17.22750329455604,4.574503016600448,8.710221797455202,0.0,123.31495702961112,165.93552089245939,8.710221797455203,4.574503016600447,178.5885858979002,24.987105040528307,21.49609286564047,194.86546914097333,367.9084682614084,123.31495702961112,20.858728967894505,80.55643679351388,0.0,80.55643679351388,290003.17245664997,0.0,290003.17245664997,393.5373906645458,1723.1655900778547,1549.4644444097206,173.70114566813417,6203396.124280277,5578071.999874993,625324.124405283,26.963134652542157,0.0,184670.09339184519 
 03/03  18:00:00,0.0,16.793502697932778,2.0848743633980586,4.607919933625503,2.084874061982242,4.264494759172964,0.0,16.793502697932778,22.151739229158865,4.264494759172964,2.0848740619822414,24.67478479938631,7.764221155101973,6.042281626626981,28.17451119531532,83.54822200342579,16.793502697932778,5.564942412842401,21.4918144067977,0.0,21.4918144067977,77370.5318644717,0.0,77370.5318644717,84.96430585611378,360.5129024954877,237.467300415453,123.04560208003477,1297846.448983756,854882.2814956307,442964.1674881252,26.104099135120319,0.0,0.0 
 03/03  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.30589359036994,0.0,0.0 
 03/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61017891689393,315348.5891829754,0.0 
 03/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000003163516,2194247.277330964,0.0 
 03/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000129,3698219.6095654966,0.0 
 03/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,4539658.876991604,0.0 
 03/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5074564.72858122,0.0 
 03/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5490664.745617674,0.0 
 03/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5856703.07334491,0.0 
