Date/Time,EAST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-EAST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-EAST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-EAST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-WEST WINDOW OVERHANG:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-WEST WINDOW LEFT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),Mir-WEST WINDOW RIGHT FIN:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1 EAST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2 WEST WINDOW:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6199546.447283174,0.0 
 01/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5902960.169818909,0.0 
 01/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5827141.524930478,0.0 
 01/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5806632.989272759,0.0 
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5784765.436632544,0.0 
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5767804.961408174,0.0 
 01/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5431894.119674669,0.0 
 01/01  08:00:00,0.0,21.28967788716912,2.64501042229486,23.46194672325918,19.78095722357361,5.9952816663396419,0.0,21.28967788716912,2.6450104222948598,5.9952816663396419,2.645010221515603,6.325999721201175,10.47787655404598,26.23609124816329,27.94454161096552,8.033506780510699,21.28967788716912,25.725616431275495,103.50145971787043,34.616529667316758,68.88493005055369,372605.2549843336,124619.5068023403,247985.74818199327,7.056999481927353,27.254140633053376,0.0,27.254140633053376,98114.90627899216,0.0,98114.90627899216,20.0,4986595.74584846,0.0 
 01/01  09:00:00,0.0,96.95523105932236,11.156621990695327,95.85572250408502,78.36540963604185,25.179109355207449,0.0,96.95523105932236,11.15662199069532,25.179109355207449,11.156621110000561,28.647037352381078,44.793975807424249,84.53450885628864,115.47058895630183,34.53201919003173,96.95523105932236,83.5413968859543,334.02639969006006,115.26156407658539,218.76483561347465,1202495.038884216,414941.63067570739,787553.4082085089,30.48217520485607,117.72219793441556,0.0,117.72219793441556,423799.9125638961,0.0,423799.9125638961,20.0,4060211.256477911,0.0 
 01/01  10:00:00,0.0,160.78952649948583,15.034414080009226,203.90564112106007,164.4125305610631,32.61845579899236,0.0,160.78952649948583,15.03441408000922,32.61845579899236,15.034412485819466,64.05439739154325,61.965361361569247,100.66478377398804,233.25254668363696,48.71934206687482,160.78952649948583,90.67090627526798,345.8530783278876,120.94982966821917,224.90324865966847,1245071.0819803954,435419.386805589,809651.6951748064,44.09388094766643,170.290622166321,0.0,170.290622166321,613046.2397987555,0.0,613046.2397987555,20.0,3094411.2066860806,0.0 
 01/01  11:00:00,0.0,387.31353899532987,16.101806241422375,741.0738793760149,542.4728077184905,31.25583425308505,0.0,387.31353899532987,16.101806241422368,31.25583425308505,16.101803392178334,385.5330792604873,83.91926025643756,196.980319486805,793.7373053793676,71.3662647686766,387.31353899532987,102.62989830407088,375.56568498891979,90.6414911610513,284.9241938278685,1352036.4659601113,326309.36817978476,1025727.0977803265,68.74449989399072,265.49134269569915,0.0,265.49134269569915,955768.8337045166,0.0,955768.8337045166,20.0,1860902.7764316658,0.0 
 01/01  12:00:00,0.0,477.27341316434549,13.479021974391591,892.4248517264435,226.26814872089168,25.97545455212272,0.0,477.27341316434549,13.479021974391588,25.97545455212272,13.479019530524028,765.2101102428713,85.35121578415792,119.62457356139888,951.8006129584787,74.92696050815155,477.27341316434549,72.85219502734423,281.35526632624899,0.0,281.35526632624899,1012878.9587744962,0.0,1012878.9587744962,72.85219502734421,281.3552663262489,0.0,281.3552663262489,1012878.9587744962,0.0,1012878.9587744962,20.0,1193715.9538416598,0.0 
 01/01  13:00:00,0.0,456.3795957600951,9.004770630430132,700.1307783692079,9.004768967692419,17.256176056725029,0.0,456.3795957600951,298.4572748846595,17.25617605672503,9.004768967692414,872.985457634404,70.6686357813885,63.74767358392025,926.3979173590676,124.39491849632045,456.3795957600951,62.4230676748976,241.07796373163758,0.0,241.07796373163758,867880.6694338953,0.0,867880.6694338953,62.4230676748976,241.07796373163755,0.0,241.07796373163755,867880.669433895,0.0,867880.669433895,20.0,801915.4005729893,0.0 
 01/01  14:00:00,0.0,378.6222976521789,4.356637869069639,344.13501199504449,4.356637046073395,8.289062898801563,0.0,378.6222976521789,622.1637022946922,8.289062898801563,4.356637046073393,789.4974202069593,49.90819747636143,46.58625727005246,831.1165547845192,204.5402267794023,378.6222976521789,45.98325828319193,177.5873997476695,0.0,177.5873997476695,639314.6390916102,0.0,639314.6390916102,109.77074289828664,389.4062927351229,208.32204281261586,181.08424992250705,1401862.6538464428,749959.3541254171,651903.2997210254,20.0,536489.2987923379,0.0 
 01/01  15:00:00,0.0,246.3125574545871,1.1607678171152354,70.73943650078474,1.1607675944658218,2.197643765014239,0.0,246.3125574545871,554.6984080833637,2.1976437650142395,1.1607675944658214,617.4415647316123,27.82905689339292,26.948795604681423,643.0729778599909,266.3975022606151,246.3125574545871,26.795023578483226,103.48241384233684,0.0,103.48241384233684,372536.68983241266,0.0,372536.68983241266,276.2561088462395,1098.498989013622,989.7797714713613,108.71921754226068,3954596.360449039,3563207.1772969008,391389.1831521385,20.18154110060584,48996.43740043996,0.0 
 01/01  16:00:00,0.0,103.15812776007532,0.8066431240627154,18.86268474352678,0.8066429699474765,1.5291520592779318,0.0,103.15812776007532,361.7514409954681,1.5291520592779318,0.8066429699474762,379.8071203219047,12.540144485157799,11.92756072119332,390.81811274778456,290.88824058610705,103.15812776007532,11.819457895360913,45.64676085233919,0.0,45.64676085233919,164328.33906842106,0.0,164328.33906842106,306.81025908016388,1312.3181411571066,1252.228206473508,60.089934683598567,4724345.308165584,4508021.54330463,216323.7648609548,21.216623054987026,0.0,0.0 
 01/01  17:00:00,0.0,10.185882741086554,1.1769051601586192,3.0259849391126876,1.1769049644940988,2.3250963584367048,0.0,10.185882741086554,54.515558378767568,2.3250963584367048,1.1769049644940984,56.364638157721639,4.365064676294259,3.429536016388602,58.40460647557919,64.53458142032055,10.185882741086554,3.2121922260839228,12.405490307076269,0.0,12.405490307076269,44659.765105474566,0.0,44659.765105474566,65.38846591409348,278.89648248880317,215.51033671683818,63.38614577196495,1004027.3369596913,775837.2121806174,228190.1247790738,20.66400501808574,106788.27486860701,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000003790648,1371176.3141322584,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000037,2769545.4588899009,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3898218.8357470019,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4558369.208715173,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5022202.56295523,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5422607.670904227,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6023984.319753313,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6765474.14315432,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7337722.61588702,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7881975.89932431,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8302638.683932333,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8636845.772006954,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8989661.750622742,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9301923.619943636,0.0 
 01/02  08:00:00,0.0,6.608246470101442,0.8423828087060949,2.282590498850067,1.160390355054577,1.9585114998253344,0.0,6.608246470101442,0.8423828087060946,1.9585114998253344,0.8423827600144651,1.9645830959353965,3.3726307274917048,2.9128689809870389,3.6967097265164376,2.572329215317768,6.608246470101442,2.5793533865329278,10.145515815094783,1.532556454698064,8.612959360396719,36523.85693434122,5517.20323691303,31006.653697428188,2.2301803811221996,8.612959360396719,0.0,8.612959360396719,31006.65369742819,0.0,31006.65369742819,20.0,9468801.758381986,0.0 
 01/02  09:00:00,0.0,29.08783526432979,3.6974014024576666,10.587047356668198,5.606389245786547,8.57254405943574,0.0,29.08783526432979,3.6974014024576649,8.57254405943574,3.697401181354828,8.678058140494699,14.785904403523654,12.658054703866116,16.80040770075611,11.283770740495975,29.08783526432979,11.260472838186212,44.09021669807921,6.253854379370176,37.836362318709038,158724.78011308515,22513.87576573263,136210.9043473525,9.797087087652234,37.836362318709038,0.0,37.836362318709038,136210.9043473525,0.0,136210.9043473525,20.0,9469225.526700745,0.0 
 01/02  10:00:00,0.0,49.94112909948026,6.375545217682105,17.791388087849506,9.082135228651254,14.746255705362613,0.0,49.94112909948026,6.3755452176821019,14.74625570536261,6.375544825360623,15.159046340994586,25.435861081416264,20.489235928481773,28.480993463903159,19.412853361939275,49.94112909948026,17.94977848846289,69.38007412722149,4.220696546600052,65.15937758062144,249768.2668579974,15194.507567760185,234573.7592902372,16.871920491651108,65.15937758062145,0.0,65.15937758062145,234573.7592902372,0.0,234573.7592902372,20.0,9361171.60739596,0.0 
 01/02  11:00:00,0.0,65.31489918499227,8.394496476955265,22.771175107717949,10.93659821508055,19.383291212265556,0.0,65.31489918499227,8.394496476955263,19.38329121226555,8.39449595025274,21.025029097136938,33.41140331419004,26.113972905994389,36.79928720964243,25.495593975261266,65.31489918499227,22.357456367283438,86.21708496597052,0.5936648575775783,85.62342010839294,310381.5058774938,2137.1934872792819,308244.31239021455,22.170738732189535,85.62342010839294,0.0,85.62342010839294,308244.3123902146,0.0,308244.3123902146,20.0,9176111.489697086,0.0 
 01/02  12:00:00,0.0,73.24241099810065,9.447747895691938,25.332039682341603,10.334519866843966,21.796468350728746,0.0,73.24241099810065,9.447747895691937,21.796468350728746,9.447747297059,24.801479670840274,37.556505001200509,28.842459889097435,41.09207633281337,28.65586664782118,73.24241099810065,24.925782551944168,96.26340271092961,0.0,96.26340271092961,346548.2497593466,0.0,346548.2497593466,24.92578255194417,96.26340271092961,0.0,96.26340271092961,346548.2497593466,0.0,346548.2497593466,20.0,9210371.215246609,0.0 
 01/02  13:00:00,0.0,72.10377341080339,9.295161658000695,24.266234672074078,9.29516106973394,21.446691936601444,0.0,72.10377341080339,10.47414009010013,21.446691936601444,9.29516106973394,24.970916979378189,36.95679200635735,28.19890537523267,40.4810170491341,28.446418089389629,72.10377341080339,24.527638727744529,94.7257707747636,0.0,94.7257707747636,341012.77478914897,0.0,341012.77478914897,24.52763872774453,94.7257707747636,0.0,94.7257707747636,341012.77478914897,0.0,341012.77478914897,20.0,9472321.344615182,0.0 
 01/02  14:00:00,0.0,62.14991580213761,7.973025012435299,19.856466988917789,7.973024513940319,18.415772341665507,0.0,62.14991580213761,10.621872813809532,18.415772341665507,7.973024513940319,21.770390601443148,31.751424147839715,24.23053059318969,35.106042407617369,24.91020963118829,62.14991580213761,21.06900962331676,81.36854094202144,0.0,81.36854094202144,292926.7473912772,0.0,292926.7473912772,21.344966734648034,82.28239031024246,0.913849368221002,81.36854094202144,296216.6051168728,3289.8577255956076,292926.7473912772,20.0,9686249.24530894,0.0 
 01/02  15:00:00,0.0,45.21952162125167,5.75806605274331,13.651654380301327,5.758065700613903,13.325135066626622,0.0,45.21952162125167,8.365779800894597,13.325135066626622,5.758065700613902,16.226331650898787,22.991498656203679,17.548686095123487,25.892695240475847,18.674078932151468,45.21952162125167,15.249362125459129,58.89305518527729,0.0,58.89305518527729,212014.99866699827,0.0,212014.99866699827,16.420310437602884,63.560547169213069,4.667491983935781,58.89305518527729,228817.96980916704,16802.97114216881,212014.99866699827,20.0,9853083.097214947,0.0 
 01/02  16:00:00,0.0,23.474428876854608,2.9744648741362815,6.983089284822526,2.9744646980239488,6.902059693704812,0.0,23.474428876854608,4.654686064130911,6.902059693704812,2.9744646980239488,8.663311209153262,11.90837822592866,9.088484656709593,13.669629741377113,10.392041187937139,23.474428876854608,7.888892703730547,30.46691327343282,0.0,30.46691327343282,109680.88778435815,0.0,109680.88778435815,9.267639575132148,36.39709109415227,5.93017782071945,30.466913273432828,131029.52793894819,21348.640154590023,109680.88778435816,20.0,10147315.735718765,0.0 
 01/02  17:00:00,0.0,2.97198948942724,0.38370139362651659,0.8923930318587596,0.3837013701931151,0.8880512027663411,0.0,2.97198948942724,0.725852746508362,0.8880512027663411,0.3837013701931151,1.2345443847406049,1.5280669908331955,1.1653281234474498,1.8745601728074593,1.5618229216045594,2.97198948942724,1.0120432483381748,3.908512263261169,0.0,3.908512263261169,14070.644147740208,0.0,14070.644147740208,1.4152336458802486,5.683717372666833,1.7752051094056636,3.9085122632611695,20461.382541600597,6390.738393860389,14070.64414774021,20.0,10638224.380890843,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11081860.779544818,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11311275.484542236,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11430275.0271875,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11520777.059382558,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11633872.794863388,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11787337.864363913,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11842100.429826759,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11851441.263678289,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11849834.388554547,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11776034.872658816,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11769054.098877214,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11903760.560360527,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12130721.820235018,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12306363.303946566,0.0 
 01/03  08:00:00,0.0,18.877538392859046,2.437485881873241,16.235286595808767,12.94231825449922,5.529045588338905,0.0,18.877538392859046,2.43748588187324,5.529045588338905,2.4374856981342196,5.730467790233711,9.586076850131973,18.63691480771425,20.292317857601835,7.331648065361627,18.877538392859046,18.02263326547692,71.63927499391628,16.918669597211463,54.720605396704829,257901.38997809863,60907.210549961266,196994.17942813738,6.42912728374019,24.829297435487523,0.0,24.829297435487523,89385.47076775508,0.0,89385.47076775508,20.0,12204379.584283127,0.0 
 01/03  09:00:00,0.0,82.26052208373814,10.130708480155782,65.29922579097706,50.47193797990439,22.881242685408777,0.0,82.26052208373814,10.130708480155779,22.881242685408777,10.130707685875948,24.957991645925035,40.11582076466563,61.1952832814592,82.53380387023391,30.789740387472059,82.26052208373814,59.368332471556637,234.95122054459729,56.9183832156159,178.03283732898144,845824.3939605503,204906.17957621724,640918.214384333,27.101211924005484,104.66491360734837,0.0,104.66491360734837,376793.6889864541,0.0,376793.6889864541,20.0,11658779.434663596,0.0 
 01/03  10:00:00,0.0,110.08945032493704,13.688510041987124,49.12812076839194,29.37358960552229,31.531139416730555,0.0,110.08945032493704,13.688510041987119,31.531139416730555,13.688509159438736,33.819257298654338,54.75871108341754,48.309964223707627,72.35569243507894,41.884646933416998,110.08945032493704,43.02111667022374,166.43713561162537,12.10000008819581,154.33713552342955,599173.6882018512,43560.00031750492,555613.6878843465,36.511323381915278,141.0067755705487,0.0,141.0067755705487,507624.3920539754,0.0,507624.3920539754,20.000000000000005,11432222.170462966,0.0 
 01/03  11:00:00,0.0,196.67069949197259,17.039012973885048,237.5648853642149,153.65889768870142,36.85973103831277,0.0,196.67069949197259,17.039012973885045,36.85973103831277,17.03901113364861,153.3479408805789,71.55567526082106,86.15452925138732,272.26082958672319,56.591413952139237,196.67069949197259,53.576619798252767,205.57337694576177,3.5470726503130525,202.0263042954487,740064.1570047422,12769.461541126988,727294.6954636152,51.41761313572016,198.57488483676716,0.0,198.57488483676716,714869.5854123618,0.0,714869.5854123618,20.0,11264425.873428548,0.0 
 01/03  12:00:00,0.0,450.83086234364199,13.416169577080615,833.9467451548278,212.21839581673928,25.879235358145399,0.0,450.83086234364199,13.41616957708061,25.879235358145399,13.416167152339508,714.8830945796383,82.55830872203642,114.09812090109408,890.6258185187188,72.17160270156413,450.83086234364199,70.09072300191269,270.6904579855235,0.0,270.6904579855235,974485.6487478846,0.0,974485.6487478846,70.09072300191268,270.6904579855235,0.0,270.6904579855235,974485.6487478846,0.0,974485.6487478846,20.0,10147695.504224997,0.0 
 01/03  13:00:00,0.0,416.4407640462932,11.583390676940346,635.3240865699587,11.58338855051845,22.237819775376058,0.0,416.4407640462932,250.50356603162423,22.23781977537606,11.583388550518448,778.2907535886818,73.88574847200649,64.96506488257224,829.9386822853122,115.25402990224032,416.4407640462932,63.23569533184052,244.21633273695626,0.0,244.21633273695626,879178.7978530425,0.0,879178.7978530425,63.23569533184052,244.21633273695626,0.0,244.21633273695626,879178.7978530425,0.0,879178.7978530425,20.0,9017045.06073115,0.0 
