Date/Time,ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 03/18  09:00:00,131.87454547246453,846.0635250628816,498.57957082635087,131.87454547246453,522.7477782149836,498.57957082635087,1745.64434942204,996.0632746696906,749.5810747523495,6284319.657919344,3585827.788810886,2698491.869108458,498.57957082635087,1745.64434942204,996.0632746696906,749.5810747523495,6284319.657919344,3585827.788810886,2698491.869108458,20.0,3342308.7120576344,0.0 
 03/18  10:00:00,141.38662484409086,760.1736457196631,673.8645516014448,141.38662484409086,685.9322108210952,673.8645516014448,2580.557313434896,1731.516767706039,849.0405457288568,9290006.328365626,6233460.3637417419,3056545.964623885,673.8645516014448,2580.557313434896,1731.516767706039,849.0405457288568,9290006.328365626,6233460.3637417419,3056545.964623885,21.543089829431293,31097.768941471062,0.0 
 03/18  11:00:00,144.08932867535493,535.5702887313729,758.6271380531707,144.08932867535493,769.7966959458476,758.6271380531707,3036.48861552068,2148.241504760592,888.2471107600885,10931359.01587445,7733669.417138131,3197689.5987363189,758.6271380531707,3036.48861552068,2148.241504760592,888.2471107600885,10931359.01587445,7733669.417138131,3197689.5987363189,26.447363265775154,0.0,1413265.6223082636 
 03/18  12:00:00,145.1564359687381,258.03412464799689,675.7978920694175,145.1564359687381,690.0520891333177,675.7978920694175,2737.3604421050765,1766.0436411681688,971.3168009369077,9854497.591578275,6357757.108205407,3496740.483372868,675.7978920694175,2737.3604421050765,1766.0436411681688,971.3168009369077,9854497.591578275,6357757.108205407,3496740.483372868,26.99999864477371,0.0,6366751.171198539 
 03/18  13:00:00,155.8678713480371,155.8678713480371,510.7946445577991,220.06416775476448,557.5282515102583,510.7946445577991,2047.295852018416,1020.5277538430016,1026.7680981754145,7370265.067266298,3673899.913834806,3696365.153431492,510.7946445577991,2047.295852018416,1020.5277538430016,1026.7680981754145,7370265.067266298,3673899.913834806,3696365.153431492,26.99999999874412,0.0,6778971.787480582 
 03/18  14:00:00,155.97727092005196,155.97727092005196,339.8800260232316,270.3680219191033,427.0016504057239,339.8800260232316,1335.3084934156214,444.71020745974229,890.598285955879,4807110.576296236,1600956.746855072,3206153.829441164,339.8800260232316,1335.3084934156214,444.71020745974229,890.598285955879,4807110.576296236,1600956.746855072,3206153.829441164,26.99999999999923,0.0,4285626.299179172 
 03/18  15:00:00,132.19157734200523,132.19157734200523,299.8117981239667,327.75670815300068,369.21241478158228,299.8117981239667,1152.1745716847455,419.32061948998469,732.8539521947606,4147828.458065083,1509554.2301639452,2638274.2279011385,299.8117981239667,1152.1745716847455,419.32061948998469,732.8539521947606,4147828.458065083,1509554.2301639452,2638274.2279011385,27.0,0.0,2357770.64429998 
 03/18  16:00:00,98.3774854521387,98.3774854521387,236.6800210328307,366.7592935308741,276.4429531758661,236.6800210328307,858.3219809738876,307.60482143825336,550.7171595356342,3089959.1315059957,1107377.357177712,1982581.774328283,236.6800210328307,858.3219809738876,307.60482143825336,550.7171595356342,3089959.1315059957,1107377.357177712,1982581.774328283,26.991504652257324,0.0,684418.0798283073 
 03/18  17:00:00,59.336376940266678,59.336376940266678,132.0936619053866,309.33038525985458,154.57225892739698,132.0936619053866,429.72602424809898,117.53426774097193,312.1917565071271,1547013.6872931566,423123.36386749896,1123890.3234256574,132.0936619053866,429.72602424809898,117.53426774097193,312.1917565071271,1547013.6872931566,423123.36386749896,1123890.3234256574,25.92706359261979,0.0,0.0 
 03/18  18:00:00,20.38481426772107,20.38481426772107,34.67719985350199,141.91944806188347,43.31581928024982,34.67719985350199,108.73520606197399,8.788744905375343,99.94646115659866,391446.74182310639,31639.481659351226,359807.26016375518,34.67719985350199,108.73520606197399,8.788744905375343,99.94646115659866,391446.74182310639,31639.481659351226,359807.26016375518,23.21831953394063,0.0,0.0 
 03/18  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.492095279895524,384786.4029061777,0.0 
 03/18  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000043858587,2704215.62945271,0.0 
 03/18  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000003433,4552215.638726883,0.0 
 03/18  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5886015.834899433,0.0 
 03/18  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6910581.61956458,0.0 
 03/18  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.298313690125454,0.0,0.0 
 03/19  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.780525450495365,128681.39563577296,0.0 
 03/19  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00000003571795,1467089.9472604895,0.0 
 03/19  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000009,2413919.15397492,0.0 
 03/19  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2901105.55144152,0.0 
 03/19  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3170877.7045555047,0.0 
 03/19  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3222765.201019055,0.0 
 03/19  07:00:00,43.533493226778329,448.3625286276232,85.32686648924438,43.533493226778329,115.37173043809054,85.32686648924438,276.7003714353884,20.996459223086324,255.70391221230205,996121.3371673981,75587.25320311077,920534.0839642873,85.32686648924438,276.7003714353884,20.996459223086324,255.70391221230205,996121.3371673981,75587.25320311077,920534.0839642873,10.0,2457325.616633445,0.0 
 03/19  08:00:00,107.63968949396545,893.1387409787366,329.85430516772228,107.63968949396545,369.8671023079137,329.85430516772228,977.1575608779807,407.51017553198559,569.6473853459951,3517767.219160731,1467036.6319151479,2050730.5872455824,329.85430516772228,977.1575608779807,407.51017553198559,569.6473853459951,3517767.219160731,1467036.6319151479,2050730.5872455824,20.069214306852758,10554675.15174474,0.0 
 03/19  09:00:00,140.28737732530096,948.4128439300671,549.5635780687524,140.28737732530096,582.6286086970716,549.5635780687524,1905.1544102223289,1127.628626294258,777.5257839280706,6858555.876800383,4059463.054659329,2799092.822141054,549.5635780687524,1905.1544102223289,1127.628626294258,777.5257839280706,6858555.876800383,4059463.054659329,2799092.822141054,20.0,2218048.354583717,0.0 
 03/19  10:00:00,152.84070257151633,808.6980119034024,712.065990577665,152.84070257151633,738.4832967975642,712.065990577665,2717.905969276805,1810.774701718862,907.1312675579432,9784461.4893965,6518788.926187903,3265672.5632085956,712.065990577665,2717.905969276805,1810.774701718862,907.1312675579432,9784461.4893965,6518788.926187903,3265672.5632085956,23.195284300969449,0.0,0.0 
 03/19  11:00:00,155.1699854452803,570.665502267163,807.3621129120841,155.1699854452803,833.381018562128,807.3621129120841,3226.599730882953,2298.1177912316554,928.4819396512976,11615759.031178629,8273224.048433958,3342534.9827446716,807.3621129120841,3226.599730882953,2298.1177912316554,928.4819396512976,11615759.031178629,8273224.048433958,3342534.9827446716,26.929904461844747,0.0,4910317.290069292 
 03/19  12:00:00,146.73911174301225,286.06149684101566,832.9408460934297,146.73911174301225,857.6821876451375,832.9408460934297,3394.6123150500859,2535.1079367325608,859.5043783175252,12220604.334180309,9126388.572237218,3094215.7619430909,832.9408460934297,3394.6123150500859,2535.1079367325608,859.5043783175252,12220604.334180309,9126388.572237218,3094215.7619430909,26.999999999090286,0.0,12163984.525151635 
 03/19  13:00:00,135.26060848795448,135.26060848795448,788.2807324118747,266.535628553992,821.4350017154701,788.2807324118747,3221.584801090814,2526.4932852216468,695.0915158691674,11597705.28392693,9095375.826797927,2502329.457129003,788.2807324118747,3221.584801090814,2526.4932852216468,695.0915158691674,11597705.28392693,9095375.826797927,2502329.457129003,26.99999999999465,0.0,15113607.466413044 
 03/19  14:00:00,112.03800722393685,112.03800722393685,699.8738351117085,484.66964887447639,724.503379282473,699.8738351117085,2810.0756725440426,2264.967621060736,545.1080514833067,10116272.421158553,8153883.435818649,1962388.9853399038,699.8738351117085,2810.0756725440426,2264.967621060736,545.1080514833067,10116272.421158553,8153883.435818649,1962388.9853399038,26.999999999999959,0.0,15144924.75283362 
 03/19  15:00:00,82.58282120166879,82.58282120166879,566.6674278844869,649.1481954918211,583.1169388549779,566.6674278844869,2157.227082277008,1780.7828777121547,376.4442045648533,7766017.496197227,6410818.359763756,1355199.1364334718,566.6674278844869,2157.227082277008,1780.7828777121547,376.4442045648533,7766017.496197227,6410818.359763756,1355199.1364334718,27.0,0.0,12981814.959395364 
 03/19  16:00:00,47.503370916601578,47.503370916601578,389.0833233616595,719.5460245846867,397.7999812046898,389.0833233616595,1293.2752564704716,1094.895739638965,198.37951683150636,4655790.923293698,3941624.662700275,714166.2605934229,389.0833233616595,1293.2752564704716,1094.895739638965,198.37951683150636,4655790.923293698,3941624.662700275,714166.2605934229,27.0,0.0,8905230.962321852 
 03/19  17:00:00,24.105299977585525,24.105299977585525,196.95301705136618,632.5954243724259,196.40226956410667,196.95301705136618,482.76214373943989,382.73163052837188,100.03051321106804,1737943.7174619837,1377833.8699021387,360109.84755984498,196.95301705136618,482.76214373943989,382.73163052837188,100.03051321106804,1737943.7174619837,1377833.8699021387,360109.84755984498,27.0,0.0,3979507.6116661059 
 03/19  18:00:00,10.966122140232962,10.966122140232962,46.47750787619298,333.3494552135538,41.716217832878417,46.47750787619298,81.79655074821712,31.267664592736279,50.52888615548083,294467.58269358167,112563.5925338506,181903.990159731,46.47750787619298,81.79655074821712,31.267664592736279,50.52888615548083,294467.58269358167,112563.5925338506,181903.990159731,26.670075999965449,0.0,308704.08427662026 
 03/19  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.996276443566999,0.0,0.0 
 03/19  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.022565256905275,68013.84602860804,0.0 
 03/19  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000010657735996,1947509.607473568,0.0 
 03/19  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000031549,3736034.0596250265,0.0 
 03/19  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,4853047.213018168,0.0 
 03/19  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.601184692380297,0.0,0.0 
 03/20  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.019805264316443,0.0,0.0 
 03/20  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.076740975448484,0.0,0.0 
 03/20  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.036415958046505,455858.0100725698,0.0 
 03/20  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000146564,1504238.5066959602,0.0 
 03/20  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2224548.751061425,0.0 
 03/20  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2505392.273195088,0.0 
 03/20  07:00:00,45.1749442416168,448.9301779203219,85.05740547169472,45.1749442416168,119.2092621984192,85.05740547169472,276.2547078060252,19.668544975693377,256.5861628303318,994516.9481016905,70806.76191249615,923710.1861891945,85.05740547169472,276.2547078060252,19.668544975693377,256.5861628303318,994516.9481016905,70806.76191249615,923710.1861891945,10.0,1553755.409122419,0.0 
 03/20  08:00:00,107.99011742279501,895.0366676832696,326.7612342013488,107.99011742279501,373.7514169820477,326.7612342013488,962.4333735827934,394.6920319486038,567.7413416341896,3464760.1448980567,1420891.3150149738,2043868.8298830824,326.7612342013488,962.4333735827934,394.6920319486038,567.7413416341896,3464760.1448980567,1420891.3150149738,2043868.8298830824,20.114083686362279,10041982.71842673,0.0 
 03/20  09:00:00,138.1901117479193,941.9195045138424,540.8128401670325,138.1901117479193,580.8882681005985,540.8128401670325,1865.2808574439283,1100.1516118390612,765.129245604867,6715011.086798141,3960545.80262062,2754465.2841775214,540.8128401670325,1865.2808574439283,1100.1516118390612,765.129245604867,6715011.086798141,3960545.80262062,2754465.2841775214,20.278556308772929,983648.0321213228,0.0 
 03/20  10:00:00,148.2619649213948,794.9313100095523,695.2534423911554,148.2619649213948,728.6310606319644,695.2534423911554,2645.1504290983004,1766.8998392003639,878.2505898979362,9522541.544753882,6360839.42112131,3161702.1236325704,695.2534423911554,2645.1504290983004,1766.8998392003639,878.2505898979362,9522541.544753882,6360839.42112131,3161702.1236325704,24.72049849997182,0.0,387590.5042280328 
 03/20  11:00:00,149.3081012589503,553.3835748553067,780.3488598805755,149.3081012589503,814.326144993733,780.3488598805755,3112.641094535011,2237.181622407298,875.4594721277128,11205507.940326039,8053853.840666272,3151654.099659766,780.3488598805755,3112.641094535011,2237.181622407298,875.4594721277128,11205507.940326039,8053853.840666272,3151654.099659766,26.999999996771295,0.0,8514887.519210633 
 03/20  12:00:00,139.760098796303,273.26664954029567,792.777264403801,139.760098796303,830.6479335232434,792.777264403801,3228.142676599681,2458.3376689763979,769.8050076232835,11621313.63575885,8850015.608315032,2771298.02744382,792.777264403801,3228.142676599681,2458.3376689763979,769.8050076232835,11621313.63575885,8850015.608315032,2771298.02744382,26.999999999988327,0.0,15267791.409032224 
 03/20  13:00:00,124.91101462956036,124.91101462956036,749.3148560052155,252.54325412810915,788.2215715719874,749.3148560052155,3058.267381392213,2430.8596557639095,627.4077256283032,11009762.573011967,8751094.760750074,2258667.8122618917,749.3148560052155,3058.267381392213,2430.8596557639095,627.4077256283032,11009762.573011967,8751094.760750074,2258667.8122618917,26.999999999999895,0.0,17533171.841544145 
 03/20  14:00:00,102.903860425695,102.903860425695,657.9077042116053,458.81135688424936,689.3915007027152,657.9077042116053,2635.148132570428,2143.7509143467066,491.3972182237216,9486533.277253543,7717503.291648142,1769029.9856053978,657.9077042116053,2635.148132570428,2143.7509143467066,491.3972182237216,9486533.277253543,7717503.291648142,1769029.9856053978,27.0,0.0,17026554.962646009 
 03/20  15:00:00,80.91502801517042,80.91502801517042,527.4577058056887,609.6216734095801,550.3803303502423,527.4577058056887,1999.65849114406,1626.928007122532,372.7304840215279,7198770.568118616,5856940.825641116,1341829.7424775004,527.4577058056887,1999.65849114406,1626.928007122532,372.7304840215279,7198770.568118616,5856940.825641116,1341829.7424775004,27.0,0.0,14373641.435204575 
 03/20  16:00:00,59.867072461778388,59.867072461778388,362.75383417138127,664.4344807307916,375.19686070110807,362.75383417138127,1210.860884878117,936.871505203442,273.9893796746752,4359099.185561221,3372737.418732391,986361.7668288307,362.75383417138127,1210.860884878117,936.871505203442,273.9893796746752,4359099.185561221,3372737.418732391,986361.7668288307,27.0,0.0,10024631.961614395 
 03/20  17:00:00,39.39627628077723,39.39627628077723,187.42138545899545,573.4998566238086,189.69883465156355,187.42138545899545,489.85833631221109,305.580415651018,184.27792066119313,1763490.01072396,1100089.4963436647,663400.5143802951,187.42138545899545,489.85833631221109,305.580415651018,184.27792066119313,1763490.01072396,1100089.4963436647,663400.5143802951,27.0,0.0,5208140.085605827 
 03/20  18:00:00,13.516152912968002,13.516152912968002,45.06078873207038,317.9280768992014,43.287084092121649,45.06078873207038,93.6587569310548,23.972435236890598,69.68632169416418,337171.5249517972,86300.76685280615,250870.7580989911,45.06078873207038,93.6587569310548,23.972435236890598,69.68632169416418,337171.5249517972,86300.76685280615,250870.7580989911,27.0,0.0,1203465.4545729787 
 03/20  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.959339390811424,0.0,0.0 
 03/20  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.737360431548816,0.0,0.0 
 03/20  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.411887151982925,0.0,0.0 
 03/20  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.032817936641615,1100820.9429625543,0.0 
 03/20  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000249388,2947241.777488578,0.0 
 03/20  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61141292223565,0.0,0.0 
 03/21  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09969146348553,0.0,0.0 
 03/21  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.400209110801527,0.0,0.0 
 03/21  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000472650895033,0.0,0.0 
 03/21  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.056516437972223,307131.85313828758,0.0 
 03/21  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000079176,1143054.724570583,0.0 
 03/21  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1592421.4848860866,0.0 
 03/21  07:00:00,44.74093310982982,384.61469652223408,77.25979291202512,44.74093310982982,113.06999987807885,77.25979291202512,255.86000643513695,15.15168256417381,240.7083238709631,921096.023166493,54546.05723102572,866549.9659354673,77.25979291202512,255.86000643513695,15.15168256417381,240.7083238709631,921096.023166493,54546.05723102572,866549.9659354673,10.0,1125696.5101872376,0.0 
 03/21  08:00:00,104.29612659938081,794.9033735020342,293.27088498245,104.29612659938081,345.35707769902367,293.27088498245,877.599999820515,325.28212091236539,552.3178789081496,3159359.999353854,1171015.6352845154,1988344.364069339,293.27088498245,877.599999820515,325.28212091236539,552.3178789081496,3159359.999353854,1171015.6352845154,1988344.364069339,20.131815545493305,10045693.332414637,0.0 
 03/21  09:00:00,135.16132415576375,883.8242303177543,507.1845844256818,135.16132415576375,553.9405081446384,507.1845844256818,1747.7454788021356,997.0698597856405,750.6756190164949,6291883.723687687,3589451.495228306,2702432.2284593817,507.1845844256818,1747.7454788021356,997.0698597856405,750.6756190164949,6291883.723687687,3589451.495228306,2702432.2284593817,20.08098369024468,1472326.7800551693,0.0 
 03/21  10:00:00,144.0143261260247,778.0688760671858,676.8426518071842,144.0143261260247,717.2508993444749,676.8426518071842,2567.1128688079954,1715.4419864229629,851.6708823850323,9241606.327708783,6175591.151122666,3066015.1765861168,676.8426518071842,2567.1128688079954,1715.4419864229629,851.6708823850323,9241606.327708783,6175591.151122666,3066015.1765861168,23.85007091311229,0.0,68695.67437781324 
 03/21  11:00:00,149.73128197242418,546.4868194906039,765.8248970512133,149.73128197242418,810.1729594083549,765.8248970512133,3047.1954886934247,2184.863146391326,862.3323423020988,10969903.75929633,7865507.327008774,3104396.4322875558,765.8248970512133,3047.1954886934247,2184.863146391326,862.3323423020988,10969903.75929633,7865507.327008774,3104396.4322875558,26.998926518609598,0.0,6008841.279850887 
 03/21  12:00:00,136.06269024521377,262.2244254430492,750.6943237703222,136.06269024521377,788.7488332511541,750.6943237703222,3045.2023158869749,2243.130373743074,802.0719421439007,10962728.33719311,8075269.345475066,2887458.9917180428,750.6943237703222,3045.2023158869749,2243.130373743074,802.0719421439007,10962728.33719311,8075269.345475066,2887458.9917180428,26.999999658871049,0.0,12611807.888598895 
 03/21  13:00:00,130.9047062402284,130.9047062402284,676.6880489044172,243.11018883841514,708.0167945340566,676.6880489044172,2738.2408288337117,1916.3308003469188,821.9100284867927,9857666.983801362,6898790.881248907,2958876.102552454,676.6880489044172,2738.2408288337117,1916.3308003469188,821.9100284867927,9857666.983801362,6898790.881248907,2958876.102552454,26.999999997912427,0.0,14745981.912314579 
 03/21  14:00:00,124.51142586566736,124.51142586566736,568.3346999582836,411.95277144911077,593.0531572304977,568.3346999582836,2253.457985677119,1438.9809959928389,814.4769896842802,8112448.748437629,5180331.58557422,2932117.162863409,568.3346999582836,2253.457985677119,1438.9809959928389,814.4769896842802,8112448.748437629,5180331.58557422,2932117.162863409,26.999999999984639,0.0,14387878.304248084 
 03/21  15:00:00,107.61301623237633,107.61301623237633,456.919371873636,526.3487303863859,477.2129987654382,456.919371873636,1734.0174709755243,1059.5731716161075,674.4442993594167,6242462.895511887,3814463.4178179868,2427999.4776939006,456.919371873636,1734.0174709755243,1059.5731716161075,674.4442993594167,6242462.895511887,3814463.4178179868,2427999.4776939006,26.999999999999909,0.0,12526188.565990985 
 03/21  16:00:00,84.03835174254938,84.03835174254938,312.1334742531959,545.1441492195215,332.17668323253425,312.1334742531959,1078.9836902520966,587.5431345902056,491.44055566189106,3884341.2849075479,2115155.28452474,1769186.0003828076,312.1334742531959,1078.9836902520966,587.5431345902056,491.44055566189106,3884341.2849075479,2115155.28452474,1769186.0003828076,27.0,0.0,9030903.032954628 
 03/21  17:00:00,54.84209552357278,54.84209552357278,159.9679635247839,443.31621669801799,176.68851421859314,159.9679635247839,476.3704028324797,176.2825928257534,300.08781000672635,1714933.450196927,634617.3341727123,1080316.1160242148,159.9679635247839,476.3704028324797,176.2825928257534,300.08781000672635,1714933.450196927,634617.3341727123,1080316.1160242148,27.0,0.0,4848402.325826923 
 03/21  18:00:00,20.80234760268841,20.80234760268841,41.507616872667878,234.22405382777439,48.52012402311262,41.507616872667878,117.50765503561493,12.025986134696807,105.48166890091813,423027.5581282138,43293.55008490849,379734.00804330527,41.507616872667878,117.50765503561493,12.025986134696807,105.48166890091813,423027.5581282138,43293.55008490849,379734.00804330527,26.991480828437596,0.0,1128379.5437214859 
 03/21  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.665445564400913,0.0,0.0 
 03/21  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.064253779900129,0.0,0.0 
 03/21  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.643197145552706,157565.4518815683,0.0 
 03/21  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000469884143,1781377.7323238285,0.0 
 03/21  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000997,3378726.445193983,0.0 
 03/21  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14409160854718,0.0,0.0 
