Date/Time,BLOCK1:ZONEA:Zone Mean Air Temperature [C](Hourly),BLOCK1:ZONEB:Zone Mean Air Temperature [C](Hourly),BLOCK1:ZONEC:Zone Mean Air Temperature [C](Hourly),BLOCK1:ZONEA:Zone Air System Sensible Heating Energy [J](Hourly),BLOCK1:ZONEA:Zone Air System Sensible Cooling Energy [J](Hourly),BLOCK1:ZONEB:Zone Air System Sensible Heating Energy [J](Hourly),BLOCK1:ZONEB:Zone Air System Sensible Cooling Energy [J](Hourly),BLOCK1:ZONEC:Zone Air System Sensible Heating Energy [J](Hourly),BLOCK1:ZONEC:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  01:00:00,15.224305398451737,13.637848173904107,9.291530300209505,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,15.155165936437065,13.65651271157762,9.34360854008061,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,15.272647934395483,13.742341226129544,9.47443392186277,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,15.334023343574767,13.776495193336047,9.546748457138659,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,15.36439262408299,13.78944747169031,9.58620890767456,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,15.380301900587498,13.794117854191466,9.607754407308729,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,15.633656202818657,13.949000427308342,9.765334927864659,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  08:00:00,16.38707841971671,14.406933348904833,10.213128368875776,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  09:00:00,16.846750356508886,14.662595280223084,10.473959017663786,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  10:00:00,17.59429837552895,15.103604576249058,10.882375228695326,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  11:00:00,18.939672715688159,15.925442663736647,11.592014953315737,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,20.167683241698709,16.662263812049816,12.233798029330416,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,21.31332625904161,17.362119934710767,12.8194222879399,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,22.29829661840799,18.000588965609773,13.312008675818215,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,23.196136871148569,18.650573169332917,13.757029771233484,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,23.70756601093304,19.026228871816323,14.02227112465497,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,23.728608915338538,19.06039332362161,14.023773372950897,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,23.083073435428717,18.612322138655754,13.64076496123814,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,22.136782230296747,17.930417500614344,13.087271661371539,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,20.78759775823171,16.997649293850907,12.308805750272015,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,19.642985808479606,16.263532896835096,11.673085260541808,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,18.70171163780026,15.683280873745986,11.169593593608769,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,17.773139409585704,15.128328822276144,10.681213423092121,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,16.64358972256329,14.459842095601659,10.069330700073842,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,14.761746257608383,13.344501836997877,9.000852956501016,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,13.02148467593079,12.344659160953878,8.038623318492605,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,11.379177951316669,11.418589936135265,7.151407015185184,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,9.851747388755474,10.574619206005352,6.3455513912032519,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,8.61755918917277,9.918811727750672,5.726434134122891,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,7.444938102968506,9.295305184074899,5.135507778800118,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  07:00:00,6.326712101757835,8.711082936687767,4.578886789126112,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  08:00:00,5.477262840836293,8.298106040068476,4.184605039627298,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  09:00:00,4.845068196555063,8.022992226660982,3.9210251697782887,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  10:00:00,4.288697027997345,7.767063510602379,3.6858166665130209,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  11:00:00,3.8955446918408267,7.597582172401454,3.5408068058860646,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  12:00:00,3.5458161909595078,7.4327928360595509,3.398650126781545,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  13:00:00,2.9901826989751605,7.120803494249744,3.0963532637375548,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  14:00:00,2.352601740414076,6.766306626672845,2.7443353639499,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  15:00:00,1.9001083243260376,6.542641283655289,2.5299967291741014,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  16:00:00,1.5163479104890132,6.351876481317449,2.3518566362520536,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  17:00:00,0.9406514467617159,6.025890908588318,2.0282308710631624,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  18:00:00,0.24412996952572095,5.631399499554529,1.6300125136196036,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  19:00:00,-0.3750501833517128,5.302189808398761,1.3027657099701325,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  20:00:00,-0.8393578011970515,5.073464328873761,1.085641532540922,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,-1.2536721258103514,4.867363626510357,0.8929584315524923,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  22:00:00,-1.5905361596383206,4.702666774161301,0.742706686162701,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,-1.9798821988428684,4.494164847387105,0.5421145033334249,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,-2.3250240405967119,4.318142555225677,0.3740114192579939,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,-2.501976903286557,4.247277823937774,0.31915267615703815,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  02:00:00,-2.6724689281613829,4.1689674898736019,0.2531974919418506,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  03:00:00,-2.6980910475129775,4.179746412098899,0.2803749156079991,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  04:00:00,-2.7378792336319996,4.16535997538983,0.2762711183313552,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  05:00:00,-2.9154869558747209,4.05479131168048,0.1632009270766702,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  06:00:00,-3.2205028017115504,3.868514441945379,-0.03320718464137529,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  07:00:00,-3.5667885261298859,3.6694534129575775,-0.24069905517894486,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  08:00:00,-3.8134312120327786,3.545045375832774,-0.36304655285213036,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  09:00:00,-3.976687633600806,3.471718321841838,-0.42795237615960615,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  10:00:00,-4.123352386669269,3.3998324816241478,-0.49229075235660027,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  11:00:00,-4.409716925278303,3.228491939919924,-0.6673794404966464,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  12:00:00,-4.682483549303495,3.0860152132930436,-0.8114648727167754,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  13:00:00,-4.3630847683192839,3.3386247612535318,-0.5189044806538364,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  14:00:00,-3.863413327819125,3.6562697899729619,-0.15419236126027378,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  15:00:00,-3.533131307603658,3.8269233982255734,0.032578337182769197,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  16:00:00,-3.5056287315186518,3.796312335457746,-0.013946688109688993,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  17:00:00,-3.7502447567327499,3.6146345896357059,-0.2289404652974654,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  18:00:00,-3.978755558290975,3.4755709380834607,-0.3923815733397098,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  19:00:00,-4.2772817442111779,3.2991888566731104,-0.5865223879640693,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  20:00:00,-4.616144307123648,3.10669700656927,-0.7905918513087391,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  21:00:00,-4.7761441284452978,3.0440187756888625,-0.8472935639409832,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  22:00:00,-4.654405832671487,3.1546265977305625,-0.7117851296318356,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  23:00:00,-4.544146808716224,3.2274736844475995,-0.6191392427240445,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  24:00:00,-4.594648780142486,3.178064272733229,-0.6664363522617776,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  01:00:00,-5.04430446468155,2.876832617759927,-0.9989107329869524,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  02:00:00,-5.705644555904515,2.4700866340883538,-1.4405029844469457,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  03:00:00,-6.3223195026333969,2.129537221626479,-1.797136337761781,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  04:00:00,-6.527974175909218,2.06952221689956,-1.8374465284003343,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  05:00:00,-6.630118207246177,2.048068910488626,-1.8352301600528285,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  06:00:00,-6.70064408054818,2.0285161490103364,-1.837355307055561,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  07:00:00,-6.748890546715013,2.0137354470673478,-1.8403546028280678,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  08:00:00,-6.826240479807617,1.9714293092992468,-1.8782004447239578,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  09:00:00,-6.921805250557178,1.9224530798639506,-1.9260328317761207,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  10:00:00,-6.579815264818756,2.1754389607148685,-1.6381794977149978,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  11:00:00,-5.560153808828143,2.8567115075657254,-0.87550290796135,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  12:00:00,-4.074364869843742,3.768565347447363,0.12418970180780978,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  13:00:00,-2.750828003731197,4.495110779311924,0.8837920032971953,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  14:00:00,-1.393753740029898,5.240283048865787,1.6383648790639143,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  15:00:00,0.1280079236563562,6.076218058464333,2.4839558654580147,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  16:00:00,0.9753194999520507,6.432281564790986,2.784939622486216,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  17:00:00,1.0018684581011915,6.301732021145491,2.556239071643081,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  18:00:00,0.25365991278535679,5.737447378058754,1.882430964566422,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  19:00:00,-1.0335505349288803,4.915222314273936,0.9659044770794514,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  20:00:00,-1.914987344659433,4.438604681128085,0.45290578357017427,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  21:00:00,-2.3918378239306246,4.227035563098946,0.2468370946540112,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  22:00:00,-2.7726390710315869,4.0548470724250829,0.0915822387818936,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  23:00:00,-2.8834354169031126,4.044684391917841,0.11058229372322344,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  24:00:00,-2.836864236309498,4.109534953611201,0.2059463858228755,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  01:00:00,-2.7137894691101769,4.204436549717831,0.325962290127065,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  02:00:00,-2.4491732886287869,4.370624912624781,0.5209753667102686,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  03:00:00,-2.1844778034639766,4.527085783843949,0.6960679071865152,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  04:00:00,-0.8301318636533038,5.495088631590123,1.7211610299978715,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  05:00:00,2.128609814709722,7.3443061833443219,3.687894537141003,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  06:00:00,3.2807644532259334,7.7692197835050129,4.109651942079936,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  07:00:00,4.0361151285476419,8.044886083389333,4.336464066310477,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  08:00:00,4.639951005437334,8.313603213342619,4.552435373936108,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  09:00:00,6.357642680194848,9.323095904211627,5.566236365427712,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  10:00:00,8.588370867979226,10.627917081476359,6.875369090498387,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  11:00:00,11.063458293384232,12.047583673520084,8.220270669246045,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  12:00:00,13.490482005488941,13.389901176233768,9.433796050498679,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  13:00:00,15.81183890380858,14.65685033425232,10.53129143574668,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  14:00:00,18.081563474927486,15.889131406054688,11.565198878200296,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  15:00:00,19.844858136936496,16.837829623966504,12.358210966617456,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  16:00:00,20.31698591736003,16.958665717860286,12.515498644577248,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  17:00:00,20.251441558580877,16.76631462036805,12.369152096012839,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  18:00:00,19.39264665903478,16.139871349768229,11.773054844577459,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  19:00:00,17.74782671865539,15.095183884103932,10.752590074818397,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  20:00:00,16.543171065356444,14.39869481685516,10.067164179580317,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  21:00:00,15.628529681902755,13.884526012909579,9.573197194680928,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  22:00:00,14.632280624506326,13.321785679273689,9.036455849379019,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  23:00:00,14.112692212569307,13.055983939034015,8.79883934808695,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  24:00:00,13.719970344696606,12.856010538329027,8.630449194342742,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,13.481153686362049,12.73971755483802,8.54304037694872,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  02:00:00,13.096755739572253,12.525665401202343,8.35345061900101,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  03:00:00,13.059323241697017,12.53324946207872,8.375331179086821,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  04:00:00,13.818534048598675,13.008348149732214,8.856241236901907,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  05:00:00,14.343153837919044,13.299352616835443,9.168796793823692,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  06:00:00,13.935632199086025,12.995639519252917,8.893050284179865,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  07:00:00,13.63426304086345,12.811519932947136,8.708501713984909,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  08:00:00,13.32858358155492,12.6447457775876,8.537911439293298,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  09:00:00,13.480888531292046,12.767279972884883,8.648755058289329,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  10:00:00,14.9235766114163,13.6821341329101,9.477713805508774,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  11:00:00,17.00967117367231,14.953283382461859,10.58198103698234,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  12:00:00,19.073042724088645,16.174110993346088,11.64125899813339,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  13:00:00,20.98456097271389,17.309373397928284,12.580003568996869,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  14:00:00,22.726820063724174,18.440546228743025,13.418911298529049,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  15:00:00,23.896566142221859,19.22988295497621,13.997791193117245,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  16:00:00,24.577672587235459,19.687488522762746,14.383089379342322,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  17:00:00,24.360862942201395,19.547842393954526,14.301562506479847,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  18:00:00,23.034698773235719,18.611944782439506,13.546856857909934,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  19:00:00,21.65950807541499,17.610517909710916,12.765613969335666,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  20:00:00,20.185942993645808,16.624775950905126,11.941964410469586,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  21:00:00,19.31754704865241,16.07348925306694,11.486048135217232,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  22:00:00,18.69800119516797,15.6866477386755,11.176601547006318,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  23:00:00,17.75969530863376,15.117802839133655,10.679336250425014,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  24:00:00,17.56627143224937,15.015410681167863,10.615326781371645,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  01:00:00,17.877235414045687,15.209977124585607,10.837022290723044,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  02:00:00,17.264550380709289,14.823408350507885,10.500300851570139,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  03:00:00,16.427033280268398,14.3255871846455,10.032687228641729,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  04:00:00,15.592588679090616,13.853494142231846,9.582728969205446,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  05:00:00,14.70870046561136,13.359882294989414,9.107038939523202,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  06:00:00,14.219552641049745,13.111525344156025,8.877414071710952,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  07:00:00,13.917939085365646,12.966234453389774,8.755579000191928,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  08:00:00,13.800436138581265,12.923057562206779,8.734377922569387,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  09:00:00,14.090898190859843,13.112750170338046,8.940862821339732,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  10:00:00,14.912008476210814,13.613923352294869,9.440951856636984,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  11:00:00,16.39051029335511,14.521987356267376,10.28230431895757,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  12:00:00,17.93511655008035,15.439165942438807,11.116722511230045,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  13:00:00,19.096618226061869,16.09969258183257,11.745784317649762,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  14:00:00,19.974400023813833,16.578083421248477,12.199260899202443,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  15:00:00,20.764956082914979,17.026709642209299,12.591854750997817,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  16:00:00,21.157559786052035,17.238400442122868,12.765194584001862,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  17:00:00,21.0649001400849,17.147032209543484,12.66359564137928,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  18:00:00,20.40824112324356,16.705763082503805,12.241244139541374,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  19:00:00,19.219297876186329,15.957626702858479,11.523675074540428,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  20:00:00,17.839976205648214,15.13188540286517,10.732753614473264,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  21:00:00,16.56781820531571,14.40110699122862,10.033996767212477,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  22:00:00,15.407697060521928,13.742030385322652,9.407515918552548,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  23:00:00,14.34896223054862,13.15201597007576,8.853181722966662,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  24:00:00,13.601562808648213,12.751629605106093,8.488390834987758,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  01:00:00,12.977598843163115,12.420652184612872,8.192701927844361,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  02:00:00,12.544630657508666,12.202310386810897,8.006401773755899,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  03:00:00,12.21586343064575,12.03879113419416,7.871415123853079,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  04:00:00,11.970438897923975,11.92170971059266,7.777167944642943,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  05:00:00,12.108222733774716,12.03760110007528,7.910832796507606,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  06:00:00,12.421459847432243,12.234416894766053,8.124865769356282,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  07:00:00,12.491454315728257,12.256573714263059,8.165700553309634,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  08:00:00,12.44167271278587,12.213538205070425,8.132454826043033,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  09:00:00,12.673105983195987,12.355628335792233,8.273612210262208,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  10:00:00,13.418233620944232,12.816864883621453,8.724245583925578,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  11:00:00,14.425048020874425,13.416355258047594,9.318568726687968,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  12:00:00,15.604138364824692,14.10637652076131,9.987562795542936,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  13:00:00,16.953753388159535,14.889224310716271,10.72046555124518,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  14:00:00,18.111316663255466,15.543284493472405,11.323116350670075,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  15:00:00,19.133923087569156,16.11586891824676,11.83427693448807,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  16:00:00,20.07573895880943,16.643516252687499,12.293884202465396,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  17:00:00,20.336298036360487,16.74150410340155,12.37362242445371,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  18:00:00,19.999683913632123,16.48014009395423,12.10952841807286,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  19:00:00,19.219140063906808,15.970422967608127,11.605705891653999,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  20:00:00,18.08001134018845,15.271758726071253,10.919311887771667,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  21:00:00,16.884191869658279,14.574272698452735,10.237824924206425,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  22:00:00,15.589975603331311,13.83614361664139,9.520911593514287,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  23:00:00,14.377307334137307,13.153189950383672,8.862914056511809,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  24:00:00,13.329059907128598,12.574311262058704,8.312230062270558,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  01:00:00,12.57041920782729,12.173885192207237,7.943526959083545,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  02:00:00,11.986174546132503,11.874848208505029,7.676866036608705,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  03:00:00,11.661352172942605,11.727409017868244,7.560395734330935,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  04:00:00,11.41459586460546,11.616286144509524,7.4759551668970449,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  05:00:00,11.462208974902869,11.679828075770807,7.560901816495246,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  06:00:00,11.52298114110523,11.731331872129683,7.631162684377858,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  07:00:00,11.641422569180256,11.810193222454439,7.722118712776131,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  08:00:00,11.915772632908244,11.975175615965546,7.894223086978624,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  09:00:00,12.333756354453497,12.222146775789039,8.143852342313421,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  10:00:00,13.73471964767062,13.078988325048835,8.970337632170177,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  11:00:00,15.667659629924775,14.232775089456407,10.012092169854159,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  12:00:00,17.75956518646423,15.45688794764694,11.077552628839936,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  13:00:00,19.891952764221175,16.69463574906094,12.141583161812872,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  14:00:00,21.797517293483723,17.85376851983414,13.054636055635055,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  15:00:00,23.22391670964816,18.81534995145089,13.714145334787231,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  16:00:00,24.081525353256205,19.374201486571957,14.14882571484554,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  17:00:00,23.75780434056945,19.129406203354983,13.99968602193873,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  18:00:00,22.81277169685405,18.447804115809125,13.460412368198782,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  19:00:00,21.487013565101454,17.47974858211433,12.695801125010524,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  20:00:00,20.132040590786198,16.580789904794285,11.932017370346078,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  21:00:00,18.999877923678239,15.871554925423242,11.317576365340246,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  22:00:00,17.966962378143678,15.249594534859018,10.770894613218747,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  23:00:00,17.128363754392575,14.760176159754995,10.341043834399077,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  24:00:00,16.56483402651924,14.44109134363703,10.072064472531127,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  01:00:00,16.416285975199008,14.367604924257968,10.037037347754602,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  02:00:00,16.903892595639105,14.669146790760213,10.360967205277533,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  03:00:00,17.411306300037969,14.967578953719438,10.679472359352007,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  04:00:00,18.058948359739988,15.349224283568195,11.06156504705054,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  05:00:00,18.424159117140577,15.549069725348268,11.265869925685243,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  06:00:00,18.256489463237288,15.415843976728047,11.143654130702185,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  07:00:00,17.86878522179233,15.166657783509802,10.897087337372068,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  08:00:00,17.628696754301278,15.030838496169185,10.755513434686544,0.0,0.0,0.0,0.0,0.0,0.0 
