Date/Time,ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/02  11:00:00,33.41140331419004,34.753558686043607,36.79928720964243,33.41140331419004,65.31489918499227,36.79928720964243,143.99239607550246,14.957515599089945,129.0348804764125,518372.62587180887,53847.0561567238,464525.56971508506,36.79928720964243,143.99239607550246,14.957515599089945,129.0348804764125,518372.62587180887,53847.0561567238,464525.56971508506,-9.036444959998299,0.0,0.0 
 01/02  12:00:00,37.556505001200509,37.968327883744979,41.09207633281337,37.556505001200509,73.24241099810065,41.09207633281337,160.7330290364883,15.689760773537906,145.0432682629504,578638.9045313579,56483.13878473646,522155.7657466214,41.09207633281337,160.7330290364883,15.689760773537906,145.0432682629504,578638.9045313579,56483.13878473646,522155.7657466214,-8.87338541428641,0.0,0.0 
 01/02  13:00:00,36.95679200635735,36.95679200635735,40.4810170491341,37.503366661997898,72.10377341080339,40.4810170491341,158.36113901550605,15.633963072355714,142.72717594315032,570100.1004558217,56282.26706048056,513817.8333953412,40.4810170491341,158.36113901550605,15.633963072355714,142.72717594315032,570100.1004558217,56282.26706048056,513817.8333953412,-8.900255467453683,0.0,0.0 
 01/02  14:00:00,31.751424147839715,31.751424147839715,35.106042407617369,33.2191481821407,62.14991580213761,35.106042407617369,137.41480415390903,14.790765248834504,122.62403890507452,494693.2949540725,53246.75489580421,441446.54005826826,35.106042407617369,137.41480415390903,14.790765248834504,122.62403890507452,494693.2949540725,53246.75489580421,441446.54005826826,-9.018211192690933,0.0,0.0 
 01/02  15:00:00,22.991498656203679,22.991498656203679,25.892695240475847,25.162845795856314,45.21952162125167,25.892695240475847,101.37485617035698,12.58166023126688,88.7931959390901,364949.48221328519,45293.97683256077,319655.5053807243,25.892695240475847,101.37485617035698,12.58166023126688,88.7931959390901,364949.48221328519,45293.97683256077,319655.5053807243,-9.179222903071646,0.0,0.0 
 01/02  16:00:00,11.90837822592866,11.90837822592866,13.669629741377113,13.874210787721602,23.474428876854608,13.669629741377113,53.343821815866608,7.353650538085659,45.99017127778095,192037.75853711979,26473.14193710837,165564.61660001143,13.669629741377113,53.343821815866608,7.353650538085659,45.99017127778095,192037.75853711979,26473.14193710837,165564.61660001143,-9.541002810094387,0.0,0.0 
 01/02  17:00:00,1.5280669908331955,1.5280669908331955,1.8745601728074593,2.046755563473768,2.97198948942724,1.8745601728074593,7.260533702311858,1.3591371142083096,5.901396588103548,26137.921328322693,4892.893611149914,21245.027717172772,1.8745601728074593,7.260533702311858,1.3591371142083096,5.901396588103548,26137.921328322693,4892.893611149914,21245.027717172772,-10.193022366444394,0.0,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.942909125466187,0.0,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.52168857363135,0.0,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.597839368792394,0.0,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.20140343371168,0.0,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.745999808320968,0.0,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.36172898074866,0.0,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.508753130063263,0.0,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.676291276642038,0.0,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.709807739738918,0.0,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.595518134363947,0.0,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.835112507749448,0.0,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.293842582330428,0.0,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.81149202010129,0.0,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.10226010415034,0.0,0.0 
 01/03  08:00:00,9.586076850131973,24.74830926824619,20.292317857601835,9.586076850131973,18.877538392859046,20.292317857601835,78.79651277610177,14.148000754127637,64.64851202197414,283667.44599396639,50932.802714859485,232734.6432791069,20.292317857601835,78.79651277610177,14.148000754127637,64.64851202197414,283667.44599396639,50932.802714859485,232734.6432791069,-19.159922372978789,0.0,0.0 
 01/03  09:00:00,40.11582076466563,86.5222742545869,82.53380387023391,40.11582076466563,82.26052208373814,82.53380387023391,324.46896164659,73.34641024450971,251.12255140208027,1168088.261927724,264047.076880235,904041.185047489,82.53380387023391,324.46896164659,73.34641024450971,251.12255140208027,1168088.261927724,264047.076880235,904041.185047489,-18.260803799588197,0.0,0.0 
 01/03  10:00:00,54.75871108341754,67.39801910618189,72.35569243507894,54.75871108341754,110.08945032493704,72.35569243507894,283.30489593431437,34.93944322623882,248.36545270807549,1019897.6253635315,125781.99561445974,894115.6297490717,72.35569243507894,283.30489593431437,34.93944322623882,248.36545270807549,1019897.6253635315,125781.99561445974,894115.6297490717,-17.40463409493311,0.0,0.0 
 01/03  11:00:00,71.55567526082106,136.61007760903636,272.26082958672319,71.55567526082106,196.67069949197259,272.26082958672319,1138.2048358855373,682.2136553498316,455.9911805357058,4097537.4091879345,2455969.159259394,1641568.2499285408,272.26082958672319,1138.2048358855373,682.2136553498316,455.9911805357058,4097537.4091879345,2455969.159259394,1641568.2499285408,-16.226260200105974,0.0,0.0 
 01/03  12:00:00,82.55830872203642,175.0426958281629,890.6258185187188,82.55830872203642,450.83086234364199,890.6258185187188,3873.9558588619199,3349.2225915063415,524.7332673555782,13946241.09190291,12057201.32942283,1889039.7624800814,890.6258185187188,3873.9558588619199,3349.2225915063415,524.7332673555782,13946241.09190291,12057201.32942283,1889039.7624800814,-8.230139627539103,0.0,0.0 
 01/03  13:00:00,73.88574847200649,73.88574847200649,829.9386822853122,184.86827179396654,416.4407640462932,829.9386822853122,3614.576383266828,3162.4166100111776,452.15977325565128,13012474.979760584,11384699.796040237,1627775.1837203447,829.9386822853122,3614.576383266828,3162.4166100111776,452.15977325565128,13012474.979760584,11384699.796040237,1627775.1837203447,2.316639081946575,0.0,0.0 
 01/03  14:00:00,72.55551730737793,72.55551730737793,562.9416234547352,283.93215373781296,282.88009593912809,562.9416234547352,2394.6195147815617,1775.407650632309,619.2118641492527,8620630.253213622,6391467.542276312,2229162.71093731,562.9416234547352,2394.6195147815617,1775.407650632309,619.2118641492527,8620630.253213622,6391467.542276312,2229162.71093731,8.071055081706213,0.0,0.0 
 01/03  15:00:00,51.34371771446463,51.34371771446463,481.11363731468267,375.7833415043359,202.93894178919045,481.11363731468267,2029.3360059434768,1575.892352878447,453.44365306503019,7305609.621396517,5673212.470362408,1632397.1510341089,481.11363731468267,2029.3360059434768,1575.892352878447,453.44365306503019,7305609.621396517,5673212.470362408,1632397.1510341089,11.068082080965536,0.0,0.0 
 01/03  16:00:00,17.683204751513825,17.683204751513825,356.07200040454878,394.6094592777861,99.28490947767325,356.07200040454878,1477.919855439144,1364.2601783452056,113.65967709393863,5320511.479580918,4911336.642042739,409174.8375381791,356.07200040454878,1477.919855439144,1364.2601783452056,113.65967709393863,5320511.479580918,4911336.642042739,409174.8375381791,12.606228901722276,0.0,0.0 
 01/03  17:00:00,4.675862374126925,4.675862374126925,49.86594755004798,71.28717852277313,10.414197879736877,49.86594755004798,195.38997307302567,136.96559944232394,58.42437363070172,703403.9030628924,493076.1579923662,210327.7450705262,49.86594755004798,195.38997307302567,136.96559944232394,58.42437363070172,703403.9030628924,493076.1579923662,210327.7450705262,10.309526921275872,0.0,0.0 
 01/03  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047183890226524,0.0,0.0 
 01/03  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.646098413417363,0.0,0.0 
 01/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.88334257742062,0.0,0.0 
 01/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.74924877158762,0.0,0.0 
 01/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.632333835860416,0.0,0.0 
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.281905345476916,0.0,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.32346305452204,0.0,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.62589563624254,0.0,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.783980552575835,0.0,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.03676407324615,0.0,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.891442287158048,0.0,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.964628888645647,0.0,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.009962598467899,0.0,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.04427758035645,0.0,0.0 
 01/04  08:00:00,16.541575491151695,125.48369511035179,92.02165089104031,16.541575491151695,37.00789750996567,92.02165089104031,359.9790023404697,159.53740909709934,200.44159324337034,1295924.4084256909,574334.6727495577,721589.7356761333,92.02165089104031,359.9790023404697,159.53740909709934,200.44159324337034,1295924.4084256909,574334.6727495577,721589.7356761333,-22.350028112778856,0.0,0.0 
 01/04  09:00:00,61.88265042735531,429.33766860404918,404.3317388382838,61.88265042735531,174.3975722637893,404.3317388382838,1648.2144970389373,1075.787161099464,572.4273359394736,5933572.189340174,3872833.7799580695,2060738.4093821045,404.3317388382838,1648.2144970389373,1075.787161099464,572.4273359394736,5933572.189340174,3872833.7799580695,2060738.4093821045,-19.13307207953539,0.0,0.0 
 01/04  10:00:00,83.56372275046853,480.1885992532202,648.676594090629,83.56372275046853,307.24024393000186,648.676594090629,2735.1549311142709,2047.400655433305,687.7542756809664,9846557.752011378,7370642.359559897,2475915.3924514797,648.676594090629,2735.1549311142709,2047.400655433305,687.7542756809664,9846557.752011378,7370642.359559897,2475915.3924514797,-11.949840419585371,0.0,0.0 
 01/04  11:00:00,93.63521980408192,435.16633294611679,948.3679566107442,93.63521980408192,463.06207623399868,948.3679566107442,4088.880098548066,3409.700548056753,679.179550491313,14719968.354773038,12274921.97300431,2445046.3817687269,948.3679566107442,4088.880098548066,3409.700548056753,679.179550491313,14719968.354773038,12274921.97300431,2445046.3817687269,-1.9136271314559304,0.0,0.0 
 01/04  12:00:00,90.10639829332379,198.61439708833246,985.3457281486706,90.10639829332379,500.82791858631938,985.3457281486706,4293.141074537166,3765.0775005878865,528.0635739492797,15455307.868333798,13554279.00211639,1901028.8662174068,985.3457281486706,4293.141074537166,3765.0775005878865,528.0635739492797,15455307.868333798,13554279.00211639,1901028.8662174068,9.164579521296118,0.0,0.0 
 01/04  13:00:00,74.17652310713419,74.17652310713419,948.4090034121108,205.82794709647403,473.28712810226957,948.4090034121108,4146.788118376167,3743.3908407424867,403.39727763368088,14928437.226154205,13476207.026672952,1452230.1994812513,948.4090034121108,4146.788118376167,3743.3908407424867,403.39727763368088,14928437.226154205,13476207.026672952,1452230.1994812513,18.966367685869235,0.0,0.0 
 01/04  14:00:00,50.50840768335793,50.50840768335793,838.4742585330191,391.2815180423432,387.3220263914632,838.4742585330191,3662.0105962903187,3416.888663085802,245.12193320451625,13183238.146645148,12300799.18710889,882438.9595362586,838.4742585330191,3662.0105962903187,3416.888663085802,245.12193320451625,13183238.146645148,12300799.18710889,882438.9595362586,25.701736632776105,0.0,876126.5324977277 
